organism,locus_tag,b_number,gene_name,product,source
beril_Keio,14591,b0453,ybaY,PF09619 family lipoprotein YbaY,synteny_walk
beril_Keio,14592,b0454,ybaZ,DNA base-flipping protein,synteny_chain
beril_Keio,14593,b0456,ybaA,DUF1428 domain-containing protein YbaA,synteny_chain
beril_Keio,14594,b0457,pdeB,cyclic di-GMP phosphodiesterase PdeB,synteny_chain
beril_Keio,14595,b0458,ylaC,putative inner membrane protein,synteny_chain
beril_Keio,14596,b0459,maa,maltose O-acetyltransferase,synteny_chain
beril_Keio,14597,b0460,hha,hemolysin expression-modulating protein Hha,synteny_walk
beril_Keio,14598,b0461,tomB,Hha toxicity modulator TomB,anchor_product
beril_Keio,14599,b0462,acrB,multidrug efflux pump RND permease AcrB,synteny_walk
beril_Keio,14600,b0463,acrA,multidrug efflux pump membrane fusion lipoprotein AcrA,synteny_walk
beril_Keio,14601,b0464,acrR,DNA-binding transcriptional repressor AcrR,synteny_walk
beril_Keio,14602,b0465,mscK,potassium dependent%2C small conductance mechanosensitive channel,synteny_walk
beril_Keio,14603,b0466,ybaM,DUF2496 domain-containing protein YbaM,synteny_chain
beril_Keio,14604,b0467,priC,primosomal replication protein N'',synteny_walk
beril_Keio,14605,b0468,ybaN,DUF454 domain-containing inner membrane protein YbaN,synteny_walk
beril_Keio,14606,b0469,apt,adenine phosphoribosyltransferase,anchor_product
beril_Keio,14607,b0470,dnaX,DNA polymerase III subunit tau,synteny_walk
beril_Keio,14608,b0471,ybaB,putative nucleoid-associated protein YbaB,synteny_walk
beril_Keio,14609,b0472,recR,recombination mediator protein RecR,synteny_walk
beril_Keio,14610,b0473,htpG,chaperone protein HtpG,synteny_walk
beril_Keio,14611,b0474,adk,adenylate kinase,anchor_product
beril_Keio,14612,b0475,hemH,ferrochelatase,anchor_product
beril_Keio,14613,b0476,aes,acetylesterase,synteny_chain
beril_Keio,14614,b0477,gsk,inosine/guanosine kinase,synteny_chain
beril_Keio,14615,b0478,ybaL,putative transporter YbaL,synteny_chain
beril_Keio,14616,b0479,fsr,fosmidomycin efflux pump,synteny_chain
beril_Keio,14617,b0480,ushA,5'-nucleotidase/UDP-sugar hydrolase,synteny_chain
beril_Keio,14618,b0481,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,synteny_chain
beril_Keio,14619,b0482,ybaP,TraB family protein YbaP,synteny_chain
beril_Keio,14621,b0483,ybaQ,DNA-binding transcriptional regulator YbaQ,synteny_chain
beril_Keio,14622,b0484,copA,Cu(+) exporting P-type ATPase,synteny_chain
beril_Keio,14623,b0485,glsA,glutaminase 1,synteny_chain
beril_Keio,14624,b0490,fetA,putative iron ABC exporter ATP-binding subunit FetA,synteny_chain
beril_Keio,14625,b0491,fetB,putative iron ABC exporter membrane subunit FetB,synteny_chain
beril_Keio,14626,b0492,cnoX,chaperedoxin,synteny_chain
beril_Keio,14627,b0493,ybbO,NADP(+)-dependent aldehyde reductase YbbO,synteny_chain
beril_Keio,14628,b0494,tesA,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,synteny_chain
beril_Keio,14629,b0495,ybbA,putative ABC transporter ATP-binding protein YbbA,synteny_chain
beril_Keio,14630,b0496,ybbP,putative ABC transporter membrane subunit YbbP,synteny_chain
beril_Keio,14631,b0497,rhsD,protein RhsD,synteny_chain
beril_Keio,14632,b0498,ybbC,PF15631 family protein YbbC,synteny_chain
beril_Keio,14633,b0502,ylbG,putative DNA-binding transcriptional regulator YlbG,synteny_chain
beril_Keio,14640,b0503,selU,tRNA 2-selenouridine synthase,synteny_walk
beril_Keio,14641,b0504,allS,DNA-binding transcriptional activator AllS,synteny_walk
beril_Keio,14642,b0505,allA,ureidoglycolate lyase,anchor_product
beril_Keio,14643,b0506,allR,DNA-binding transcriptional repressor AllR,synteny_walk
beril_Keio,14644,b0507,gcl,glyoxylate carboligase,anchor_product
beril_Keio,14645,b0508,hyi,hydroxypyruvate isomerase,synteny_walk
beril_Keio,14646,b0509,glxR,tartronate semialdehyde reductase 2,synteny_chain
beril_Keio,14648,b0511,allW,allantoin transporter,synteny_chain
beril_Keio,14649,b0512,allB,allantoinase,synteny_chain
beril_Keio,14650,b0513,ybbY,putative purine transporter,synteny_chain
beril_Keio,14651,b0515,allE,(S)-ureidoglycine aminohydrolase,synteny_chain
beril_Keio,14652,b0516,allC,allantoate amidohydrolase,synteny_chain
beril_Keio,14653,b0517,allD,ureidoglycolate dehydrogenase,synteny_chain
beril_Keio,14654,b0518,fdrA,putative oxamate carbamoyltransferase FdrA,synteny_chain
beril_Keio,14655,b4572,ylbE,DUF1116 domain-containing protein YlbE,synteny_walk
beril_Keio,14657,b0520,ylbF,DUF2877 domain-containing protein YlbF,synteny_walk
beril_Keio,14658,b0521,ybcF,putative carbamate kinase,synteny_walk
beril_Keio,14659,b0522,purK,5-(carboxyamino)imidazole ribonucleotide synthase,synteny_walk
beril_Keio,14660,b0523,purE,N(5)-carboxyaminoimidazole ribonucleotide mutase,synteny_walk
beril_Keio,14661,b0524,lpxH,UDP-2%2C3-diacylglucosamine diphosphatase,anchor_product
beril_Keio,14662,b0525,ppiB,peptidyl-prolyl cis-trans isomerase B,synteny_walk
beril_Keio,14663,b0526,cysS,cysteine--tRNA ligase,anchor_product
beril_Keio,14664,b0527,ybcI,PF04307 family inner membrane protein YbcI,synteny_walk
beril_Keio,14665,b0528,ybcJ,putative RNA-binding protein YbcJ,synteny_walk
beril_Keio,14666,b0529,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,synteny_walk
beril_Keio,14672,b0530,sfmA,putative fimbrial protein SfmA,synteny_chain
beril_Keio,14673,b0531,sfmC,putative fimbrial chaperone SfmC,synteny_chain
beril_Keio,14679,b0532,sfmD,putative fimbrial usher protein SfmD,synteny_chain
beril_Keio,14680,b0550,rusA,crossover junction endodeoxyribonuclease RusA,synteny_chain
beril_Keio,14681,b4509,ylcG,uncharacterized protein YlcG,synteny_chain
beril_Keio,14682,b0551,quuD,prophage antitermination protein Q homolog QuuD,synteny_chain
beril_Keio,14683,b0553,nmpC,DLP12 prophage%3B putative outer membrane porin NmpC,synteny_walk
beril_Keio,14684,b0552,insH2,IS5 transposase and trans-activator,synteny_walk
beril_Keio,14685,b0554,essD,putative phage lysis protein,synteny_walk
beril_Keio,14691,b0555,rrrD,lysozyme,anchor_product
beril_Keio,14692,b0556,rzpD,putative prophage endopeptidase RzpD,synteny_walk
beril_Keio,14696,b4510,rzoD,putative prophage lysis lipoprotein RzoD,synteny_walk
beril_Keio,14701,b0557,borD,prophage lipoprotein BorD,synteny_walk
beril_Keio,14703,b0558,ybcV,DUF1398 domain-containing protein YbcV,synteny_walk
beril_Keio,14704,b0559,ybcW,uncharacterized protein YbcW,synteny_walk
beril_Keio,14705,b4589,ylcI,DUF3950 domain-containing protein YlcI,synteny_chain
beril_Keio,14706,b0560,nohD,putative DNA-packaging protein NohD,synteny_chain
beril_Keio,14707,b1839,yebY,DUF2511 domain-containing protein YebY,synteny_chain
beril_Keio,14708,b1840,yebZ,CopD family protein,synteny_chain
beril_Keio,14709,b1841,yobA,copper-binding protein,anchor_product
beril_Keio,14733,b2757,casD,type I-E CRISPR system Cascade subunit CasD,synteny_chain
beril_Keio,14734,b2758,casC,type I-E CRISPR system Cascade subunit CasC,synteny_chain
beril_Keio,14736,b2759,casB,type I-E CRISPR system Cascade subunit CasB,synteny_chain
beril_Keio,14737,b2760,casA,type I-E CRISPR system Cascade subunit CasA,synteny_chain
beril_Keio,14738,b2761,cas3,CRISPR-associated endonuclease/helicase Cas3,synteny_chain
beril_Keio,14739,b2762,cysH,phosphoadenosine phosphosulfate reductase,anchor_product
beril_Keio,14740,b2763,cysI,sulfite reductase%2C hemoprotein subunit,synteny_chain
beril_Keio,14741,b2764,cysJ,sulfite reductase%2C flavoprotein subunit,synteny_chain
beril_Keio,14742,b2765,queD,6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase,synteny_chain
beril_Keio,14743,b0607,uspG,universal stress protein G,synteny_chain
beril_Keio,14744,b0608,ybdR,putative Zn(2(+))-dependent alcohol dehydrogenase YbdR,synteny_chain
beril_Keio,14745,b4734,yldA,protein YldA,synteny_chain
beril_Keio,14747,b0610,rnk,nucleoside diphosphate kinase regulator,anchor_product
beril_Keio,14748,b0611,rna,RNase I,synteny_chain
beril_Keio,14749,b0612,citT,citrate:succinate antiporter,synteny_chain
beril_Keio,14750,b0613,citG,triphosphoribosyl-dephospho-CoA synthase,synteny_walk
beril_Keio,14751,b0614,citX,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,synteny_walk
beril_Keio,14752,b0615,citF,citrate lyase alpha subunit,synteny_walk
beril_Keio,14753,b0616,citE,citrate lyase beta subunit,synteny_walk
beril_Keio,14754,b0617,citD,citrate lyase acyl carrier protein,anchor_product
beril_Keio,14755,b0618,citC,citrate lyase synthetase,synteny_walk
beril_Keio,14756,b0619,dpiB,sensor histidine kinase DpiB,synteny_chain
beril_Keio,14757,b0620,dpiA,DNA-binding transcriptional dual regulator DpiA,synteny_chain
beril_Keio,14758,b0621,dcuC,anaerobic C4-dicarboxylate transporter DcuC,synteny_chain
beril_Keio,14759,b0622,pagP,Lipid A palmitoyltransferase,synteny_chain
beril_Keio,14760,b0623,cspE,transcription antiterminator and regulator of RNA stability CspE,synteny_chain
beril_Keio,14761,b0624,crcB,F(-) channel,synteny_chain
beril_Keio,14764,b0627,tatE,twin arginine protein translocation system - TatE protein,synteny_chain
beril_Keio,14765,b0628,lipA,lipoyl synthase,anchor_product
beril_Keio,14766,b0629,ybeF,putative DNA-binding transcriptional regulator YbeF,synteny_walk
beril_Keio,14767,b0630,lipB,lipoyl(octanoyl) transferase,synteny_walk
beril_Keio,14768,b0631,ybeD,DUF493 domain-containing protein YbeD,synteny_walk
beril_Keio,14769,b0632,dacA,D-alanyl-D-alanine carboxypeptidase DacA,synteny_walk
beril_Keio,14770,b0633,rlpA,rare lipoprotein RlpA,synteny_walk
beril_Keio,14771,b0634,mrdB,peptidoglycan glycosyltransferase MrdB,synteny_chain
beril_Keio,14772,b0635,mrdA,peptidoglycan DD-transpeptidase MrdA,synteny_chain
beril_Keio,14773,b0636,rlmH,23S rRNA m(3)psi1915 methyltransferase,synteny_walk
beril_Keio,14774,b0637,rsfS,ribosomal silencing factor RsfS,synteny_walk
beril_Keio,14775,b0638,cobC,putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase,synteny_walk
beril_Keio,14776,b0639,nadD,nicotinate-nucleotide adenylyltransferase,anchor_product
beril_Keio,14777,b0640,holA,DNA polymerase III subunit delta,anchor_product
beril_Keio,14778,b0641,lptE,lipopolysaccharide assembly protein LptE,synteny_walk
beril_Keio,14779,b0642,leuS,leucine--tRNA ligase,anchor_product
beril_Keio,14780,b0643,ybeL,DUF1451 domain-containing protein YbeL,synteny_chain
beril_Keio,14781,b0644,ybeQ,Sel1 repeat-containing protein YbeQ,synteny_chain
beril_Keio,14787,b0645,ybeR,DUF1266 domain-containing protein YbeR,synteny_chain
beril_Keio,14788,b0646,djlB,J domain-containing protein DjlB,synteny_chain
beril_Keio,14789,b0653,gltK,glutamate/aspartate ABC transporter membrane subunit GltK,synteny_chain
beril_Keio,14790,b0654,gltJ,glutamate/aspartate ABC transporter membrane subunit GltJ,synteny_chain
beril_Keio,14791,b0655,gltI,glutamate/aspartate ABC transporter periplasmic binding protein,synteny_chain
beril_Keio,14792,b0656,insH3,IS5 transposase and trans-activator,synteny_chain
beril_Keio,14794,b0657,lnt,apolipoprotein N-acyltransferase,anchor_product
beril_Keio,14795,b0658,ybeX,CorC-HlyC family protein YbeX,synteny_walk
beril_Keio,14796,b0659,ybeY,endoribonuclease YbeY,synteny_walk
beril_Keio,14797,b0660,ybeZ,PhoH-like protein,synteny_walk
beril_Keio,14798,b0661,miaB,isopentenyl-adenosine A37 tRNA methylthiolase,synteny_walk
beril_Keio,14799,b0662,ubiF,3-demethoxyubiquinol 3-hydroxylase,synteny_chain
beril_Keio,14804,b0674,asnB,asparagine synthetase B,synteny_walk
beril_Keio,14805,b0675,umpH,UMP phosphatase,synteny_walk
beril_Keio,14806,b0676,nagC,DNA-binding transcriptional dual regulator NagC,synteny_walk
beril_Keio,14807,b0677,nagA,N-acetylglucosamine-6-phosphate deacetylase,anchor_product
beril_Keio,14808,b0678,nagB,glucosamine-6-phosphate deaminase,anchor_product
beril_Keio,14809,b0679,nagE,N-acetylglucosamine-specific PTS enzyme IIABC component,synteny_walk
beril_Keio,14810,b0680,glnS,glutamine--tRNA ligase,synteny_walk
beril_Keio,14811,b0681,chiP,chitooligosaccharide outer membrane channel,synteny_walk
beril_Keio,14812,b0682,chiQ,lipoprotein ChiQ,synteny_walk
beril_Keio,14813,b0683,fur,DNA-binding transcriptional dual regulator Fur,synteny_walk
beril_Keio,14815,b0695,kdpD,sensor histidine kinase KdpD,synteny_chain
beril_Keio,14816,b0696,kdpC,K(+) transporting P-type ATPase subunit KdpC,synteny_chain
beril_Keio,14817,b0697,kdpB,K(+) transporting P-type ATPase subunit KdpB,synteny_chain
beril_Keio,14818,b0698,kdpA,K(+) transporting P-type ATPase subunit KdpA,synteny_chain
beril_Keio,14823,b4513,kdpF,K(+) transporting P-type ATPase subunit KdpF,synteny_chain
beril_Keio,14824,b0699,ybfA,DUF2517 domain-containing protein YbfA,synteny_chain
beril_Keio,14826,b0700,rhsC,rhs element protein RhsC,synteny_chain
beril_Keio,14827,b0702,ybfB,uncharacterized protein YbfB,synteny_chain
beril_Keio,14828,b0704,ybfC,uncharacterized protein YbfC,synteny_chain
beril_Keio,14829,b4514,ybfQ,inactive transposase YbfQ,synteny_chain
beril_Keio,14830,b0706,ybfD,H repeat-associated putative transposase YbfD,synteny_chain
beril_Keio,14832,b0707,ybgA,DUF1722 domain-containing protein YbgA,synteny_chain
beril_Keio,14840,b0708,phr,deoxyribodipyrimidine photolyase,synteny_chain
beril_Keio,14841,b0709,dtpD,dipeptide:H(+) symporter DtpD,synteny_chain
beril_Keio,14842,b0710,ybgI,radiation resistance protein YbgI,synteny_chain
beril_Keio,14843,b0711,pxpB,5-oxoprolinase component B,synteny_walk
beril_Keio,14844,b0712,pxpC,5-oxoprolinase component C,synteny_walk
beril_Keio,14845,b0713,pxpA,5-oxoprolinase component A,synteny_walk
beril_Keio,14846,b0714,nei,endonuclease VIII,anchor_product
beril_Keio,14847,b0715,abrB,putative regulator,synteny_walk
beril_Keio,14848,b0716,ybgO,putative fimbrial protein YbgO,synteny_walk
beril_Keio,14850,b0717,ybgP,putative fimbrial chaperone YbgP,synteny_walk
beril_Keio,14852,b0718,ybgQ,putative fimbrial usher protein YbgQ,synteny_chain
beril_Keio,14853,b0719,ybgD,putative fimbrial protein YbgD,synteny_chain
beril_Keio,14854,b0720,gltA,citrate synthase,synteny_chain
beril_Keio,14855,b4768,ybgV,protein YbgV,synteny_chain
beril_Keio,14856,b4735,ybgU,protein YbgU,synteny_chain
beril_Keio,14858,b0721,sdhC,succinate:quinone oxidoreductase%2C membrane protein SdhC,synteny_chain
beril_Keio,14859,b0722,sdhD,succinate:quinone oxidoreductase%2C membrane protein SdhD,synteny_chain
beril_Keio,14860,b0723,sdhA,succinate:quinone oxidoreductase%2C FAD binding protein,synteny_chain
beril_Keio,14861,b0724,sdhB,succinate:quinone oxidoreductase%2C [Fe-S] cluster binding protein,synteny_chain
beril_Keio,14862,b0726,sucA,subunit of E1(0) component of 2-oxoglutarate dehydrogenase,synteny_chain
beril_Keio,14865,b0727,sucB,2-oxoglutarate dehydrogenase E2 subunit,synteny_chain
beril_Keio,14866,b0728,sucC,succinyl-CoA synthetase subunit beta,synteny_chain
beril_Keio,14867,b0736,ybgC,esterase/thioesterase,synteny_chain
beril_Keio,14868,b0737,tolQ,Tol-Pal system protein TolQ,synteny_chain
beril_Keio,14869,b0738,tolR,Tol-Pal system protein TolR,synteny_chain
beril_Keio,14870,b0739,tolA,Tol-Pal system protein TolA,synteny_chain
beril_Keio,14872,b0740,tolB,Tol-Pal system periplasmic protein TolB,synteny_chain
beril_Keio,14873,b0741,pal,peptidoglycan-associated outer membrane lipoprotein Pal,synteny_chain
beril_Keio,14874,b0742,cpoB,cell division coordinator CpoB,synteny_chain
beril_Keio,14875,b0750,nadA,quinolinate synthase,synteny_chain
beril_Keio,14876,b0751,pnuC,nicotinamide riboside transporter,synteny_chain
beril_Keio,14877,b0752,zitB,Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter,synteny_chain
beril_Keio,14878,b0753,ybgS,PF13985 family protein YbgS,synteny_chain
beril_Keio,14879,b0754,aroG,3-deoxy-7-phosphoheptulonate synthase%2C Phe-sensitive,synteny_chain
beril_Keio,14880,b0755,gpmA,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,synteny_chain
beril_Keio,14881,b0756,galM,galactose-1-epimerase,anchor_product
beril_Keio,14882,b0757,galK,galactokinase,anchor_product
beril_Keio,14883,b0758,galT,galactose-1-phosphate uridylyltransferase,anchor_product
beril_Keio,14884,b0759,galE,UDP-glucose 4-epimerase,synteny_walk
beril_Keio,14885,b0760,modF,ABC family protein ModF,synteny_walk
beril_Keio,14886,b0761,modE,DNA-binding transcriptional dual regulator ModE,synteny_chain
beril_Keio,14887,b0762,acrZ,multidrug efflux pump accessory protein AcrZ,synteny_chain
beril_Keio,14943,b0820,ybiT,putative ATP-binding protein YbiT,synteny_chain
beril_Keio,14944,b0821,ybiU,DUF1479 domain-containing protein YbiU,synteny_chain
beril_Keio,14945,b0822,ybiV,sugar phosphatase YbiV,synteny_chain
beril_Keio,14946,b0823,ybiW,putative pyruvate formate lyase,synteny_chain
beril_Keio,14947,b0824,ybiY,putative pyruvate formate-lyase activating enzyme YbiY,synteny_chain
beril_Keio,14948,b0825,fsaA,fructose-6-phosphate aldolase 1,synteny_chain
beril_Keio,14949,b0826,moeB,molybdopterin-synthase adenylyltransferase,synteny_chain
beril_Keio,14950,b0827,moeA,molybdopterin molybdotransferase,synteny_chain
beril_Keio,14951,b0828,iaaA,isoaspartyl dipeptidase proenzyme,synteny_chain
beril_Keio,14952,b0829,gsiA,glutathione ABC transporter ATP binding subunit GsiA,synteny_chain
beril_Keio,14953,b0830,gsiB,glutathione ABC transporter periplasmic binding protein,synteny_chain
beril_Keio,14954,b0831,gsiC,glutathione ABC transporter membrane subunit GsiC,synteny_chain
beril_Keio,14955,b0832,gsiD,glutathione ABC transporter membrane subunit GsiD,synteny_chain
beril_Keio,14956,b0833,pdeI,putative cyclic di-GMP phosphodiesterase PdeI,synteny_chain
beril_Keio,14957,b0834,dgcI,putative diguanylate cyclase DgcI,synteny_chain
beril_Keio,14960,b0835,rimO,ribosomal protein S12 methylthiotransferase RimO,synteny_walk
beril_Keio,14961,b0836,bssR,regulator of biofilm formation,synteny_walk
beril_Keio,14962,b0837,yliI,aldose sugar dehydrogenase YliI,synteny_walk
beril_Keio,14963,b0838,gstB,glutathione S-transferase GstB,synteny_walk
beril_Keio,14964,b0839,dacC,D-alanyl-D-alanine carboxypeptidase DacC,synteny_walk
beril_Keio,14965,b0840,deoR,DNA-binding transcriptional repressor DeoR,anchor_product
beril_Keio,14966,b0841,ybjG,undecaprenyl pyrophosphate phosphatase,synteny_walk
beril_Keio,14967,b0842,mdfA,multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter,synteny_chain
beril_Keio,14969,b0843,ybjH,uncharacterized protein YbjH,synteny_chain
beril_Keio,14970,b0844,ybjI,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,synteny_chain
beril_Keio,14971,b0845,ybjJ,inner membrane protein YbjJ,synteny_chain
beril_Keio,14972,b0846,rcdA,DNA binding transcriptional dual regulator RcdA,synteny_chain
beril_Keio,14973,b0847,ybjL,putative transport protein YbjL,synteny_chain
beril_Keio,14974,b0848,ybjM,putative inner membrane protein,synteny_chain
beril_Keio,14975,b0849,grxA,reduced glutaredoxin 1,synteny_chain
beril_Keio,14976,b0850,ybjC,DUF1418 domain-containing protein YbjC,synteny_chain
beril_Keio,14977,b0851,nfsA,NADPH-dependent nitro/quinone reductase NfsA,synteny_chain
