organism,locus_tag,og_id,cooccur_max_jaccard,cooccur_n_neighbors_50,cooccur_n_neighbors_80,cooccur_essential_neighbor_frac
beril_Marino,GFF4392,OG00003,1.0,1711,833,0.2963
beril_Korea,Ga0059261_3492,OG00003,1.0,1711,833,0.2963
beril_Dyella79,N515DRAFT_0413,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_3977,OG00003,1.0,1711,833,0.2963
beril_WCS417,GFF3819,OG00003,1.0,1711,833,0.2963
beril_Cola,Echvi_1381,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_19085,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_3390,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS16675,OG00003,1.0,1711,833,0.2963
beril_pseudo5_N2C3_1,AO356_04270,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_1738,OG00003,1.0,1711,833,0.2963
beril_pseudo5_N2C3_1,AO356_05230,OG00003,1.0,1711,833,0.2963
beril_RalstoniaGMI1000,RS_RS21190,OG00003,1.0,1711,833,0.2963
beril_SyringaeB728a_mexBdelta,Psyr_0362,OG00003,1.0,1711,833,0.2963
beril_psRCH2,GFF3042,OG00003,1.0,1711,833,0.2963
beril_Btheta,351991,OG00003,1.0,1711,833,0.2963
beril_PV4,5208728,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_3357,OG00003,1.0,1711,833,0.2963
beril_Dyella79,N515DRAFT_2553,OG00003,1.0,1711,833,0.2963
beril_Burk376,H281DRAFT_06547,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_2404,OG00003,1.0,1711,833,0.2963
beril_SB2B,6936687,OG00003,1.0,1711,833,0.2963
beril_SB2B,6937895,OG00003,1.0,1711,833,0.2963
beril_pseudo3_N2E3,AO353_24020,OG00003,1.0,1711,833,0.2963
beril_Caulo,CCNA_03362,OG00003,1.0,1711,833,0.2963
beril_Dyella79,N515DRAFT_1276,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_216,OG00003,1.0,1711,833,0.2963
beril_pseudo5_N2C3_1,AO356_01625,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_05685,OG00003,1.0,1711,833,0.2963
beril_Burk376,H281DRAFT_02732,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS13700,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_2900,OG00003,1.0,1711,833,0.2963
beril_Btheta,354246,OG00003,1.0,1711,833,0.2963
beril_Cola,Echvi_4608,OG00003,1.0,1711,833,0.2963
beril_psRCH2,GFF636,OG00003,1.0,1711,833,0.2963
beril_Putida,PP_3006,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_03350,OG00003,1.0,1711,833,0.2963
beril_Smeli,SMa0143,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS11895,OG00003,1.0,1711,833,0.2963
beril_Cup4G11,RR42_RS14885,OG00003,1.0,1711,833,0.2963
beril_SyringaeB728a_mexBdelta,Psyr_1217,OG00003,1.0,1711,833,0.2963
beril_azobra,AZOBR_RS23735,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_563,OG00003,1.0,1711,833,0.2963
beril_psRCH2,GFF114,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_19215,OG00003,1.0,1711,833,0.2963
beril_PV4,5209985,OG00003,1.0,1711,833,0.2963
beril_Ddia6719,HGI48_RS11715,OG00003,1.0,1711,833,0.2963
beril_SyringaeB728a,Psyr_1107,OG00003,1.0,1711,833,0.2963
beril_SyringaeB728a,Psyr_0892,OG00003,1.0,1711,833,0.2963
beril_pseudo3_N2E3,AO353_03435,OG00003,1.0,1711,833,0.2963
beril_Btheta,349716,OG00003,1.0,1711,833,0.2963
beril_BFirm,BPHYT_RS24740,OG00003,1.0,1711,833,0.2963
beril_Koxy,BWI76_RS11395,OG00003,1.0,1711,833,0.2963
beril_SyringaeB728a,Psyr_0362,OG00003,1.0,1711,833,0.2963
beril_Btheta,350806,OG00003,1.0,1711,833,0.2963
beril_Korea,Ga0059261_2952,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_3412,OG00003,1.0,1711,833,0.2963
beril_ANA3,7023534,OG00003,1.0,1711,833,0.2963
beril_pseudo5_N2C3_1,AO356_28820,OG00003,1.0,1711,833,0.2963
beril_Cup4G11,RR42_RS14080,OG00003,1.0,1711,833,0.2963
beril_Magneto,AMB_RS13315,OG00003,1.0,1711,833,0.2963
beril_Ddia6719,HGI48_RS11075,OG00003,1.0,1711,833,0.2963
beril_Kang,B158DRAFT_2180,OG00003,1.0,1711,833,0.2963
beril_WCS417,GFF3444,OG00003,1.0,1711,833,0.2963
beril_Btheta,351572,OG00003,1.0,1711,833,0.2963
beril_pseudo3_N2E3,AO353_07625,OG00003,1.0,1711,833,0.2963
beril_RalstoniaBSBF1503,RALBFv3_RS19630,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_1008,OG00003,1.0,1711,833,0.2963
beril_SyringaeB728a,Psyr_2096,OG00003,1.0,1711,833,0.2963
beril_Dyella79,N515DRAFT_3025,OG00003,1.0,1711,833,0.2963
beril_Korea,Ga0059261_0778,OG00003,1.0,1711,833,0.2963
beril_Btheta,354248,OG00003,1.0,1711,833,0.2963
beril_Putida,PP_0667,OG00003,1.0,1711,833,0.2963
beril_WCS417,GFF4774,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_3323,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS13325,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_10915,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_2727,OG00003,1.0,1711,833,0.2963
beril_WCS417,GFF3336,OG00003,1.0,1711,833,0.2963
beril_PS,Dsui_0155,OG00003,1.0,1711,833,0.2963
beril_RalstoniaGMI1000,RS_RS25030,OG00003,1.0,1711,833,0.2963
beril_azobra,AZOBR_RS06360,OG00003,1.0,1711,833,0.2963
beril_Putida,PP_1008,OG00003,1.0,1711,833,0.2963
beril_Burk376,H281DRAFT_05124,OG00003,1.0,1711,833,0.2963
beril_MR1,202652,OG00003,1.0,1711,833,0.2963
beril_azobra,AZOBR_RS31600,OG00003,1.0,1711,833,0.2963
beril_Btheta,353596,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_21,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_00665,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_118,OG00003,1.0,1711,833,0.2963
beril_Btheta,351911,OG00003,1.0,1711,833,0.2963
beril_RalstoniaUW163,UW163_RS19545,OG00003,1.0,1711,833,0.2963
beril_RalstoniaGMI1000,RS_RS11855,OG00003,1.0,1711,833,0.2963
beril_RalstoniaPSI07,RPSI07_RS10230,OG00003,1.0,1711,833,0.2963
beril_azobra,AZOBR_RS26615,OG00003,1.0,1711,833,0.2963
beril_acidovorax_3H11,Ac3H11_916,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS12095,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_2582,OG00003,1.0,1711,833,0.2963
beril_Cola,Echvi_0865,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_1135,OG00003,1.0,1711,833,0.2963
beril_Dyella79,N515DRAFT_3693,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS11705,OG00003,1.0,1711,833,0.2963
beril_Btheta,351726,OG00003,1.0,1711,833,0.2963
beril_PV4,5210528,OG00003,1.0,1711,833,0.2963
beril_Burk376,H281DRAFT_04355,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_1131,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_4527,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_2394,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS12595,OG00003,1.0,1711,833,0.2963
beril_SynE,Synpcc7942_2004,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_2692,OG00003,1.0,1711,833,0.2963
beril_Burk376,H281DRAFT_01465,OG00003,1.0,1711,833,0.2963
beril_ANA3,7026004,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS21740,OG00003,1.0,1711,833,0.2963
beril_Korea,Ga0059261_3411,OG00003,1.0,1711,833,0.2963
beril_Keio,16672,OG00003,1.0,1711,833,0.2963
beril_WCS417,GFF2352,OG00003,1.0,1711,833,0.2963
beril_RalstoniaUW163,UW163_RS03995,OG00003,1.0,1711,833,0.2963
beril_BFirm,BPHYT_RS25560,OG00003,1.0,1711,833,0.2963
beril_Korea,Ga0059261_0477,OG00003,1.0,1711,833,0.2963
beril_Btheta,354231,OG00003,1.0,1711,833,0.2963
beril_Btheta,354169,OG00003,1.0,1711,833,0.2963
beril_azobra,AZOBR_RS23325,OG00003,1.0,1711,833,0.2963
beril_Cup4G11,RR42_RS35625,OG00003,1.0,1711,833,0.2963
beril_acidovorax_3H11,Ac3H11_1573,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_2293,OG00003,1.0,1711,833,0.2963
beril_HerbieS,HSERO_RS11705,OG00003,1.0,1711,833,0.2963
beril_Btheta,349667,OG00003,1.0,1711,833,0.2963
beril_Ponti,CA264_11965,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_604,OG00003,1.0,1711,833,0.2963
beril_Burk376,H281DRAFT_00202,OG00003,1.0,1711,833,0.2963
beril_WCS417,GFF4097,OG00003,1.0,1711,833,0.2963
beril_SB2B,6938042,OG00003,1.0,1711,833,0.2963
beril_Putida,PP_4611,OG00003,1.0,1711,833,0.2963
beril_Dino,3610042,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_4018,OG00003,1.0,1711,833,0.2963
beril_pseudo5_N2C3_1,AO356_21710,OG00003,1.0,1711,833,0.2963
beril_pseudo6_N2E2,Pf6N2E2_2756,OG00003,1.0,1711,833,0.2963
beril_Pedo557,CA265_RS15190,OG00003,1.0,1711,833,0.2963
beril_Magneto,AMB_RS14160,OG00003,1.0,1711,833,0.2963
beril_psRCH2,GFF4266,OG00003,1.0,1711,833,0.2963
beril_Phaeo,GFF2666,OG00003,1.0,1711,833,0.2963
beril_Korea,Ga0059261_0443,OG00003,1.0,1711,833,0.2963
beril_pseudo1_N1B4,Pf1N1B4_4581,OG00003,1.0,1711,833,0.2963
beril_RalstoniaBSBF1503,RALBFv3_RS23375,OG00003,1.0,1711,833,0.2963
beril_Putida,PP_0865,OG00003,1.0,1711,833,0.2963
beril_pseudo13_GW456_L13,PfGW456L13_4951,OG00003,1.0,1711,833,0.2963
beril_pseudo5_N2C3_1,AO356_14080,OG00003,1.0,1711,833,0.2963
beril_BFirm,BPHYT_RS08240,OG00003,1.0,1711,833,0.2963
beril_BFirm,BPHYT_RS34725,OG00003,1.0,1711,833,0.2963
beril_ANA3,7025305,OG00003,1.0,1711,833,0.2963
beril_Marino,GFF3908,OG00003,1.0,1711,833,0.2963
beril_SB2B,6935827,OG00004,0.9773,1641,764,0.3047
beril_pseudo6_N2E2,Pf6N2E2_4125,OG00004,0.9773,1641,764,0.3047
beril_DdiaME23,DZA65_RS20335,OG00004,0.9773,1641,764,0.3047
beril_azobra,AZOBR_RS15885,OG00004,0.9773,1641,764,0.3047
beril_Caulo,CCNA_02529,OG00004,0.9773,1641,764,0.3047
beril_Dino,3607729,OG00004,0.9773,1641,764,0.3047
beril_Korea,Ga0059261_2448,OG00004,0.9773,1641,764,0.3047
beril_PV4,5211322,OG00004,0.9773,1641,764,0.3047
beril_Marino,GFF3805,OG00004,0.9773,1641,764,0.3047
beril_Cola,Echvi_3854,OG00004,0.9773,1641,764,0.3047
beril_Kang,B158DRAFT_0400,OG00004,0.9773,1641,764,0.3047
beril_HerbieS,HSERO_RS23400,OG00004,0.9773,1641,764,0.3047
beril_SynE,Synpcc7942_0703,OG00004,0.9773,1641,764,0.3047
beril_pseudo5_N2C3_1,AO356_11295,OG00004,0.9773,1641,764,0.3047
beril_acidovorax_3H11,Ac3H11_4411,OG00004,0.9773,1641,764,0.3047
beril_Dda3937,DDA3937_RS19120,OG00004,0.9773,1641,764,0.3047
beril_MR1,199231,OG00004,0.9773,1641,764,0.3047
beril_BFirm,BPHYT_RS01450,OG00004,0.9773,1641,764,0.3047
beril_Keio,1936987,OG00004,0.9773,1641,764,0.3047
beril_psRCH2,GFF25,OG00004,0.9773,1641,764,0.3047
beril_Smeli,SMc01363,OG00004,0.9773,1641,764,0.3047
beril_pseudo13_GW456_L13,PfGW456L13_648,OG00004,0.9773,1641,764,0.3047
beril_SyringaeB728a,Psyr_0021,OG00004,0.9773,1641,764,0.3047
beril_Phaeo,GFF609,OG00004,0.9773,1641,764,0.3047
beril_Putida,PP_0069,OG00004,0.9773,1641,764,0.3047
beril_Koxy,BWI76_RS25665,OG00004,0.9773,1641,764,0.3047
beril_Magneto,AMB_RS03500,OG00004,0.9773,1641,764,0.3047
beril_Btheta,352597,OG00004,0.9773,1641,764,0.3047
beril_pseudo1_N1B4,Pf1N1B4_1910,OG00004,0.9773,1641,764,0.3047
beril_RalstoniaGMI1000,RS_RS00340,OG00004,0.9773,1641,764,0.3047
beril_ANA3,7022782,OG00004,0.9773,1641,764,0.3047
beril_PS,Dsui_0819,OG00004,0.9773,1641,764,0.3047
beril_Dyella79,N515DRAFT_4047,OG00004,0.9773,1641,764,0.3047
beril_Ddia6719,HGI48_RS19210,OG00004,0.9773,1641,764,0.3047
beril_Burk376,H281DRAFT_02242,OG00004,0.9773,1641,764,0.3047
beril_SyringaeB728a_mexBdelta,Psyr_0021,OG00004,0.9773,1641,764,0.3047
beril_RalstoniaBSBF1503,RALBFv3_RS09755,OG00004,0.9773,1641,764,0.3047
beril_Cup4G11,RR42_RS20480,OG00004,0.9773,1641,764,0.3047
beril_pseudo3_N2E3,AO353_10650,OG00004,0.9773,1641,764,0.3047
beril_Pedo557,CA265_RS04370,OG00004,0.9773,1641,764,0.3047
beril_RalstoniaPSI07,RPSI07_RS23610,OG00004,0.9773,1641,764,0.3047
beril_RalstoniaUW163,UW163_RS03825,OG00004,0.9773,1641,764,0.3047
beril_Ponti,CA264_06145,OG00004,0.9773,1641,764,0.3047
beril_Cup4G11,RR42_RS24900,OG00005,0.8293,1588,11,0.301
beril_HerbieS,HSERO_RS23205,OG00005,0.8293,1588,11,0.301
beril_pseudo5_N2C3_1,AO356_18195,OG00005,0.8293,1588,11,0.301
beril_pseudo13_GW456_L13,PfGW456L13_639,OG00005,0.8293,1588,11,0.301
beril_MR1,199954,OG00005,0.8293,1588,11,0.301
beril_Phaeo,GFF730,OG00005,0.8293,1588,11,0.301
beril_BFirm,BPHYT_RS07940,OG00005,0.8293,1588,11,0.301
beril_Cola,Echvi_3927,OG00005,0.8293,1588,11,0.301
beril_BFirm,BPHYT_RS27250,OG00005,0.8293,1588,11,0.301
beril_acidovorax_3H11,Ac3H11_3518,OG00005,0.8293,1588,11,0.301
beril_SynE,Synpcc7942_0501,OG00005,0.8293,1588,11,0.301
beril_Dda3937,DDA3937_RS21345,OG00005,0.8293,1588,11,0.301
beril_Ponti,CA264_12220,OG00005,0.8293,1588,11,0.301
beril_RalstoniaGMI1000,RS_RS19685,OG00005,0.8293,1588,11,0.301
beril_Putida,PP_1392,OG00005,0.8293,1588,11,0.301
beril_SyringaeB728a,Psyr_2936,OG00005,0.8293,1588,11,0.301
beril_Cup4G11,RR42_RS13080,OG00005,0.8293,1588,11,0.301
beril_Burk376,H281DRAFT_06088,OG00005,0.8293,1588,11,0.301
beril_RalstoniaBSBF1503,RALBFv3_RS20590,OG00005,0.8293,1588,11,0.301
beril_SyringaeB728a_mexBdelta,Psyr_2936,OG00005,0.8293,1588,11,0.301
beril_Burk376,H281DRAFT_05078,OG00005,0.8293,1588,11,0.301
beril_Ddia6719,HGI48_RS05290,OG00005,0.8293,1588,11,0.301
beril_pseudo13_GW456_L13,PfGW456L13_1792,OG00005,0.8293,1588,11,0.301
beril_Smeli,SMa2099,OG00005,0.8293,1588,11,0.301
beril_RalstoniaUW163,UW163_RS22270,OG00005,0.8293,1588,11,0.301
beril_Phaeo,GFF270,OG00005,0.8293,1588,11,0.301
beril_pseudo6_N2E2,Pf6N2E2_5563,OG00005,0.8293,1588,11,0.301
beril_Dyella79,N515DRAFT_2964,OG00005,0.8293,1588,11,0.301
beril_pseudo1_N1B4,Pf1N1B4_1901,OG00005,0.8293,1588,11,0.301
beril_RalstoniaPSI07,RPSI07_RS02015,OG00005,0.8293,1588,11,0.301
beril_pseudo1_N1B4,Pf1N1B4_698,OG00005,0.8293,1588,11,0.301
beril_psRCH2,GFF30,OG00005,0.8293,1588,11,0.301
beril_Btheta,354079,OG00005,0.8293,1588,11,0.301
beril_Dyella79,N515DRAFT_0823,OG00005,0.8293,1588,11,0.301
beril_Dino,3606594,OG00005,0.8293,1588,11,0.301
beril_ANA3,7026369,OG00005,0.8293,1588,11,0.301
beril_Putida,PP_0080,OG00005,0.8293,1588,11,0.301
beril_Cup4G11,RR42_RS29765,OG00005,0.8293,1588,11,0.301
beril_pseudo3_N2E3,AO353_03875,OG00005,0.8293,1588,11,0.301
beril_RalstoniaUW163,UW163_RS18585,OG00005,0.8293,1588,11,0.301
beril_pseudo5_N2C3_1,AO356_11340,OG00005,0.8293,1588,11,0.301
beril_Pedo557,CA265_RS14010,OG00005,0.8293,1588,11,0.301
beril_Korea,Ga0059261_0360,OG00005,0.8293,1588,11,0.301
beril_WCS417,GFF1437,OG00005,0.8293,1588,11,0.301
beril_Dda3937,DDA3937_RS03780,OG00005,0.8293,1588,11,0.301
beril_RalstoniaBSBF1503,RALBFv3_RS21130,OG00005,0.8293,1588,11,0.301
beril_pseudo6_N2E2,Pf6N2E2_4135,OG00005,0.8293,1588,11,0.301
beril_PV4,5208312,OG00005,0.8293,1588,11,0.301
beril_Caulo,CCNA_02080,OG00006,1.0,1666,847,0.3013
beril_Ponti,CA264_17040,OG00006,1.0,1666,847,0.3013
beril_Cup4G11,RR42_RS18850,OG00006,1.0,1666,847,0.3013
beril_HerbieS,HSERO_RS20285,OG00006,1.0,1666,847,0.3013
beril_Cola,Echvi_1187,OG00006,1.0,1666,847,0.3013
beril_Btheta,353629,OG00006,1.0,1666,847,0.3013
beril_RalstoniaBSBF1503,RALBFv3_RS06785,OG00006,1.0,1666,847,0.3013
beril_Pedo557,CA265_RS18375,OG00006,1.0,1666,847,0.3013
beril_BFirm,BPHYT_RS17645,OG00006,1.0,1666,847,0.3013
beril_PS,Dsui_1424,OG00006,1.0,1666,847,0.3013
beril_MR1,203286,OG00006,1.0,1666,847,0.3013
beril_Dino,3607937,OG00006,1.0,1666,847,0.3013
beril_Smeli,SMc02065,OG00006,1.0,1666,847,0.3013
beril_Magneto,AMB_RS12685,OG00006,1.0,1666,847,0.3013
beril_Phaeo,GFF1056,OG00006,1.0,1666,847,0.3013
beril_Miya,8502417,OG00006,1.0,1666,847,0.3013
beril_azobra,AZOBR_RS15480,OG00006,1.0,1666,847,0.3013
beril_SyringaeB728a_mexBdelta,Psyr_0382,OG00006,1.0,1666,847,0.3013
beril_Dyella79,N515DRAFT_4147,OG00006,1.0,1666,847,0.3013
beril_pseudo6_N2E2,Pf6N2E2_3786,OG00006,1.0,1666,847,0.3013
beril_DvH,206475,OG00006,1.0,1666,847,0.3013
beril_PV4,5210952,OG00006,1.0,1666,847,0.3013
beril_Ddia6719,HGI48_RS00920,OG00006,1.0,1666,847,0.3013
beril_pseudo13_GW456_L13,PfGW456L13_306,OG00006,1.0,1666,847,0.3013
beril_Dda3937,DDA3937_RS20305,OG00006,1.0,1666,847,0.3013
beril_Burk376,H281DRAFT_05666,OG00006,1.0,1666,847,0.3013
beril_ANA3,7026587,OG00006,1.0,1666,847,0.3013
beril_acidovorax_3H11,Ac3H11_4742,OG00006,1.0,1666,847,0.3013
beril_Korea,Ga0059261_3486,OG00006,1.0,1666,847,0.3013
beril_Marino,GFF3256,OG00006,1.0,1666,847,0.3013
beril_Kang,B158DRAFT_0738,OG00006,1.0,1666,847,0.3013
beril_RalstoniaUW163,UW163_RS06830,OG00006,1.0,1666,847,0.3013
beril_DdiaME23,DZA65_RS00980,OG00006,1.0,1666,847,0.3013
beril_Putida,PP_1039,OG00006,1.0,1666,847,0.3013
beril_Keio,17886,OG00006,1.0,1666,847,0.3013
beril_psRCH2,GFF3877,OG00006,1.0,1666,847,0.3013
beril_Putida,PP_5018,OG00006,1.0,1666,847,0.3013
beril_WCS417,GFF360,OG00006,1.0,1666,847,0.3013
beril_RalstoniaGMI1000,RS_RS14730,OG00006,1.0,1666,847,0.3013
beril_RalstoniaPSI07,RPSI07_RS10450,OG00006,1.0,1666,847,0.3013
beril_pseudo5_N2C3_1,AO356_09540,OG00006,1.0,1666,847,0.3013
beril_Koxy,BWI76_RS01330,OG00006,1.0,1666,847,0.3013
beril_SyringaeB728a,Psyr_0382,OG00006,1.0,1666,847,0.3013
beril_SB2B,6939109,OG00006,1.0,1666,847,0.3013
beril_pseudo3_N2E3,AO353_12345,OG00006,1.0,1666,847,0.3013
beril_SynE,Synpcc7942_1578,OG00006,1.0,1666,847,0.3013
beril_pseudo1_N1B4,Pf1N1B4_1569,OG00006,1.0,1666,847,0.3013
beril_RalstoniaBSBF1503,RALBFv3_RS17365,OG00007,1.0,259,4,0.1776
beril_RalstoniaGMI1000,RS_RS23945,OG00007,1.0,259,4,0.1776
beril_DdiaME23,DZA65_RS14095,OG00007,1.0,259,4,0.1776
beril_BFirm,BPHYT_RS19025,OG00007,1.0,259,4,0.1776
beril_RalstoniaUW163,UW163_RS21785,OG00007,1.0,259,4,0.1776
beril_HerbieS,HSERO_RS14990,OG00007,1.0,259,4,0.1776
beril_Keio,16010,OG00007,1.0,259,4,0.1776
beril_Dda3937,DDA3937_RS13565,OG00007,1.0,259,4,0.1776
beril_RalstoniaPSI07,RPSI07_RS06280,OG00007,1.0,259,4,0.1776
beril_Ddia6719,HGI48_RS13610,OG00007,1.0,259,4,0.1776
beril_Burk376,H281DRAFT_05737,OG00007,1.0,259,4,0.1776
beril_acidovorax_3H11,Ac3H11_3560,OG00007,1.0,259,4,0.1776
beril_Cup4G11,RR42_RS35825,OG00007,1.0,259,4,0.1776
beril_Miya,8501590,OG00008,0.9143,1606,14,0.302
beril_PS,Dsui_0310,OG00008,0.9143,1606,14,0.302
beril_Smeli,SM_b21634,OG00008,0.9143,1606,14,0.302
beril_BFirm,BPHYT_RS14620,OG00008,0.9143,1606,14,0.302
beril_pseudo3_N2E3,AO353_10080,OG00008,0.9143,1606,14,0.302
beril_ANA3,7025400,OG00008,0.9143,1606,14,0.302
beril_Ponti,CA264_17450,OG00008,0.9143,1606,14,0.302
beril_RalstoniaGMI1000,RS_RS18125,OG00008,0.9143,1606,14,0.302
beril_pseudo5_N2C3_1,AO356_11970,OG00008,0.9143,1606,14,0.302
beril_Pedo557,CA265_RS15705,OG00008,0.9143,1606,14,0.302
beril_SyringaeB728a_mexBdelta,Psyr_5069,OG00008,0.9143,1606,14,0.302
beril_Cup4G11,RR42_RS29520,OG00008,0.9143,1606,14,0.302
beril_acidovorax_3H11,Ac3H11_3244,OG00008,0.9143,1606,14,0.302
beril_MR1,201907,OG00008,0.9143,1606,14,0.302
beril_acidovorax_3H11,Ac3H11_4397,OG00008,0.9143,1606,14,0.302
beril_SyringaeB728a,Psyr_5069,OG00008,0.9143,1606,14,0.302
beril_DvH,209091,OG00008,0.9143,1606,14,0.302
beril_pseudo6_N2E2,Pf6N2E2_4269,OG00008,0.9143,1606,14,0.302
beril_Marino,GFF1470,OG00008,0.9143,1606,14,0.302
beril_Kang,B158DRAFT_0409,OG00008,0.9143,1606,14,0.302
beril_Dyella79,N515DRAFT_3800,OG00008,0.9143,1606,14,0.302
beril_SB2B,6937836,OG00008,0.9143,1606,14,0.302
beril_Putida,PP_5356,OG00008,0.9143,1606,14,0.302
beril_PV4,5209129,OG00008,0.9143,1606,14,0.302
beril_RalstoniaBSBF1503,RALBFv3_RS22490,OG00008,0.9143,1606,14,0.302
beril_pseudo13_GW456_L13,PfGW456L13_719,OG00008,0.9143,1606,14,0.302
beril_HerbieS,HSERO_RS13415,OG00008,0.9143,1606,14,0.302
beril_Burk376,H281DRAFT_04313,OG00008,0.9143,1606,14,0.302
beril_RalstoniaPSI07,RPSI07_RS00670,OG00008,0.9143,1606,14,0.302
beril_psRCH2,GFF757,OG00008,0.9143,1606,14,0.302
beril_Cola,Echvi_2196,OG00008,0.9143,1606,14,0.302
beril_Cup4G11,RR42_RS28960,OG00008,0.9143,1606,14,0.302
beril_RalstoniaUW163,UW163_RS23035,OG00008,0.9143,1606,14,0.302
beril_WCS417,GFF5521,OG00008,0.9143,1606,14,0.302
beril_pseudo1_N1B4,Pf1N1B4_2001,OG00008,0.9143,1606,14,0.302
beril_Cup4G11,RR42_RS02585,OG00009,0.925,1662,182,0.2972
beril_Dda3937,DDA3937_RS15040,OG00009,0.925,1662,182,0.2972
beril_Ddia6719,HGI48_RS14390,OG00009,0.925,1662,182,0.2972
beril_Keio,14987,OG00009,0.925,1662,182,0.2972
beril_Marino,GFF2975,OG00009,0.925,1662,182,0.2972
beril_BFirm,BPHYT_RS16695,OG00009,0.925,1662,182,0.2972
beril_RalstoniaBSBF1503,RALBFv3_RS03890,OG00009,0.925,1662,182,0.2972
beril_SyringaeB728a,Psyr_0357,OG00009,0.925,1662,182,0.2972
beril_Dino,3608832,OG00009,0.925,1662,182,0.2972
beril_HerbieS,HSERO_RS19245,OG00009,0.925,1662,182,0.2972
beril_psRCH2,GFF137,OG00009,0.925,1662,182,0.2972
beril_Cup4G11,RR42_RS09485,OG00009,0.925,1662,182,0.2972
beril_DdiaME23,DZA65_RS21150,OG00009,0.925,1662,182,0.2972
beril_Koxy,BWI76_RS20325,OG00009,0.925,1662,182,0.2972
beril_SyringaeB728a,Psyr_2943,OG00009,0.925,1662,182,0.2972
beril_pseudo13_GW456_L13,PfGW456L13_3700,OG00009,0.925,1662,182,0.2972
beril_pseudo3_N2E3,AO353_03045,OG00009,0.925,1662,182,0.2972
beril_pseudo6_N2E2,Pf6N2E2_673,OG00009,0.925,1662,182,0.2972
beril_WCS417,GFF5350,OG00009,0.925,1662,182,0.2972
beril_pseudo13_GW456_L13,PfGW456L13_877,OG00009,0.925,1662,182,0.2972
beril_Smeli,SM_b20430,OG00009,0.925,1662,182,0.2972
beril_Smeli,SMc03865,OG00009,0.925,1662,182,0.2972
beril_acidovorax_3H11,Ac3H11_1956,OG00009,0.925,1662,182,0.2972
beril_SyringaeB728a_mexBdelta,Psyr_2505,OG00009,0.925,1662,182,0.2972
beril_RalstoniaGMI1000,RS_RS24700,OG00009,0.925,1662,182,0.2972
beril_SyringaeB728a,Psyr_3570,OG00009,0.925,1662,182,0.2972
beril_RalstoniaUW163,UW163_RS23000,OG00009,0.925,1662,182,0.2972
beril_WCS417,GFF1261,OG00009,0.925,1662,182,0.2972
beril_pseudo1_N1B4,Pf1N1B4_1694,OG00009,0.925,1662,182,0.2972
beril_SyringaeB728a,Psyr_4913,OG00009,0.925,1662,182,0.2972
beril_RalstoniaGMI1000,RS_RS19465,OG00009,0.925,1662,182,0.2972
