organism,locus_tag,product,cog,func_class,source
mtub,Rv0492A,hypothetical protein,,,gff_direct
mtub,Rv0492c,GMC-type oxidoreductase,,,gff_direct
mtub,Rv0493c,hypothetical protein,,,gff_direct
mtub,Rv0494,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv0495c,hypothetical protein,,,gff_direct
mtub,Rv0496,hypothetical protein,,,gff_direct
mtub,Rv0497,transmembrane protein,,,gff_direct
mtub,Rv0498,hypothetical protein,,,gff_direct
mtub,Rv0499,hypothetical protein,,,gff_direct
mtub,Rv0500,pyrroline-5-carboxylate reductase,,,gff_direct
mtub,Rv0500A,DNA-binding protein,,,gff_direct
mtub,Rv0500B,,,,none
mtub,Rv0501,UDP-glucose 4-epimerase GalE,,,gff_direct
mtub,Rv0502,hypothetical protein,,,gff_direct
mtub,Rv0503c,cyclopropane mycolic acid synthase,,,gff_direct
mtub,Rv0504c,hypothetical protein,,,gff_direct
mtub,Rv0505c,phosphoserine phosphatase SerB,,,gff_direct
mtub,Rv0506,membrane protein MmpS2,,,gff_direct
mtub,Rv0507,transmembrane transport protein MmpL2,,,gff_direct
mtub,Rv0508,hypothetical protein,,,gff_direct
mtub,Rv0509,glutamyl-tRNA reductase,,,gff_direct
mtub,Rv0510,porphobilinogen deaminase,,,gff_direct
mtub,Rv0511,uroporphyrin-III C-methyltransferase,,,gff_direct
mtub,Rv0512,delta-aminolevulinic acid dehydratase,,,gff_direct
mtub,Rv0513,transmembrane protein,,,gff_direct
mtub,Rv0514,transmembrane protein,,,gff_direct
mtub,Rv0515,hypothetical protein,,,gff_direct
mtub,Rv0516c,anti-anti-sigma factor,,,gff_direct
mtub,Rv0517,acyltransferase,,,gff_direct
mtub,Rv0518,hypothetical protein,,,gff_direct
mtub,Rv0519c,membrane protein,,,gff_direct
mtub,Rv0520,,,,none
mtub,Rv0521,,,,none
mtub,Rv0522,GABA permease GabP,,,gff_direct
mtub,Rv0523c,hypothetical protein,,,gff_direct
mtub,Rv0524,glutamate-1-semialdehyde 2%2C1-aminomutase,,,gff_direct
mtub,Rv0525,hypothetical protein,,,gff_direct
mtub,Rv0526,thioredoxin,,,gff_direct
mtub,Rv0527,cytochrome C-type biogenesis protein CcdA,,,gff_direct
mtub,Rv0528,transmembrane protein,,,gff_direct
mtub,Rv0529,cytochrome C-type biogenesis protein CcsA,,,gff_direct
mtub,Rv0530,hypothetical protein,,,gff_direct
mtub,Rv0531,membrane protein,,,gff_direct
mtub,Rv0533c,3-oxoacyl-ACP synthase III,,,gff_direct
mtub,Rv0534c,1%2C4-dihydroxy-2-naphthoate octaprenyltransferase,,,gff_direct
mtub,Rv0535,5'-methylthioadenosine phosphorylase,,,gff_direct
mtub,Rv0536,UDP-glucose 4-epimerase GalE,,,gff_direct
mtub,Rv0537c,integral membrane protein,,,gff_direct
mtub,Rv0538,membrane protein,,,gff_direct
mtub,Rv0539,dolichyl-phosphate sugar synthase,,,gff_direct
mtub,Rv0540,hypothetical protein,,,gff_direct
mtub,Rv0541c,integral membrane protein,,,gff_direct
mtub,Rv0542c,2-succinylbenzoic acid--CoA ligase,,,gff_direct
mtub,Rv0543c,hypothetical protein,,,gff_direct
mtub,Rv0544c,transmembrane protein,,,gff_direct
mtub,Rv0545c,low-affinity inorganic phosphate transporter,,,gff_direct
mtub,Rv0546c,hypothetical protein,,,gff_direct
mtub,Rv0547c,oxidoreductase,,,gff_direct
mtub,Rv0548c,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,,,gff_direct
mtub,Rv0549c,ribonuclease VapC3,,,gff_direct
mtub,Rv0550c,antitoxin VapB3,,,gff_direct
mtub,Rv0551c,fatty-acid--CoA ligase FadD8,,,gff_direct
mtub,Rv0552,hypothetical protein,,,gff_direct
mtub,Rv0553,muconate cycloisomerase,,,gff_direct
mtub,Rv0554,non-heme bromoperoxidase BpoC,,,gff_direct
mtub,Rv0555,bifunctional 2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase/2-oxoglutarate decarboxylase,,,gff_direct
mtub,Rv0556,transmembrane protein,,,gff_direct
mtub,Rv0557,GDP-mannose-dependent alpha-mannosyltransferase,,,gff_direct
mtub,Rv0558,demethylmenaquinone methyltransferase,,,gff_direct
mtub,Rv0559c,hypothetical protein,,,gff_direct
mtub,Rv0560c,benzoquinone methyltransferase,,,gff_direct
mtub,Rv0561c,oxidoreductase,,,gff_direct
mtub,Rv0562,polyprenyl-diphosphate synthase GrcC,,,gff_direct
mtub,Rv0563,protease HtpX,,,gff_direct
mtub,Rv0564c,glycerol-3-phosphate dehydrogenase,,,gff_direct
mtub,Rv0565c,monooxygenase,,,gff_direct
mtub,Rv0566c,hypothetical protein,,,gff_direct
mtub,Rv0567,methyltransferase/methylase,,,gff_direct
mtub,Rv0568,cytochrome P450 Cyp135B1,,,gff_direct
mtub,Rv0569,hypothetical protein,,,gff_direct
mtub,Rv0570,vitamin B12-dependent ribonucleoside-diphosphate reductase,,,gff_direct
mtub,Rv0571c,hypothetical protein,,,gff_direct
mtub,Rv0572c,hypothetical protein,,,gff_direct
mtub,Rv0573c,nicotinic acid phosphoribosyltransferase PncB2,,,gff_direct
mtub,Rv0574c,hypothetical protein,,,gff_direct
mtub,Rv0575c,oxidoreductase,,,gff_direct
mtub,Rv0576,transcriptional regulator,,,gff_direct
mtub,Rv0577,hypothetical protein,,,gff_direct
mtub,Rv0579,hypothetical protein,,,gff_direct
mtub,Rv0580c,hypothetical protein,,,gff_direct
mtub,Rv0581,antitoxin VapB26,,,gff_direct
mtub,Rv0582,ribonuclease VapC26,,,gff_direct
mtub,Rv0583c,lipoprotein LpqN,,,gff_direct
mtub,Rv0584,glycosidase,,,gff_direct
mtub,Rv0585c,integral membrane protein,,,gff_direct
mtub,Rv0586,HTH-type transcriptional regulator Mce2R,,,gff_direct
mtub,Rv0587,hypothetical protein,,,gff_direct
mtub,Rv0588,hypothetical protein,,,gff_direct
mtub,Rv0590,,,,none
mtub,Rv0590A,,,,none
mtub,Rv0591,Mce family protein Mce2C,,,gff_direct
mtub,Rv0592,Mce family protein Mce2D,,,gff_direct
mtub,Rv0593,Mce family lipoprotein LprL,,,gff_direct
mtub,Rv0594,Mce family protein Mce2F,,,gff_direct
mtub,Rv0595c,ribonuclease VapC4,,,gff_direct
mtub,Rv0596c,antitoxin VapB4,,,gff_direct
mtub,Rv0597c,hypothetical protein,,,gff_direct
mtub,Rv0598c,ribonuclease VapC27,,,gff_direct
mtub,Rv0599c,antitoxin VapB27,,,gff_direct
mtub,Rv0600c,two component sensor kinase HK1,,,gff_direct
mtub,Rv0601c,two component sensor kinase HK2,,,gff_direct
mtub,Rv0602c,two component DNA binding transcriptional regulator TcrA,,,gff_direct
mtub,Rv0603,hypothetical protein,,,gff_direct
mtub,Rv0604,lipoprotein LpqO,,,gff_direct
mtub,Rv0605,IS1536 family serine type transposase,,,gff_direct
mtub,Rv0606,,,,none
mtub,Rv0607,hypothetical protein,,,gff_direct
mtub,Rv0608,antitoxin VapB28,,,gff_direct
mtub,Rv0609,ribonuclease VapC28,,,gff_direct
mtub,Rv0609A,hypothetical protein,,,gff_direct
mtub,Rv0610c,hypothetical protein,,,gff_direct
mtub,Rv0611c,hypothetical protein,,,gff_direct
mtub,Rv0612,hypothetical protein,,,gff_direct
mtub,Rv0613c,hypothetical protein,,,gff_direct
mtub,Rv0614,hypothetical protein,,,gff_direct
mtub,Rv0615,integral membrane protein,,,gff_direct
mtub,Rv0616c,,,,none
mtub,Rv0617,ribonuclease VapC29,,,gff_direct
mtub,Rv0618,,,,none
mtub,Rv0619,,,,none
mtub,Rv0620,galactokinase,,,gff_direct
mtub,Rv0621,membrane protein,,,gff_direct
mtub,Rv0622,membrane protein,,,gff_direct
mtub,Rv0623,antitoxin VapB30,,,gff_direct
mtub,Rv0624,ribonuclease VapC30,,,gff_direct
mtub,Rv0625c,transmembrane protein,,,gff_direct
mtub,Rv0626,antitoxin VapB5,,,gff_direct
mtub,Rv0627,ribonuclease VapC5,,,gff_direct
mtub,Rv0628c,hypothetical protein,,,gff_direct
mtub,Rv0629c,exonuclease V subunit alpha RecD,,,gff_direct
mtub,Rv0630c,exonuclease V subunit beta RecB,,,gff_direct
mtub,Rv0631c,exonuclease V subunit gamma RecC,,,gff_direct
mtub,Rv0632c,enoyl-CoA hydratase EchA3,,,gff_direct
mtub,Rv0633c,hypothetical protein,,,gff_direct
mtub,Rv0634A,hypothetical protein,,,gff_direct
mtub,Rv0634B,50S ribosomal protein L33,,,gff_direct
mtub,Rv0634c,glyoxalase II,,,gff_direct
mtub,Rv0635,(3R)-hydroxyacyl-ACP dehydratase subunit HadA,,,gff_direct
mtub,Rv0636,(3R)-hydroxyacyl-ACP dehydratase subunit HadB,,,gff_direct
mtub,Rv0637,(3R)-hydroxyacyl-ACP dehydratase subunit HadC,,,gff_direct
mtub,Rv0638,preprotein translocase SecE,,,gff_direct
mtub,Rv0639,transcription termination/antitermination protein NusG,,,gff_direct
mtub,Rv0640,50S ribosomal protein L11,,,gff_direct
mtub,Rv0641,50S ribosomal protein L1,,,gff_direct
mtub,Rv0642c,hydroxymycolate synthase MmaA4,,,gff_direct
mtub,Rv0643c,methoxy mycolic acid synthase MmaA3,,,gff_direct
mtub,Rv0644c,cyclopropane mycolic acid synthase CmaA,,,gff_direct
mtub,Rv0645c,mycolic acid methyltransferase MmaA1,,,gff_direct
mtub,Rv0646c,lipase/esterase LipG,,,gff_direct
mtub,Rv0647c,hypothetical protein,,,gff_direct
mtub,Rv0648,alpha-mannosidase,,,gff_direct
mtub,Rv0649,malonyl CoA-acyl carrier protein transacylase,,,gff_direct
mtub,Rv0650,sugar kinase,,,gff_direct
mtub,Rv0651,50S ribosomal protein L10,,,gff_direct
mtub,Rv0652,50S ribosomal protein L7/L12,,,gff_direct
mtub,Rv0653c,transcriptional regulator,,,gff_direct
mtub,Rv0654,carotenoid cleavage oxygenase,,,gff_direct
mtub,Rv0655,ABC transporter ATP-binding protein,,,gff_direct
mtub,Rv0656c,ribonuclease VapC6,,,gff_direct
mtub,Rv0657c,antitoxin VapB6,,,gff_direct
mtub,Rv0658c,integral membrane protein,,,gff_direct
mtub,Rv0659c,toxin MazF2,,,gff_direct
mtub,Rv0660c,antitoxin MazE2,,,gff_direct
mtub,Rv0661c,ribonuclease VapC7,,,gff_direct
mtub,Rv0662c,antitoxin VapB7,,,gff_direct
mtub,Rv0663,arylsulfatase AtsD,,,gff_direct
mtub,Rv0664,antitoxin VapB8,,,gff_direct
mtub,Rv0665,ribonuclease VapC8,,,gff_direct
mtub,Rv0666,membrane protein,,,gff_direct
mtub,Rv0668,DNA-directed RNA polymerase subunit beta',,,gff_direct
mtub,Rv0669c,neutral ceramidase,,,gff_direct
mtub,Rv0671,lipoprotein LpqP,,,gff_direct
mtub,Rv0672,acyl-CoA dehydrogenase FadE8,,,gff_direct
mtub,Rv0673,enoyl-CoA hydratase EchA4,,,gff_direct
mtub,Rv0674,hypothetical protein,,,gff_direct
mtub,Rv0675,enoyl-CoA hydratase EchA5,,,gff_direct
mtub,Rv0676c,transmembrane transport protein MmpL5,,,gff_direct
mtub,Rv0677c,membrane protein MmpS5,,,gff_direct
mtub,Rv0678,hypothetical protein,,,gff_direct
mtub,Rv0679c,hypothetical protein,,,gff_direct
mtub,Rv0680c,transmembrane protein,,,gff_direct
mtub,Rv0681,transcriptional regulator,,,gff_direct
mtub,Rv0682,30S ribosomal protein S12,,,gff_direct
mtub,Rv0683,30S ribosomal protein S7,,,gff_direct
mtub,Rv0684,elongation factor G,,,gff_direct
mtub,Rv0685,elongation factor Tu,,,gff_direct
mtub,Rv0686,membrane protein,,,gff_direct
mtub,Rv0687,NAD-dependent oxidoreductase,,,gff_direct
mtub,Rv0688,ferredoxin reductase,,,gff_direct
mtub,Rv0689c,hypothetical protein,,,gff_direct
mtub,Rv0690c,hypothetical protein,,,gff_direct
mtub,Rv0691c,mycofactocin biosynthesis transcriptional regulator MftR,,,gff_direct
mtub,Rv0692,mycofactocin system protein MftB,,,gff_direct
mtub,Rv0693,mycofactocin radical SAM maturase MftC,,,gff_direct
mtub,Rv0694,mycofactocin system heme/flavin oxidoreductase MftD,,,gff_direct
mtub,Rv0695,mycofactocin system creatinine amidohydrolase family protein MftE,,,gff_direct
mtub,Rv0696,mycofactocin biosynthesis glycosyltransferase MftF,,,gff_direct
mtub,Rv0697,dehydrogenase,,,gff_direct
mtub,Rv0698,hypothetical protein,,,gff_direct
mtub,Rv0699,hypothetical protein,,,gff_direct
mtub,Rv0700,30S ribosomal protein S10,,,gff_direct
mtub,Rv0701,50S ribosomal protein L3,,,gff_direct
mtub,Rv0702,50S ribosomal protein L4,,,gff_direct
mtub,Rv0703,50S ribosomal protein L23,,,gff_direct
mtub,Rv0704,50S ribosomal protein L2,,,gff_direct
mtub,Rv0705,30S ribosomal protein S19,,,gff_direct
mtub,Rv0706,50S ribosomal protein L22,,,gff_direct
mtub,Rv0707,30S ribosomal protein S3,,,gff_direct
mtub,Rv0708,50S ribosomal protein L16,,,gff_direct
mtub,Rv0709,50S ribosomal protein L29,,,gff_direct
mtub,Rv0710,30S ribosomal protein S17,,,gff_direct
mtub,Rv0711,arylsulfatase AtsA,,,gff_direct
mtub,Rv0712,hypothetical protein,,,gff_direct
mtub,Rv0713,transmembrane protein,,,gff_direct
mtub,Rv0714,50S ribosomal protein L14,,,gff_direct
mtub,Rv0715,50S ribosomal protein L24,,,gff_direct
mtub,Rv0716,50S ribosomal protein L5,,,gff_direct
mtub,Rv0717,30S ribosomal protein S14,,,gff_direct
mtub,Rv0718,30S ribosomal protein S8,,,gff_direct
mtub,Rv0719,50S ribosomal protein L6,,,gff_direct
mtub,Rv0720,50S ribosomal protein L18,,,gff_direct
mtub,Rv0721,30S ribosomal protein S5,,,gff_direct
mtub,Rv0722,50S ribosomal protein L30,,,gff_direct
mtub,Rv0723,50S ribosomal protein L15,,,gff_direct
mtub,Rv0724,protease IV SppA,,,gff_direct
mtub,Rv0724A,,,,none
mtub,Rv0725c,hypothetical protein,,,gff_direct
mtub,Rv0726c,S-adenosylmethionine-dependent methyltransferase,,,gff_direct
mtub,Rv0727c,L-fuculose phosphate aldolase FucA,,,gff_direct
mtub,Rv0728c,D-3-phosphoglycerate dehydrogenase SerA,,,gff_direct
mtub,Rv0729,D-xylulose kinase XylB,,,gff_direct
mtub,Rv0730,GCN5-like N-acetyltransferase,,,gff_direct
mtub,Rv0731c,S-adenosylmethionine-dependent methyltransferase,,,gff_direct
mtub,Rv0732,preprotein translocase SecY,,,gff_direct
mtub,Rv0733,adenylate kinase,,,gff_direct
mtub,Rv0734,methionine aminopeptidase,,,gff_direct
mtub,Rv0735,ECF RNA polymerase sigma factor SigL,,,gff_direct
mtub,Rv0736,anti-sigma-L factor RslA,,,gff_direct
mtub,Rv0737,transcriptional regulator,,,gff_direct
mtub,Rv0738,hypothetical protein,,,gff_direct
mtub,Rv0739,hypothetical protein,,,gff_direct
mtub,Rv0740,hypothetical protein,,,gff_direct
mtub,Rv0743c,hypothetical protein,,,gff_direct
mtub,Rv0744c,transcriptional regulator,,,gff_direct
mtub,Rv0745,hypothetical protein,,,gff_direct
mtub,Rv0748,antitoxin VapB31,,,gff_direct
mtub,Rv0749,ribonuclease VapC31,,,gff_direct
mtub,Rv0749A,hypothetical protein,,,gff_direct
mtub,Rv0750,hypothetical protein,,,gff_direct
mtub,Rv0751c,3-hydroxyisobutyrate dehydrogenase,,,gff_direct
mtub,Rv0752c,acyl-CoA dehydrogenase FadE9,,,gff_direct
mtub,Rv0753c,methylmalonate-semialdehyde dehydrogenase,,,gff_direct
mtub,Rv0756c,hypothetical protein,,,gff_direct
mtub,Rv0757,two component system response transcriptional positive regulator PhoP,,,gff_direct
mtub,Rv0758,two component system response sensor kinase PhoR,,,gff_direct
mtub,Rv0759c,hypothetical protein,,,gff_direct
mtub,Rv0760c,hypothetical protein,,,gff_direct
mtub,Rv0761c,alcohol dehydrogenase B,,,gff_direct
mtub,Rv0762c,hypothetical protein,,,gff_direct
mtub,Rv0763c,ferredoxin,,,gff_direct
mtub,Rv0764c,lanosterol 14-alpha demethylase,,,gff_direct
mtub,Rv0765c,oxidoreductase,,,gff_direct
mtub,Rv0766c,cytochrome P450 Cyp123,,,gff_direct
mtub,Rv0767c,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv0768,aldehyde dehydrogenase AldA,,,gff_direct
mtub,Rv0769,oxidoreductase,,,gff_direct
mtub,Rv0770,oxidoreductase,,,gff_direct
mtub,Rv0771,4-carboxymuconolactone decarboxylase,,,gff_direct
mtub,Rv0772,phosphoribosylamine--glycine ligase,,,gff_direct
mtub,Rv0773c,bifunctional cephalosporin acylase/gamma-glutamyltranspeptidase,,,gff_direct
mtub,Rv0774c,hypothetical protein,,,gff_direct
mtub,Rv0775,hypothetical protein,,,gff_direct
mtub,Rv0776c,hypothetical protein,,,gff_direct
mtub,Rv0777,adenylosuccinate lyase PurB,,,gff_direct
mtub,Rv0778,cytochrome P450 Cyp126,,,gff_direct
mtub,Rv0779c,transmembrane protein,,,gff_direct
mtub,Rv0780,phosphoribosylaminoimidazole-succinocarboxamide synthase,,,gff_direct
mtub,Rv0781,,,,none
mtub,Rv0782,,,,none
mtub,Rv0783c,multidrug resistance protein EmrB,,,gff_direct
mtub,Rv0784,hypothetical protein,,,gff_direct
mtub,Rv0785,KsdD-like steroid dehydrogenase,,,gff_direct
mtub,Rv0786c,hypothetical protein,,,gff_direct
mtub,Rv0787,hypothetical protein,,,gff_direct
mtub,Rv0787A,hypothetical protein,,,gff_direct
mtub,Rv0788,phosphoribosylformylglycinamidine synthase,,,gff_direct
mtub,Rv0789c,hypothetical protein,,,gff_direct
mtub,Rv0790c,hypothetical protein,,,gff_direct
mtub,Rv0791c,hypothetical protein,,,gff_direct
mtub,Rv0792c,transcriptional regulator,,,gff_direct
mtub,Rv0793,monooxygenase,,,gff_direct
mtub,Rv0794c,oxidoreductase,,,gff_direct
mtub,Rv0798c,hypothetical protein,,,gff_direct
mtub,Rv0799c,hypothetical protein,,,gff_direct
mtub,Rv0800,M18 family aminopeptidase,,,gff_direct
mtub,Rv0801,hypothetical protein,,,gff_direct
mtub,Rv0802c,succinyl-CoA transferase,,,gff_direct
mtub,Rv0803,phosphoribosylformylglycinamidine synthase 2,,,gff_direct
mtub,Rv0804,hypothetical protein,,,gff_direct
mtub,Rv0805,3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA,,,gff_direct
mtub,Rv0806c,exopolysaccharide phosphotransferase CpsY,,,gff_direct
mtub,Rv0807,hypothetical protein,,,gff_direct
mtub,Rv0808,amidophosphoribosyltransferase,,,gff_direct
mtub,Rv0809,phosphoribosylformylglycinamidine cyclo-ligase PurM,,,gff_direct
mtub,Rv0810c,hypothetical protein,,,gff_direct
mtub,Rv0811c,hypothetical protein,,,gff_direct
mtub,Rv0812,4-amino-4-deoxychorismate lyase,,,gff_direct
mtub,Rv0813c,hypothetical protein,,,gff_direct
mtub,Rv0814c,hypothetical protein,,,gff_direct
mtub,Rv0815c,thiosulfate sulfurtransferase CysA,,,gff_direct
mtub,Rv0816c,thioredoxin ThiX,,,gff_direct
mtub,Rv0817c,hypothetical protein,,,gff_direct
mtub,Rv0818,transcriptional regulator,,,gff_direct
mtub,Rv0819,mycothiol acetyltransferase,,,gff_direct
mtub,Rv0820,phosphate ABC transporter ATP-binding protein PhoT,,,gff_direct
mtub,Rv0821c,phosphate-transport system transcriptional regulator PhoY2,,,gff_direct
mtub,Rv0822c,hypothetical protein,,,gff_direct
mtub,Rv0823c,tRNA-dihydrouridine synthase,,,gff_direct
mtub,Rv0824c,acyl-ACP desaturase DesA,,,gff_direct
mtub,Rv0825c,hypothetical protein,,,gff_direct
mtub,Rv0826,hypothetical protein,,,gff_direct
mtub,Rv0827c,HTH-type transcriptional regulator KmtR,,,gff_direct
mtub,Rv0828c,deaminase,,,gff_direct
mtub,Rv0829,,,,none
mtub,Rv0830,S-adenosylmethionine-dependent methyltransferase,,,gff_direct
mtub,Rv0831c,hypothetical protein,,,gff_direct
mtub,Rv0835,lipoprotein LpqQ,,,gff_direct
mtub,Rv0836c,hypothetical protein,,,gff_direct
mtub,Rv0837c,hypothetical protein,,,gff_direct
mtub,Rv0838,lipoprotein LpqR,,,gff_direct
mtub,Rv0839,hypothetical protein,,,gff_direct
mtub,Rv0840c,proline iminopeptidase,,,gff_direct
mtub,Rv0841,transmembrane protein,,,gff_direct
mtub,Rv0842,integral membrane protein,,,gff_direct
mtub,Rv0843,dehydrogenase,,,gff_direct
mtub,Rv0844c,nitrate/nitrite response transcriptional regulator NarL,,,gff_direct
mtub,Rv0845,sensor histidine kinase NarS,,,gff_direct
mtub,Rv0846c,oxidase,,,gff_direct
mtub,Rv0847,lipoprotein LpqS,,,gff_direct
mtub,Rv0848,cysteine synthase CysK,,,gff_direct
mtub,Rv0849,MFS-type transporter,,,gff_direct
mtub,Rv0851c,short-chain type dehydrogenase/reductase,,,gff_direct
mtub,Rv0852,hypothetical protein,,,gff_direct
mtub,Rv0853c,alpha-keto-acid decarboxylase,,,gff_direct
mtub,Rv0854,hypothetical protein,,,gff_direct
mtub,Rv0855,fatty-acid-CoA racemase,,,gff_direct
mtub,Rv0856,hypothetical protein,,,gff_direct
mtub,Rv0857,hypothetical protein,,,gff_direct
mtub,Rv0858c,N-succinyldiaminopimelate aminotransferase DapC,,,gff_direct
mtub,Rv0859,acyltransferase,,,gff_direct
mtub,Rv0860,fatty oxidation protein FadB,,,gff_direct
mtub,Rv0861c,DNA helicase Ercc3,,,gff_direct
mtub,Rv0862c,hypothetical protein,,,gff_direct
mtub,Rv0863,hypothetical protein,,,gff_direct
mtub,Rv0864,cyclic pyranopterin monophosphate synthase accessory protein,,,gff_direct
mtub,Rv0865,molybdopterin biosynthesis protein,,,gff_direct
mtub,Rv0866,molybdopterin synthase catalytic subunit 2,,,gff_direct
mtub,Rv0867c,resuscitation-promoting factor RpfA,,,gff_direct
mtub,Rv0868c,cyclic pyranopterin monophosphate synthase,,,gff_direct
mtub,Rv0869c,molybdenum cofactor biosynthesis protein MoaA,,,gff_direct
mtub,Rv0870c,integral membrane protein,,,gff_direct
mtub,Rv0871,cold shock-like protein CspB,,,gff_direct
mtub,Rv0873,acyl-CoA dehydrogenase,,,gff_direct
mtub,Rv0874c,hypothetical protein,,,gff_direct
mtub,Rv0875c,hypothetical protein,,,gff_direct
mtub,Rv0876c,transmembrane protein,,,gff_direct
mtub,Rv0877,hypothetical protein,,,gff_direct
mtub,Rv0879c,transmembrane protein,,,gff_direct
mtub,Rv0880,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv0881,tRNA/rRNA methyltransferase,,,gff_direct
mtub,Rv0882,transmembrane protein,,,gff_direct
mtub,Rv0883c,hypothetical protein,,,gff_direct
mtub,Rv0884c,phosphoserine aminotransferase,,,gff_direct
mtub,Rv0885,hypothetical protein,,,gff_direct
mtub,Rv0886,ferredoxin/ferredoxin--NADP reductase,,,gff_direct
mtub,Rv0887c,hypothetical protein,,,gff_direct
mtub,Rv0888,hypothetical protein,,,gff_direct
mtub,Rv0889c,citrate synthase 2,,,gff_direct
mtub,Rv0890c,HTH-type transcriptional regulator,,,gff_direct
mtub,Rv0891c,hypothetical protein,,,gff_direct
mtub,Rv0892,monooxygenase,,,gff_direct
mtub,Rv0893c,S-adenosylmethionine-dependent methyltransferase,,,gff_direct
mtub,Rv0894,transcriptional regulator,,,gff_direct
mtub,Rv0895,diacyglycerol O-acyltransferase,,,gff_direct
mtub,Rv0896,citrate synthase 1,,,gff_direct
