gene,chrom,tss,essential,loeuf,is_tf,regulon_out,regulators_in,ppi_degree,n_pathways,cpg_promoter,enhancers,n_diseases,lineage_master
ACTRT1,chrX,128052403,0,1.611,0,0,0,0,0,0,14,0,
ACTRT2,chr1,3021466,,1.377,0,0,0,0,0,1,105,0,
ACTRT3,chr3,169769561,,1.71,0,0,0,0,0,1,60,0,
ACVR1,chr2,157876330,,0.454,0,0,7,25,0,1,90,2,
ACVR1B,chr12,51951698,,0.172,0,0,1,13,3,1,130,1,
ACVR1C,chr2,157628864,,0.634,0,0,1,10,4,1,27,0,
ACVR2A,chr2,147844516,,0.17,0,0,0,26,6,1,38,0,
ACVR2B,chr3,38453889,,0.377,0,0,0,22,5,1,65,1,
ACVR2B-AS1,chr3,38454820,,,0,0,0,0,0,0,64,0,
ACVRL1,chr12,51907503,,0.692,0,0,4,11,1,1,146,2,
ACY1,chr3,51983534,,1.063,0,0,0,1,3,1,171,2,
ACY3,chr11,67650730,,1.426,0,0,0,0,1,0,157,0,
ACYP1,chr14,75069490,,1.486,0,0,0,1,0,1,76,0,
ACYP2,chr2,53971112,,1.836,0,0,1,1,0,1,78,0,
ADA,chr20,44651758,,1.321,0,0,14,3,3,1,143,3,
ADA2,chr22,17221848,,,0,0,0,1,2,0,94,4,
ADAD1,chr4,122379010,0,0.511,0,0,0,0,0,1,15,0,
ADAD2,chr16,84191156,,1.144,0,0,0,0,0,1,85,0,
ADAL,chr15,43330671,,1.174,0,0,0,0,2,0,34,0,
ADAM10,chr15,58749707,,0.117,0,0,25,27,16,1,93,1,
ADAM11,chr17,44758987,,0.531,0,0,0,1,1,1,105,0,
ADAM12,chr10,126388477,,0.594,0,0,17,4,2,1,98,0,
ADAM15,chr1,155051315,,0.864,0,0,1,4,2,1,186,0,
ADAM17,chr2,9555830,,0.28,0,0,17,4,13,1,94,3,
ADAM18,chr8,39584567,0,1.569,0,0,0,0,0,0,27,0,
ADAM19,chr5,157575775,,0.501,0,0,2,1,2,1,142,0,
ADAM2,chr8,39838227,0,1.176,0,0,3,3,1,0,29,0,
ADAM20,chr14,70535004,0,,0,0,0,3,1,0,15,0,
ADAM20P1,chr14,70483756,,,0,0,0,0,0,0,11,0,
ADAM21,chr14,70452173,,1.43,0,0,0,3,1,0,17,0,
ADAM21P1,chr14,70247801,,,0,0,0,0,0,0,28,0,
ADAM22,chr7,87934250,,0.363,0,0,0,8,1,1,24,1,
ADAM23,chr2,206443531,,0.275,0,0,1,5,1,1,60,0,
ADAM28,chr8,24294068,,1.162,0,0,0,2,0,0,51,0,
ADAM29,chr4,174918357,,,0,0,0,0,0,0,47,0,
ADAM30,chr1,119896515,0,,0,0,0,3,1,1,54,0,
ADAM32,chr8,39107528,,0.922,0,0,0,0,0,1,26,0,
ADAM33,chr20,3682010,,0.922,0,0,0,0,1,1,102,0,
ADAM3A,chr8,39522989,,,0,0,0,0,0,1,14,0,
ADAM3B,chr16,49518585,,,0,0,0,0,0,0,119,0,
ADAM5,chr8,39314662,,,0,0,0,0,0,0,26,0,
ADAM6,chr14,105972269,,,0,0,0,0,0,0,83,0,
ADAM7,chr8,24441025,,1.031,0,0,0,0,0,0,18,0,
ADAM8,chr10,133276868,,0.926,0,0,0,0,2,1,147,0,
ADAM9,chr8,38996972,,0.417,0,0,1,2,1,1,112,2,
ADAMDEC1,chr8,24384284,,1.288,0,0,0,0,0,0,57,0,
ADAMTS1,chr21,26845409,,0.367,0,0,4,0,3,1,101,0,
ADAMTS10,chr19,8610715,,0.33,0,0,0,1,2,1,100,2,
ADAMTS12,chr5,33891990,,0.688,0,0,0,1,2,1,69,0,
ADAMTS13,chr9,133414336,,0.683,0,0,4,1,6,0,135,1,
ADAMTS14,chr10,70672505,,0.709,0,0,0,0,3,1,105,0,
ADAMTS15,chr11,130448973,,0.719,0,0,0,0,2,1,137,1,
ADAMTS16,chr5,5140329,,0.431,0,0,3,0,3,0,52,0,
ADAMTS17,chr15,100341975,,0.732,0,0,0,1,2,0,66,2,
ADAMTS18,chr16,77435034,,0.928,0,0,0,0,3,1,76,1,
ADAMTS19,chr5,129460297,,0.537,0,0,0,0,2,1,44,1,
ADAMTS19-AS1,chr5,129460689,,,0,0,0,0,0,1,44,0,
ADAMTS2,chr5,179345461,,0.311,0,0,0,0,3,0,135,2,
ADAMTS20,chr12,43552203,,0.834,0,0,0,0,2,0,13,0,
ADAMTS3,chr4,72569221,,0.604,0,0,0,0,3,1,42,2,
ADAMTS4,chr1,161199054,,0.71,0,0,6,0,4,0,149,0,
ADAMTS5,chr21,26967088,,0.703,0,0,5,1,4,0,66,0,
ADAMTS6,chr5,65481920,,0.22,0,0,0,0,2,0,46,0,
ADAMTS7,chr15,78811464,,0.646,0,0,5,1,2,0,82,0,
ADAMTS7P1,chr15,82293282,,,0,0,0,0,0,0,55,0,
ADAMTS8,chr11,130428609,,0.909,0,0,0,0,3,0,133,0,
ADAMTS9,chr3,64688000,,0.39,0,0,0,0,3,0,95,0,
ADAMTS9-AS1,chr3,64561345,,,0,0,0,0,0,0,69,0,
ADAMTS9-AS2,chr3,64684869,,,0,0,0,0,0,1,97,0,
ADAMTSL1,chr9,18474152,,0.531,0,0,1,0,2,0,97,1,
ADAMTSL2,chr9,133532163,,0.735,0,0,0,0,2,0,180,3,
ADAMTSL3,chr15,83654122,,0.647,0,0,0,0,2,1,57,0,
ADAMTSL4,chr1,150549407,,1.093,0,0,1,0,2,1,154,3,
ADAMTSL4-AS1,chr1,150574552,,,0,0,0,0,0,0,165,0,
ADAMTSL5,chr19,1513019,,1.151,0,0,0,1,2,1,131,0,
ADAP1,chr7,955407,,0.439,0,0,0,1,1,0,212,0,
ADAP2,chr17,30921735,,1.078,0,0,0,0,0,1,55,0,
ADAR,chr1,154627997,,0.42,0,0,2,6,4,1,81,5,
ADARB1,chr21,45074577,,0.399,0,0,3,1,2,1,145,1,
ADARB2,chr10,1737525,,0.382,0,0,1,0,0,1,50,0,
ADARB2-AS1,chr10,1526629,,,0,0,0,0,0,0,89,0,
ADAT1,chr16,75623281,,1.187,0,0,0,0,1,1,73,0,
ADAT2,chr6,143450695,,1.57,0,0,1,1,1,1,49,0,
ADAT3,chr19,1905398,,1.459,0,0,0,1,1,1,191,2,
ADC,,,,0.947,0,0,0,0,0,,,0,
ADCK1,chr14,77800108,,1.283,0,0,0,0,0,1,55,0,
ADCK2,chr7,140672944,,0.92,0,0,0,0,0,1,94,0,
ADCK3,,,,1.007,0,0,0,0,0,,,0,
ADCK4,,,,1.108,0,0,0,0,0,,,0,
ADCK5,chr8,144374046,,0.588,0,0,0,0,0,1,166,0,
ADCY1,chr7,45574367,,0.272,0,0,3,3,20,1,72,1,
ADCY10,chr1,167914134,,1.034,0,0,1,1,1,0,92,2,
ADCY10P1,chr6,41101033,,,0,0,0,0,0,1,72,0,
ADCY2,chr5,7396137,,0.261,0,0,0,1,19,0,82,0,
ADCY3,chr2,24920237,,0.681,0,0,1,5,20,1,97,1,
ADCY4,chr14,24335071,,0.892,0,0,3,2,19,1,117,0,
ADCY5,chr3,123449090,,0.254,0,0,0,8,21,0,121,5,
ADCY6,chr12,48789089,,0.442,0,0,0,5,21,1,94,2,
ADCY6-DT,chr12,48789146,,,0,0,0,0,0,1,94,0,
ADCY7,chr16,50266550,,0.552,0,0,0,0,19,0,173,0,
ADCY8,chr8,131040909,,0.535,0,0,0,11,21,1,29,0,
ADCY9,chr16,4116442,,0.306,0,0,1,3,19,0,96,0,
ADCYAP1,chr18,904870,,0.752,0,0,18,6,3,1,39,0,
ADCYAP1R1,chr7,31052307,,0.866,0,0,1,4,3,1,84,0,
ADD1,chr4,2843843,,0.296,0,0,2,15,3,1,169,1,
ADD2,chr2,70768200,,0.274,0,0,0,13,1,1,75,0,
ADD3,chr10,109996372,,0.246,0,0,1,15,3,0,138,1,
ADD3-AS1,chr10,110008381,,,0,0,0,0,0,0,138,0,
ADGB,chr6,146598971,,0.78,0,0,0,0,0,1,32,0,
ADGRA1,chr10,133087923,,,0,0,0,0,0,1,120,0,
ADGRA1-AS1,chr10,133086697,,,0,0,0,0,0,1,120,0,
ADGRA2,chr8,37796882,,,0,0,0,8,0,1,155,0,
ADGRA3,chr4,22516066,,,0,0,0,0,0,1,66,0,
ADGRB1,chr8,142449648,,,0,0,2,2,0,1,151,0,
ADGRB2,chr1,31764340,,,0,0,1,0,0,0,185,0,
ADGRB3,chr6,68635281,,,0,0,0,0,0,1,51,0,
ADGRD1,chr12,130953906,,,0,0,0,2,0,0,121,0,
ADGRD1-AS1,chr12,130993976,,,0,0,0,0,0,0,156,0,
ADGRE1,chr19,6887578,,,0,0,1,0,1,0,46,0,
ADGRE2,chr19,14778560,,,0,0,0,2,1,0,45,1,
ADGRE3,chr19,14674918,,,0,0,0,0,2,0,33,0,
ADGRE4P,chr19,6990846,,,0,0,2,0,0,0,27,0,
ADGRE5,chr19,14381143,,,0,0,3,2,2,0,168,0,
ADGRF1,chr6,47042332,,,0,0,0,3,0,0,77,0,
ADGRF2,chr6,47656471,,,0,0,0,0,0,0,55,0,
ADGRF3,chr2,26346789,,,0,0,0,0,0,0,93,0,
ADGRF4,chr6,47698579,,,0,0,0,0,0,0,62,0,
ADGRF5,chr6,46954939,,,0,0,0,0,1,0,89,0,
ADGRF5-AS1,chr6,46903470,,,0,0,0,0,0,0,70,0,
ADGRG1,chr16,57619737,,,0,0,4,4,0,0,171,4,
ADGRG2,chrX,19122637,,,0,0,2,0,0,1,21,2,
ADGRG3,chr16,57668305,,,0,0,2,2,1,0,155,0,
ADGRG4,chrX,136300962,,,0,0,0,2,0,1,37,0,
ADGRG5,chr16,57542642,,,0,0,0,2,0,0,151,0,
ADGRG6,chr6,142301918,,,0,0,0,0,1,1,96,1,
ADGRG7,chr3,100609600,0,,0,0,0,0,0,0,71,0,
ADGRL1,chr19,14206169,,,0,0,0,16,0,1,103,1,
ADGRL2,chr1,81306191,,,0,0,0,16,0,0,49,0,
ADGRL3,chr4,61201229,,,0,0,0,17,0,0,40,0,
ADGRL3-AS1,chr4,62161765,,,0,0,0,0,0,0,32,0,
ADGRL4,chr1,79006730,,,0,0,0,0,0,1,22,0,
ADGRV1,chr5,90558796,,,0,0,0,5,1,1,52,4,
ADH1A,chr4,99290985,,1.604,0,0,5,2,3,0,41,0,
ADH1B,chr4,99321401,,1.241,0,0,9,2,1,0,52,1,
ADH1C,chr4,99352746,,,0,0,10,2,2,0,67,2,
ADH4,chr4,99144298,,1.27,0,0,5,0,2,0,42,0,
ADH5,chr4,99088788,,1.562,0,0,5,1,1,1,74,1,
ADH6,chr4,99219246,,1.173,0,0,1,0,1,0,39,0,
ADH7,chr4,99435510,0,1.617,0,0,1,0,2,0,49,0,
ADHFE1,chr8,66432503,,1.045,0,0,0,0,1,1,107,0,
ADI1,chr2,3519531,,1.687,0,0,0,1,1,0,106,0,
ADIG,chr20,38581196,,,0,0,0,0,0,0,64,0,
ADIPOQ,chr3,186842709,,1.906,0,0,38,4,4,0,79,1,
ADIPOQ-AS1,chr3,186861368,,,0,0,0,0,0,0,85,0,
ADIPOR1,chr1,202958572,,0.469,0,0,2,6,1,1,73,0,
ADIPOR2,chr12,1691069,,0.518,0,0,4,3,1,1,106,0,
ADIRF,chr10,86968481,,1.791,0,0,0,0,1,1,112,0,
ADK,chr10,74151220,,0.798,0,0,2,0,2,1,95,1,
ADM,chr11,10305072,,1.162,0,0,35,11,3,1,138,0,
ADM2,chr22,50481542,,1.483,0,0,1,5,2,1,184,0,
ADM5,chr19,49688684,,1.716,0,0,0,0,0,1,137,0,
ADNP,chr20,50931437,,0.123,1,1,0,1,2,1,96,2,
ADNP-AS1,chr20,50930983,,,0,0,0,0,0,1,95,0,
ADNP2,chr18,80109261,,0.392,1,1,0,0,1,1,49,0,
ADO,chr10,62804719,,0.81,0,0,1,0,1,1,82,0,
ADORA1,chr1,203127725,,1.1,0,0,8,5,2,1,159,0,
ADORA2A,chr22,24423596,,0.551,0,0,6,10,4,1,160,1,
ADORA2A-AS1,chr22,24495074,,,0,0,0,0,0,1,122,0,
ADORA2B,chr17,15944916,,1.485,0,0,2,2,4,1,113,0,
ADORA3,chr1,111503633,,1.066,0,0,2,1,2,0,103,0,
ADPGK,chr15,72783758,,0.715,0,0,0,8,1,1,85,0,
ADPGK-AS1,chr15,72782834,,,0,0,0,0,0,1,83,0,
ADPRH,chr3,119579491,,1.283,0,0,0,0,0,1,100,0,
ADPRHL1,chr13,113453488,,1.374,0,0,0,0,0,0,151,0,
ADPRHL2,,,,1.033,0,0,0,0,0,,,0,
ADPRM,chr17,10697593,,1.107,0,0,0,2,1,1,88,0,
ADPRS,chr1,36088891,,,0,0,0,0,0,1,109,1,
ADRA1A,chr8,26865655,,1.393,0,0,3,2,3,0,53,0,
ADRA1B,chr5,159916481,,0.785,0,0,2,2,3,1,90,0,
ADRA1D,chr20,4249287,,1.314,0,0,58,2,3,0,61,0,
ADRA2A,chr10,111077028,,1.231,0,0,1,4,6,1,52,1,
ADRA2B,chr2,96116571,,1.221,0,0,3,0,4,1,181,1,
ADRA2C,chr4,3766384,,0.605,0,0,0,1,6,0,121,0,
ADRB1,chr10,114043865,,1.542,0,0,9,4,2,1,104,1,
ADRB2,chr5,148826610,,0.591,0,0,5,25,5,1,130,0,
ADRB3,chr8,37966599,,1.683,0,0,4,3,2,0,53,1,
ADRBK1,,,,0.178,0,0,0,0,0,,,0,
ADRBK2,,,,0.36,0,0,0,0,0,,,0,
ADRM1,chr20,62302895,,0.175,0,0,0,44,72,1,172,0,
ADSL,chr22,40346499,1,1.071,0,0,1,0,1,1,110,2,
ADSS,,,1,0.454,0,0,0,0,0,,,0,
ADSS1,chr14,104724228,,,0,0,2,1,1,1,206,2,
ADSS2,chr1,244452060,,,0,0,2,1,1,1,61,0,
ADSSL1,,,,0.843,0,0,0,0,0,,,0,
ADTRP,chr6,11779047,,1.365,0,0,0,0,0,0,119,0,
AE000662.92,,,,1.929,0,0,0,0,0,,,0,
AEBP1,chr7,44104344,,0.64,1,5,2,0,0,1,204,2,
AEBP2,chr12,19439491,,0.145,1,1,0,33,2,1,90,0,
AEN,chr15,88621339,,1.878,0,0,0,0,0,1,130,0,
AES,,,,0.361,1,3,0,0,0,,,0,
AF165138.7,,,,1.811,0,0,0,0,0,,,0,
AF196779.12,,,,0.284,0,0,0,0,0,,,0,
AFAP1,chr4,7939926,,0.665,0,0,0,1,0,0,158,0,
AFAP1-AS1,chr4,7754089,,,0,0,0,0,0,0,131,0,
AFAP1L1,chr5,149271858,,0.886,0,0,1,0,0,1,109,0,
AFAP1L2,chr10,114404778,,0.487,0,0,0,0,0,0,110,0,
AFDN,chr6,167826563,,,0,0,0,45,2,0,115,0,
AFDN-DT,chr6,167826796,,,0,0,0,0,0,0,114,0,
AFF1,chr4,86935001,,0.347,0,0,1,40,0,1,117,0,
AFF1-AS1,chr4,86934850,,,0,0,0,0,0,1,117,0,
AFF2,chrX,148500616,,0.275,0,0,2,0,0,1,63,2,
AFF3,chr2,100142590,,0.221,0,0,1,4,0,0,73,1,
AFF4,chr5,132963634,,0.138,0,0,0,41,4,1,51,2,
AFG1L,chr6,108295053,,,0,0,0,0,0,1,52,0,
AFG2A,,,,,0,0,0,0,0,,,2,
AFG2B,,,,,0,0,0,0,0,,,2,
AFG3L1P,chr16,89972579,,,0,0,0,0,0,1,143,0,
AFG3L2,chr18,12377227,,0.7,0,0,0,5,2,1,90,5,
AFM,chr4,73481744,0,1.304,0,0,6,0,0,0,46,0,
AFMID,chr17,78187316,,1.099,0,0,2,2,1,1,160,0,
AFP,chr4,73436220,,0.909,0,0,60,1,2,0,57,2,
AFTPH,chr2,64524304,,0.141,0,0,0,32,0,1,80,0,
AGA,chr4,177442503,,1.044,0,0,2,0,1,1,58,2,
AGAP1,chr2,235494042,,0.231,0,0,0,0,0,1,114,0,
AGAP1-IT1,chr2,235505750,,,0,0,0,0,0,0,119,0,
AGAP10,,,,1.796,0,0,0,0,0,,,0,
AGAP10P,chr10,45678515,,,0,0,0,0,0,0,38,0,
AGAP11,chr10,86970335,,,0,0,0,0,0,1,114,0,
AGAP12P,chr10,48031640,,,0,0,0,0,0,0,11,0,
AGAP13P,chr10,46816539,,,0,0,0,0,0,0,20,0,
AGAP14P,chr10,46337260,,,0,0,0,0,0,0,86,0,
AGAP2,chr12,57742161,,0.267,0,0,0,2,1,0,152,0,
AGAP2-AS1,chr12,57726239,,0.935,0,0,0,0,0,1,135,0,
AGAP3,chr7,151085866,,0.335,0,0,0,1,0,1,192,0,
AGAP4,chr10,45853877,,,0,0,0,0,0,0,10,0,
AGAP5,chr10,73701328,,1.438,0,0,0,0,0,0,60,0,
AGAP6,chr10,49988317,,1.562,0,0,0,0,0,0,21,0,
AGAP7,,,,1.78,0,0,0,0,0,,,0,
AGAP7P,chr10,46109494,,,0,0,0,0,0,0,55,0,
AGAP9,chr10,47523638,,,0,0,0,0,0,0,21,0,
AGBL1,chr15,86079619,,1.142,0,0,0,0,1,0,43,2,
AGBL1-AS1,chr15,86316968,,,0,0,0,0,0,0,37,0,
AGBL2,chr11,47715369,,0.893,0,0,0,0,1,1,44,0,
AGBL3,chr7,134986507,,1.035,0,0,0,0,1,1,61,0,
AGBL4,chr1,50023954,,0.761,0,0,0,0,1,1,8,0,
AGBL4-AS1,chr1,49257410,,,0,0,0,0,0,0,18,0,
AGBL4-IT1,chr1,49472085,,,0,0,0,0,0,0,8,0,
AGBL5,chr2,27051422,,0.679,0,0,0,0,1,0,144,2,
AGBL5-AS1,chr2,27050264,,,0,0,0,0,0,1,146,0,
AGER,chr6,32184322,,1.346,0,0,23,15,4,0,117,0,
AGFG1,chr2,227472155,,0.278,0,0,1,1,2,1,107,0,
AGFG2,chr7,100539202,,0.821,0,0,0,0,0,1,143,0,
AGGF1,chr5,77030403,,0.583,0,0,1,0,1,1,42,1,
AGK,chr7,141551409,,0.878,0,0,0,5,2,1,60,3,
AGL,chr1,99850360,,0.795,0,0,1,4,2,1,50,2,
AGMAT,chr1,15585051,,1.539,0,0,0,0,1,1,101,0,
AGMO,chr7,15562015,,1.705,0,0,0,0,1,0,40,0,
AGO1,chr1,35869807,,0.057,0,0,4,44,30,0,64,1,
AGO2,chr8,140635633,,0.106,0,0,1,69,27,1,154,1,
AGO3,chr1,35931104,,0.193,0,0,1,32,29,1,70,0,
AGO4,chr1,35807635,,0.218,0,0,1,32,29,1,60,0,
AGPAT1,chr6,32178108,,0.307,0,0,0,7,2,0,127,0,
AGPAT2,chr9,136687457,,1.539,0,0,0,7,4,1,197,1,
AGPAT3,chr21,43865222,,0.142,0,0,0,8,2,1,135,0,
AGPAT4,chr6,161274061,,0.534,0,0,0,8,1,0,106,0,
AGPAT4-IT1,chr6,161161982,,,0,0,0,0,0,0,92,0,
AGPAT5,chr8,6708641,,0.979,0,0,0,7,1,1,82,0,
AGPAT6,,,,0.502,0,0,0,0,0,,,0,
AGPAT9,,,,1.106,0,0,0,0,0,,,0,
AGPS,chr2,177392772,,0.117,0,0,0,2,4,1,66,1,
AGR2,chr7,16804999,,1.582,0,0,22,0,0,0,100,1,
AGR3,chr7,16881983,,1.976,0,0,1,0,0,0,73,0,
AGRN,chr1,1020119,,0.435,0,0,0,10,24,1,185,3,
AGRP,chr16,67483547,,1.68,0,0,6,2,1,0,167,1,
AGT,chr1,230745583,,1.445,0,0,65,10,7,0,94,1,
AGTPBP1,chr9,85742029,,0.351,0,0,0,0,1,1,43,2,
AGTR1,chr3,148697870,,1.347,0,0,54,10,4,1,51,2,
AGTR2,chrX,116170743,,1.312,0,0,9,3,2,0,6,0,
AGTRAP,chr1,11736084,,0.951,0,0,38,1,1,1,128,0,
AGXT,chr2,240868823,,1.028,0,0,4,7,3,0,158,2,
AGXT2,chr5,35047949,,1.692,0,0,0,6,2,0,64,1,
AHCTF1,chr1,246931948,,0.129,0,0,0,25,8,1,48,0,
AHCTF1P1,chr2,161507902,,,0,0,0,0,0,1,12,0,
AHCY,chr20,34311802,1,0.616,0,0,0,2,4,0,98,2,
AHCYL1,chr1,109984764,,0.281,0,0,2,4,11,1,107,0,
AHCYL2,chr7,129225029,,0.29,0,0,0,2,1,1,60,0,
AHDC1,chr1,27604144,,0.076,0,0,0,0,0,0,205,2,
AHI1,chr6,135497740,,0.95,0,0,0,18,1,1,42,4,
AHNAK,chr11,62546806,,0.308,0,0,0,7,0,1,185,0,
AHNAK2,chr14,104978374,,1.01,0,0,0,3,0,1,149,0,
AHR,chr7,17298651,,0.154,1,193,44,8,5,1,74,3,
AHRR,chr5,321713,,0.75,1,5,2,2,0,0,134,0,
AHSA1,chr14,77457866,,0.15,0,0,0,6,0,1,59,0,
AHSA2,,,,1.642,0,0,0,0,0,,,0,
AHSA2P,chr2,61177417,,,0,0,0,0,0,1,67,0,
AHSG,chr3,186613059,,1.662,0,0,24,4,4,0,79,2,
AHSP,chr16,31527899,,1.956,0,0,5,4,0,0,63,0,
AICDA,chr12,8612859,0,1.329,0,0,10,0,3,0,82,1,
AIDA,chr1,222712491,,0.88,0,0,0,0,0,1,54,0,
AIF1,chr6,31615233,,1.619,0,0,0,0,0,0,140,0,
AIF1L,chr9,131096475,,1.02,0,0,0,0,0,1,154,0,
AIFM1,chrX,130165887,,0.234,0,0,2,2,0,1,70,7,
AIFM2,chr10,70132934,,1.083,0,0,1,0,1,1,100,0,
AIFM3,chr22,20965171,,0.988,0,0,0,0,0,1,174,0,
AIG1,chr6,143060888,,1.383,0,0,0,0,0,1,51,0,
AIM1,,,,1.006,0,0,0,0,0,,,0,
AIM1L,,,,0.793,0,0,0,0,0,,,0,
AIM2,chr1,159076901,,1.636,0,0,1,22,3,0,57,0,
AIMP1,chr4,106315609,,1.216,0,0,0,10,3,0,71,1,
AIMP2,chr7,6009244,,0.967,0,0,2,11,3,1,64,1,
AIP,chr11,67483025,,0.518,1,6,2,8,2,1,161,5,
AIPL1,chr17,6435121,0,1.069,0,0,0,5,0,0,95,4,
AIRE,chr21,44285875,,1.115,1,23,2,18,0,1,125,2,
AIRN,chr6,160007664,,,0,0,0,0,0,0,130,0,
AJAP1,chr1,4654608,,0.192,0,0,0,1,0,1,121,0,
AJM1,chr9,136842477,,,0,0,0,0,0,0,195,0,
AJUBA,chr14,22982551,,0.401,0,0,0,4,5,0,99,0,
AK1,chr9,127879621,,0.937,0,0,1,0,1,0,188,1,
AK2,chr1,33036883,,1.223,0,0,0,0,1,1,127,2,
AK3,chr9,4742043,,1.391,0,0,0,1,1,0,63,0,
AK4,chr1,65147548,,0.788,0,0,1,0,1,1,74,0,
AK5,chr1,77282018,,0.558,0,0,1,0,1,1,60,0,
AK6,chr5,69369824,,,0,0,0,0,1,1,40,0,
AK7,chr14,96392127,,0.853,0,0,0,0,1,1,56,1,
AK8,chr9,132879046,,1.19,0,0,0,0,1,0,92,0,
AK9,chr6,109691212,,0.738,0,0,0,9,1,1,60,2,
AKAIN1,chr18,5197752,,,0,0,0,0,0,0,42,0,
AKAP1,chr17,57085245,,0.373,0,0,1,8,2,1,112,0,
AKAP10,chr17,19977856,,0.441,0,0,1,7,1,1,68,0,
AKAP11,chr13,42272151,,0.3,0,0,0,1,0,1,56,0,
AKAP12,chr6,151239966,,0.426,0,0,7,11,2,1,80,0,
AKAP13,chr15,85380602,,0.294,0,0,1,5,5,1,135,0,
AKAP14,chrX,119895892,,0.612,0,0,0,5,0,0,31,0,
AKAP17A,chrX,1591603,,0.524,0,0,0,0,0,1,88,0,
AKAP2,,,,0.527,0,0,0,0,0,,,0,
AKAP3,chr12,4649047,,0.528,0,0,0,1,0,1,30,1,
AKAP4,chrX,50201007,,0.246,0,0,1,6,0,0,34,0,
AKAP5,chr14,64465498,,0.522,0,0,0,17,4,1,99,0,
AKAP6,chr14,32329297,,0.253,0,0,0,6,0,0,79,0,
AKAP7,chr6,131135466,,1.222,0,0,0,6,0,1,55,0,
AKAP8,chr19,15379787,,0.397,0,0,0,1,0,1,122,0,
AKAP8L,chr19,15418988,,0.468,0,0,1,2,1,1,160,0,
AKAP9,chr7,91940861,,0.404,0,0,0,10,10,1,50,3,
AKIP1,chr11,8911188,,1.576,0,0,16,0,0,1,67,0,
AKIRIN1,chr1,38991243,,0.496,0,0,0,0,0,1,87,0,
AKIRIN2,chr6,87702233,,0.376,0,0,0,15,0,1,115,0,
AKNA,chr9,114394405,,0.454,1,2,0,0,0,0,142,0,
AKNAD1,chr1,108858244,,1.231,0,0,0,1,0,0,88,0,
AKR1A1,chr1,45550782,,1.121,0,0,5,0,2,1,119,0,
AKR1B1,chr7,134459239,,0.997,0,0,27,2,3,1,90,0,
AKR1B10,chr7,134527566,,1.307,0,0,24,2,1,0,89,0,
AKR1B15,chr7,134549109,,1.928,0,0,26,0,1,0,90,0,
AKR1C1,chr10,4963414,,1.588,0,0,4,3,5,0,61,0,
AKR1C2,chr10,5018033,,1.46,0,0,5,2,3,0,68,1,
AKR1C3,chr10,5048765,,1.861,0,0,4,8,6,0,80,0,
AKR1C4,chr10,5196836,,1.719,0,0,6,1,4,0,31,1,
AKR1C6P,chr10,4916273,,,0,0,0,0,0,0,58,0,
AKR1C8P,chr10,5185187,,,0,0,0,0,0,0,31,0,
AKR1CL1,,,,1.825,0,0,0,0,0,,,0,
AKR1D1,chr7,138076458,,1.127,0,0,0,0,3,0,51,2,
AKR1E2,chr10,4826176,,1.419,0,0,0,0,1,1,80,0,
AKR7A2,chr1,19312146,,1.522,0,0,1,1,1,1,119,0,
AKR7A2P1,chr1,112923349,,,0,0,0,0,0,0,82,0,
AKR7A3,chr1,19288770,,1.928,0,0,0,1,1,1,106,0,
AKR7L,chr1,19274122,,1.586,0,0,0,0,0,1,87,0,
AKT1,chr14,104795748,,0.315,0,0,101,69,46,1,152,8,
AKT1S1,chr19,49878356,,0.834,0,0,1,12,5,0,197,0,
AKT2,chr19,40285345,,0.417,0,0,15,7,35,1,152,4,
AKT3,chr1,243843282,,0.178,0,0,0,3,31,0,46,3,
AKTIP,chr16,53503304,,0.504,0,0,0,5,0,1,92,0,
AL021546.6,,,,1.653,0,0,0,0,0,,,0,
AL022328.1,,,,1.922,0,0,0,0,0,,,0,
AL031590.1,,,,1.767,0,0,0,0,0,,,0,
AL031666.2,,,,1.807,0,0,0,0,0,,,0,
AL033381.1,,,,1.94,0,0,0,0,0,,,0,
AL035406.1,,,,1.823,0,0,0,0,0,,,0,
AL035588.1,,,,1.803,0,0,0,0,0,,,0,
AL049829.1,,,,1.784,0,0,0,0,0,,,0,
AL050302.1,,,,1.719,0,0,0,0,0,,,0,
AL078585.1,,,,1.442,0,0,0,0,0,,,0,
AL121963.1,,,,1.891,0,0,0,0,0,,,0,
AL133481.1,,,,1.957,0,0,0,0,0,,,0,
AL135998.1,,,,1.937,0,0,0,0,0,,,0,
AL136218.1,,,,1.833,0,0,0,0,0,,,0,
AL136376.1,,,,1.873,0,0,0,0,0,,,0,
AL137026.1,,,,1.94,0,0,0,0,0,,,0,
AL138815.1,,,,1.833,0,0,0,0,0,,,0,
AL139333.1,,,,1.933,0,0,0,0,0,,,0,
AL161450.1,,,,1.888,0,0,0,0,0,,,0,
AL161645.2,,,,1.93,0,0,0,0,0,,,0,
AL161784.1,,,,1.886,0,0,0,0,0,,,0,
AL162407.1,,,,1.828,0,0,0,0,0,,,0,
AL162431.1,,,,1.868,0,0,0,0,0,,,0,
AL163636.6,,,,1.877,0,0,0,0,0,,,0,
AL353354.1,,,,1.941,0,0,0,0,0,,,0,
AL354898.1,,,,1.58,0,0,0,0,0,,,0,
AL354993.1,,,,1.812,0,0,0,0,0,,,0,
AL355390.1,,,,1.897,0,0,0,0,0,,,0,
AL355490.1,,,,1.945,0,0,0,0,0,,,0,
