gene_id	symbol	name	conservation_depth	ortholog_yeast	ortholog_fly	ortholog_worm	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
219539	YPEL4	yippee like 4	eukaryote	MOH1	Ypel	F37A8.5	mouse:Ypel4	1	6	yippee like 4 | molecular function: protein binding | process: regulation of cell shape, negative regulation of erythrocyte clearance, negative regulation of erythrocyte differentiation, regulation of synapse organization	GO:0005515:protein binding [Function|1sp]; GO:0008360:regulation of cell shape [Process|1sp]; GO:0034107:negative regulation of erythrocyte clearance [Process|1sp]; GO:0045647:negative regulation of erythrocyte differentiation [Process|1sp]; GO:0050807:regulation of synapse organization [Process|1sp]; GO:0072659:protein localization to plasma membrane [Process|1sp]
404734	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough	eukaryote	HOS4		mask-1	yeast:HOS4	1	5	Hos4p | molecular function: protein binding | process: chromatin remodeling, negative regulation of meiotic nuclear division	GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0006338:chromatin remodeling [Process|1sp]; GO:0034967:Set3 complex [Component|1sp]; GO:0045835:negative regulation of meiotic nuclear division [Process|1sp]
100289279	CNTNAP3C	contactin associated protein family member 3C	bilaterian			nlr-1	worm:nlr-1	1	5	Neurexin like receptor 1 | molecular function: gap junction channel activity, actin filament binding | process: positive regulation of gap junction assembly, positive regulation of nematode pharyngeal pumping	GO:0005243:gap junction channel activity [Function|1sp]; GO:0005921:gap junction [Component|1sp]; GO:0051015:actin filament binding [Function|1sp]; GO:1903598:positive regulation of gap junction assembly [Process|1sp]; GO:1903746:positive regulation of nematode pharyngeal pumping [Process|1sp]
8690	JRKL	JRK like	eukaryote	PDC2			yeast:PDC2	1	5	Pdc2p | molecular function: RNA polymerase II cis-regulatory region sequence-specific DNA binding, protein binding | process: positive regulation of transcription by RNA polymerase II, positive regulation of thiamine biosynthetic process, positive regulation of glycolytic fermentation to ethanol	GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]; GO:0090180:positive regulation of thiamine biosynthetic process [Process|1sp]; GO:2001172:positive regulation of glycolytic fermentation to ethanol [Process|1sp]
104909134	LINC02210-CRHR1	LINC02210-CRHR1 readthrough	bilaterian		Dh44-R2,Dh44-R1		fly:Dh44-R2	1	5	Diuretic hormone 44 receptor 2 | molecular function: diuretic hormone receptor activity | process: G protein-coupled receptor signaling pathway, response to salt stress, hormone-mediated signaling pathway	GO:0005886:plasma membrane [Component|1sp]; GO:0007186:G protein-coupled receptor signaling pathway [Process|1sp]; GO:0008036:diuretic hormone receptor activity [Function|1sp]; GO:0009651:response to salt stress [Process|1sp]; GO:0009755:hormone-mediated signaling pathway [Process|1sp]
339766	MROH2A	maestro heat like repeat family member 2A	bilaterian		c11.1	hpo-27	worm:hpo-27	1	5	Maestro heat-like repeat-containing protein family member 1 homolog | molecular function: membrane destabilizing activity | process: lysosome fission	GO:0005765:lysosomal membrane [Component|1sp]; GO:0005770:late endosome [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0140912:membrane destabilizing activity [Function|1sp]; GO:0170064:lysosome fission [Process|1sp]
646643	SBK2	SH3 domain binding kinase family member 2	bilaterian		meng,CG4945	C01C4.3	fly:meng	1	5	meng-po | molecular function: protein serine kinase activity | process: short-term memory, long-term memory, positive regulation of gene expression, medium-term memory	GO:0007614:short-term memory [Process|1sp]; GO:0007616:long-term memory [Process|1sp]; GO:0010628:positive regulation of gene expression [Process|1sp]; GO:0072375:medium-term memory [Process|1sp]; GO:0106310:protein serine kinase activity [Function|1sp]
166815	TIGD2	tigger transposable element derived 2	eukaryote	PDC2			yeast:PDC2	1	5	Pdc2p | molecular function: RNA polymerase II cis-regulatory region sequence-specific DNA binding, protein binding | process: positive regulation of transcription by RNA polymerase II, positive regulation of thiamine biosynthetic process, positive regulation of glycolytic fermentation to ethanol	GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]; GO:0090180:positive regulation of thiamine biosynthetic process [Process|1sp]; GO:2001172:positive regulation of glycolytic fermentation to ethanol [Process|1sp]
56889	TM9SF3	transmembrane 9 superfamily member 3	eukaryote	TMN3	TM9SF3	Y41D4A.4	yeast:TMN3	1	5	Tmn3p | process: invasive growth in response to glucose limitation, intracellular copper ion homeostasis, vacuolar transport, pseudohyphal growth	GO:0001403:invasive growth in response to glucose limitation [Process|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0006878:intracellular copper ion homeostasis [Process|1sp]; GO:0007034:vacuolar transport [Process|1sp]; GO:0007124:pseudohyphal growth [Process|1sp]
23335	WDR7	WD repeat domain 7	bilaterian		Rbcn-3B	rbc-2	mouse:Wdr7	1	5	WD repeat domain 7 | molecular function: protein binding | process: hematopoietic progenitor cell differentiation, vacuolar acidification, lumen formation, open tracheal system	GO:0002244:hematopoietic progenitor cell differentiation [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0007035:vacuolar acidification [Process|1sp]; GO:0008021:synaptic vesicle [Component|1sp]; GO:0035149:lumen formation, open tracheal system [Process|1sp]
54619	CCNJ	cyclin J	bilaterian		CycJ		fly:CycJ	1	4	Cyclin J | molecular function: cyclin-dependent protein serine/threonine kinase regulator activity | process: mitotic cell cycle, germarium-derived egg chamber formation, mitotic cell cycle, embryonic	GO:0000278:mitotic cell cycle [Process|1sp]; GO:0007293:germarium-derived egg chamber formation [Process|1sp]; GO:0016538:cyclin-dependent protein serine/threonine kinase regulator activity [Function|1sp]; GO:0045448:mitotic cell cycle, embryonic [Process|1sp]
200407	CREG2	cellular repressor of E1A stimulated genes 2	bilaterian		CREG		mouse:Creg2	1	4	cellular repressor of E1A-stimulated genes 2 | molecular function: TBP-class protein binding	GO:0005764:lysosome [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0017025:TBP-class protein binding [Function|1sp]
284611	EEIG2	EEIG family member 2	eukaryote	HOI1	CG8671	sym-3	yeast:HOI1	1	4	lipid homeostasis maintenance protein HOI1 | molecular function: protein-membrane adaptor activity | process: protein targeting to membrane, sterol homeostasis	GO:0006612:protein targeting to membrane [Process|1sp]; GO:0043495:protein-membrane adaptor activity [Function|1sp]; GO:0055092:sterol homeostasis [Process|1sp]; GO:0140268:endoplasmic reticulum-plasma membrane contact site [Component|1sp]
100505591	LRRC3C	leucine rich repeat containing 3C	bilaterian		Fili,ltl		fly:ltl	1	4	larval translucida | process: imaginal disc-derived wing vein specification, imaginal disc-derived wing morphogenesis, negative regulation of BMP signaling pathway	GO:0005576:extracellular region [Component|1sp]; GO:0007474:imaginal disc-derived wing vein specification [Process|1sp]; GO:0007476:imaginal disc-derived wing morphogenesis [Process|1sp]; GO:0030514:negative regulation of BMP signaling pathway [Process|1sp]
139604	MAGEB16	MAGE family member B16	bilaterian		MAGE		fly:MAGE	1	4	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process	GO:0005515:protein binding [Function|1sp]; GO:0006974:DNA damage response [Process|1sp]; GO:0007406:negative regulation of neuroblast proliferation [Process|1sp]; GO:0043524:negative regulation of neuron apoptotic process [Process|1sp]
645864	MAGEB17	MAGE family member B17	bilaterian		MAGE		fly:MAGE	1	4	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process	GO:0005515:protein binding [Function|1sp]; GO:0006974:DNA damage response [Process|1sp]; GO:0007406:negative regulation of neuroblast proliferation [Process|1sp]; GO:0043524:negative regulation of neuron apoptotic process [Process|1sp]
347541	MAGEB5	MAGE family member B5	bilaterian		MAGE		fly:MAGE	1	4	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process	GO:0005515:protein binding [Function|1sp]; GO:0006974:DNA damage response [Process|1sp]; GO:0007406:negative regulation of neuroblast proliferation [Process|1sp]; GO:0043524:negative regulation of neuron apoptotic process [Process|1sp]
392433	MAGEB6B	MAGE family member B6B	bilaterian		MAGE		fly:MAGE	1	4	MAGE | molecular function: protein binding | process: DNA damage response, negative regulation of neuroblast proliferation, negative regulation of neuron apoptotic process	GO:0005515:protein binding [Function|1sp]; GO:0006974:DNA damage response [Process|1sp]; GO:0007406:negative regulation of neuroblast proliferation [Process|1sp]; GO:0043524:negative regulation of neuron apoptotic process [Process|1sp]
79570	NKAIN1	sodium/potassium transporting ATPase interacting 1	bilaterian		NKAIN	gldi-7	mouse:Nkain1	1	4	Na+/K+ transporting ATPase interacting 1 | molecular function: protein binding, ATPase binding | process: regulation of sodium ion transport	GO:0002028:regulation of sodium ion transport [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0051117:ATPase binding [Function|1sp]
23469	PHF3	PHD finger protein 3	bilaterian		pps		fly:pps	1	4	protein partner of snf | molecular function: protein binding | process: regulation of alternative mRNA splicing, via spliceosome	GO:0000381:regulation of alternative mRNA splicing, via spliceosome [Process|1sp]; GO:0000785:chromatin [Component|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0030532:small nuclear ribonucleoprotein complex [Component|1sp]
100885850	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	eukaryote	YNL040W	CG10802		yeast:YNL040W	1	4	putative alanine--tRNA ligase | molecular function: Ser-tRNA(Ala) deacylase activity, L-seryl-tRNA(Thr) hydrolase activity | process: aminoacyl-tRNA metabolism involved in translational fidelity	GO:0002196:Ser-tRNA(Ala) deacylase activity [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0043905:L-seryl-tRNA(Thr) hydrolase activity [Function|1sp]; GO:0106074:aminoacyl-tRNA metabolism involved in translational fidelity [Process|1sp]
148418	SAMD13	sterile alpha motif domain containing 13	bilaterian		Lint-O		fly:Lint-O	1	4	L(3)mbt interactor in ovarian somatic cells | molecular function: chromatin binding | process: regulation of transcription by RNA polymerase II	GO:0003682:chromatin binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0006357:regulation of transcription by RNA polymerase II [Process|1sp]; GO:0090575:RNA polymerase II transcription regulator complex [Component|1sp]
84926	SPRYD3	SPRY domain containing 3	eukaryote	EAR1			yeast:EAR1	1	4	Ear1p | molecular function: ubiquitin-like ligase-substrate adaptor activity | process: protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:0005768:endosome [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0043328:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [Process|1sp]; GO:1990756:ubiquitin-like ligase-substrate adaptor activity [Function|1sp]
54823	SWT1	SWT1 RNA endoribonuclease homolog	eukaryote	SWT1	Swt1	ZK1248.15	yeast:SWT1	1	4	mRNA-processing endoribonuclease | molecular function: RNA endonuclease activity | process: nuclear mRNA surveillance of mRNP export	GO:0004521:RNA endonuclease activity [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0071032:nuclear mRNA surveillance of mRNP export [Process|1sp]
23546	SYNGR4	synaptogyrin 4	bilaterian		Syngr	sng-1	fly:Syngr	1	4	Synaptogyrin | process: synaptic vesicle transport	GO:0008021:synaptic vesicle [Component|1sp]; GO:0030659:cytoplasmic vesicle membrane [Component|1sp]; GO:0031410:cytoplasmic vesicle [Component|1sp]; GO:0048489:synaptic vesicle transport [Process|1sp]
256536	TCERG1L	transcription elongation regulator 1 like	bilaterian		CG42724	tcer-1	fly:CG42724	1	4	uncharacterized protein	GO:0005634:nucleus [Component|1sp]; GO:0034399:nuclear periphery [Component|1sp]; GO:0071011:precatalytic spliceosome [Component|1sp]; GO:0071013:catalytic step 2 spliceosome [Component|1sp]
23217	ZFR2	zinc finger RNA binding protein 2	bilaterian		Zn72D	zfr-1	fly:Zn72D	1	4	Zinc-finger protein at 72D | process: axon guidance, neuron differentiation	GO:0007411:axon guidance [Process|1sp]; GO:0030182:neuron differentiation [Process|1sp]; GO:0071011:precatalytic spliceosome [Component|1sp]; GO:0071013:catalytic step 2 spliceosome [Component|1sp]
97	ACYP1	acylphosphatase 1	bilaterian		Acyp,CG18371,Acyp2,CG11052,CG34161		fly:Acyp	1	3	Acylphosphatase | molecular function: acylphosphatase activity, protein binding, hydrolase activity	GO:0003998:acylphosphatase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0016787:hydrolase activity [Function|1sp]
344387	CDKL4	cyclin dependent kinase like 4	bilaterian		Cdkl	cdkl-1	worm:cdkl-1	1	3	Cyclin-dependent kinase-like 1;cyclin-dependent kinase | process: regulation of cilium assembly, non-motile cilium assembly	GO:0035869:ciliary transition zone [Component|1sp]; GO:1902017:regulation of cilium assembly [Process|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
112479	ERI2	ERI1 exoribonuclease family member 2	bilaterian		Snp		fly:Snp	1	3	Snipper | molecular function: 3'-5'-RNA exonuclease activity, single-stranded DNA 3'-5' DNA exonuclease activity, double-stranded DNA 3'-5' DNA exonuclease activity	GO:0000175:3'-5'-RNA exonuclease activity [Function|1sp]; GO:0008310:single-stranded DNA 3'-5' DNA exonuclease activity [Function|1sp]; GO:0008311:double-stranded DNA 3'-5' DNA exonuclease activity [Function|1sp]
85002	FAM86B1	family with sequence similarity 86 member B1 (gene/pseudogene)	eukaryote	EFM3	CG7889	R08D7.4	yeast:EFM3	1	3	protein-lysine N-methyltransferase | molecular function: protein-lysine N-methyltransferase activity | process: peptidyl-lysine trimethylation	GO:0005737:cytoplasm [Component|1sp]; GO:0016279:protein-lysine N-methyltransferase activity [Function|1sp]; GO:0018023:peptidyl-lysine trimethylation [Process|1sp]
282973	JAKMIP3	Janus kinase and microtubule interacting protein 3	bilaterian		Pif1A	C14H10.2	fly:Pif1A	1	3	PFTAIRE-interacting factor 1A | process: sperm individualization	GO:0005634:nucleus [Component|1sp]; GO:0007291:sperm individualization [Process|1sp]; GO:0070865:investment cone [Component|1sp]
154215	NKAIN2	sodium/potassium transporting ATPase interacting 2	bilaterian		NKAIN	gldi-7	fly:NKAIN	1	3	Na,K-ATPase Interacting | molecular function: protein binding | process: regulation of sodium ion transport	GO:0002028:regulation of sodium ion transport [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]
286183	NKAIN3	sodium/potassium transporting ATPase interacting 3	bilaterian		NKAIN	gldi-7	fly:NKAIN	1	3	Na,K-ATPase Interacting | molecular function: protein binding | process: regulation of sodium ion transport	GO:0002028:regulation of sodium ion transport [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0016020:membrane [Component|1sp]
257068	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2	bilaterian		PLCXD,CG10747	F38E9.1	fly:PLCXD	1	3	Phosphatidylinositol-specific phospholipase C X domain containing | process: endosome organization	GO:0005737:cytoplasm [Component|1sp]; GO:0007032:endosome organization [Process|1sp]; GO:0010008:endosome membrane [Component|1sp]
360226	PRSS41	serine protease 41	bilaterian		Sb,CG8172,CG13744,CG8170,CG6865		fly:Sb	1	3	Stubble | process: cytoskeleton organization, wing disc development, actin filament bundle assembly	GO:0007010:cytoskeleton organization [Process|1sp]; GO:0035220:wing disc development [Process|1sp]; GO:0051017:actin filament bundle assembly [Process|1sp]
93517	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	bilaterian			hsd-1,hsd-2,hsd-3	worm:hsd-1	1	3	3beta-hydroxysteroid dehydrogenase/Delta(5)-Delta(4) isomerase 1 | molecular function: 3-beta-hydroxy-Delta5-steroid dehydrogenase (NAD+) activity | process: nematode larval development, sterol biosynthetic process	GO:0002119:nematode larval development [Process|1sp]; GO:0003854:3-beta-hydroxy-Delta5-steroid dehydrogenase (NAD+) activity [Function|1sp]; GO:0016126:sterol biosynthetic process [Process|1sp]
100130302	SUPT20HL1	SUPT20H like 1	bilaterian		Spt20		fly:Spt20	1	3	Spt20	GO:0000124:SAGA complex [Component|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0070461:SAGA-type complex [Component|1sp]
100996631	TCP11X1	t-complex 11 family, X-linked 1	eukaryote	SOK1	CG16721	M05D6.2	yeast:SOK1	1	3	Sok1p | molecular function: protein binding | process: cAMP/PKA signal transduction	GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0141156:cAMP/PKA signal transduction [Process|1sp]
100996648	TCP11X2	t-complex 11 family, X-linked 2	eukaryote	SOK1	CG16721	M05D6.2	yeast:SOK1	1	3	Sok1p | molecular function: protein binding | process: cAMP/PKA signal transduction	GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0141156:cAMP/PKA signal transduction [Process|1sp]
51372	TMA7	translation machinery associated 7 homolog	eukaryote	TMA7	CG13364,CG16824	F49C12.11	yeast:TMA7	1	3	Tma7p | process: cytoplasmic translation	GO:0002181:cytoplasmic translation [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]
112268293	TMA7B	translation machinery associated 7 homolog B	eukaryote	TMA7	CG13364,CG16824	F49C12.11	yeast:TMA7	1	3	Tma7p | process: cytoplasmic translation	GO:0002181:cytoplasmic translation [Process|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]
146456	TMED6	transmembrane p24 trafficking protein 6	bilaterian		loj		fly:loj	1	3	logjam | process: egg-laying behavior	GO:0005793:endoplasmic reticulum-Golgi intermediate compartment [Component|1sp]; GO:0005801:cis-Golgi network [Component|1sp]; GO:0018991:egg-laying behavior [Process|1sp]
100533496	TVP23C-CDRT4	TVP23C-CDRT4 readthrough	eukaryote	TVP23	CG5021	C34D4.4	yeast:TVP23	1	3	Tvp23p | process: vesicle-mediated transport	GO:0000139:Golgi membrane [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0016192:vesicle-mediated transport [Process|1sp]
83607	AMMECR1L	AMMECR1 like	eukaryote	YOR289W	CG5902	R166.3	yeast:YOR289W	1	2	uncharacterized protein	GO:0005634:nucleus [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]
221545	C6orf136	chromosome 6 open reading frame 136	bilaterian		CG16787	C27B7.2	mouse:2310061I04Rik	1	2	RIKEN cDNA 2310061I04 gene | molecular function: protein binding	GO:0005515:protein binding [Function|1sp]; GO:0005739:mitochondrion [Component|1sp]
101929355	CFAP97D2	CFAP97 domain containing 2	bilaterian		Cfap97D		fly:CG14551	1	2	uncharacterized protein | process: non-motile cilium assembly	GO:0097731:9+0 non-motile cilium [Component|1sp]; GO:1905515:non-motile cilium assembly [Process|1sp]
63947	DMRTC1	DMRT like family C1	bilaterian			dmd-4,dmd-7,dmd-9	worm:dmd-4	1	2	Doublesex- and mab-3-related transcription factor dmd-4 | molecular function: ubiquitin binding | process: synapse pruning	GO:0043130:ubiquitin binding [Function|1sp]; GO:0098883:synapse pruning [Process|1sp]
728656	DMRTC1B	DMRT like family C1B	bilaterian			dmd-4,dmd-7,dmd-9	worm:dmd-4	1	2	Doublesex- and mab-3-related transcription factor dmd-4 | molecular function: ubiquitin binding | process: synapse pruning	GO:0043130:ubiquitin binding [Function|1sp]; GO:0098883:synapse pruning [Process|1sp]
284366	KLK9	kallikrein related peptidase 9	bilaterian		αTry,βTry,δTry,γTry,εTry,CG14780,CG16998,CG12951,CG16749,CG30025,CG30031,CG32277,CG17571		fly:alphaTry	1	2	alphaTrypsin | molecular function: serine hydrolase activity	GO:0005829:cytosol [Component|1sp]; GO:0017171:serine hydrolase activity [Function|1sp]
84569	LYZL1	lysozyme like 1	bilaterian		LysD,LysX,CG16756,CG16799,CG11159,CG30062		fly:LysD	1	2	Lysozyme D | molecular function: lysozyme activity, chitinase activity	GO:0003796:lysozyme activity [Function|1sp]; GO:0004568:chitinase activity [Function|1sp]
51093	METTL25B	methyltransferase like 25B	bilaterian		CG2906	F25H2.12	worm:F25H2.12	1	2	Methyltransferase domain-containing protein	GO:0005737:cytoplasm [Component|1sp]; GO:0055120:striated muscle dense body [Component|1sp]
93432	MGAM2	maltase-glucoamylase 2 (putative)	bilaterian			aagr-1,aagr-2	worm:aagr-1	1	2	P-type domain-containing protein | molecular function: alpha-1,4-glucosidase activity | process: glycogen catabolic process	GO:0004558:alpha-1,4-glucosidase activity [Function|1sp]; GO:0005980:glycogen catabolic process [Process|1sp]
100131211	NEMP2	nuclear envelope integral membrane protein 2	bilaterian		Nemp	nemp-1	fly:Nemp	1	2	Nuclear envelope integral membrane protein | process: nuclear membrane organization	GO:0005637:nuclear inner membrane [Component|1sp]; GO:0071763:nuclear membrane organization [Process|1sp]
22990	PCNX1	pecanex 1	bilaterian		pcx	B0511.12	fly:pcx	1	2	pecanex | process: endoplasmic reticulum organization	GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0007029:endoplasmic reticulum organization [Process|1sp]
57595	PDZD4	PDZ domain containing 4	bilaterian		Slip1	pzls-1	fly:Slip1	1	2	SLo interacting protein 1 | molecular function: protein binding, potassium channel regulator activity	GO:0005515:protein binding [Function|1sp]; GO:0015459:potassium channel regulator activity [Function|1sp]
10745	PHTF1	putative homeodomain transcription factor 1	bilaterian		phtf		rat:Phtf1	1	2	putative homeodomain transcription factor 1	GO:0005789:endoplasmic reticulum membrane [Component|1sp]; GO:0033106:cis-Golgi network membrane [Component|1sp]
57475	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1	bilaterian		CG43867	max-1	zebrafish:plekhh1	1	2	pleckstrin homology, MyTH4 and FERM domain containing H1 | process: branching involved in blood vessel morphogenesis, blood vessel morphogenesis	GO:0001569:branching involved in blood vessel morphogenesis [Process|1sp]; GO:0048514:blood vessel morphogenesis [Process|1sp]
389852	SPACA5	sperm acrosome associated 5	bilaterian		LysD,LysX,CG16756,CG16799,CG11159,CG30062		fly:LysD	1	2	Lysozyme D | molecular function: lysozyme activity, chitinase activity	GO:0003796:lysozyme activity [Function|1sp]; GO:0004568:chitinase activity [Function|1sp]
729201	SPACA5B	sperm acrosome associated 5B	bilaterian		LysD,LysX,CG16756,CG16799,CG11159,CG30062		fly:LysD	1	2	Lysozyme D | molecular function: lysozyme activity, chitinase activity	GO:0003796:lysozyme activity [Function|1sp]; GO:0004568:chitinase activity [Function|1sp]
100129520	TEX13C	TEX13 family member C	eukaryote	NRP1			yeast:NRP1	1	2	Nrp1p	GO:0005737:cytoplasm [Component|1sp]; GO:0010494:cytoplasmic stress granule [Component|1sp]
100132015	TEX13D	TEX13 family member D	eukaryote	NRP1			yeast:NRP1	1	2	Nrp1p	GO:0005737:cytoplasm [Component|1sp]; GO:0010494:cytoplasmic stress granule [Component|1sp]
114795	TMEM132B	transmembrane protein 132B	bilaterian		dtn	tmem-132	worm:tmem-132	1	2	Transmembrane protein 132 homolog | molecular function: protein binding | process: dopaminergic neuron differentiation	GO:0005515:protein binding [Function|1sp]; GO:0071542:dopaminergic neuron differentiation [Process|1sp]
92293	TMEM132C	transmembrane protein 132C	bilaterian		dtn	tmem-132	worm:tmem-132	1	2	Transmembrane protein 132 homolog | molecular function: protein binding | process: dopaminergic neuron differentiation	GO:0005515:protein binding [Function|1sp]; GO:0071542:dopaminergic neuron differentiation [Process|1sp]
23519	ANP32D	acidic nuclear phosphoprotein 32 family member D	bilaterian		Mapmodulin	F33H2.3	fly:Mapmodulin	1	1	mapmodulin	GO:0005654:nucleoplasm [Component|1sp]
644041	C18orf63	chromosome 18 open reading frame 63	bilaterian			F21F3.4	mouse:Gm17266	1	1	predicted gene, 17266 | process: male gonad development	GO:0008584:male gonad development [Process|1sp]
401207	C5orf63	chromosome 5 open reading frame 63	eukaryote	MGP12	CG9147		mouse:C330018D20Rik	1	1	RIKEN cDNA C330018D20 gene	GO:0005739:mitochondrion [Component|1sp]
91050	CCDC149	coiled-coil domain containing 149	bilaterian		CG14868	ccdc-149	worm:ccdc-149	1	1	Coiled-coil domain-containing protein 149	GO:0097546:ciliary base [Component|1sp]
55573	CDV3	CDV3 homolog	bilaterian		CG3760,CG4892		mouse:Cdv3	1	1	carnitine deficiency-associated gene expressed in ventricle 3	GO:0005737:cytoplasm [Component|1sp]
548645	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	bilaterian		CG7872	dnj-2,C47A4.1	fly:CG7872	1	1	uncharacterized protein	GO:0012505:endomembrane system [Component|1sp]
552891	DNAJC25-GNG10	DNAJC25-GNG10 readthrough	bilaterian		CG7872	dnj-2,C47A4.1	fly:CG7872	1	1	uncharacterized protein	GO:0012505:endomembrane system [Component|1sp]
257202	GPX6	glutathione peroxidase 6	bilaterian		Gpxl	gpx-5,gpx-3,gpx-4	worm:gpx-5	1	1	Glutathione peroxidase | process: response to reactive oxygen species	GO:0000302:response to reactive oxygen species [Process|1sp]
105378952	KLF18	KLF transcription factor 18	bilaterian		CG3065		fly:CG3065	1	1	uncharacterized protein | molecular function: sequence-specific DNA binding	GO:0043565:sequence-specific DNA binding [Function|1sp]
345222	MSANTD1	Myb/SANT DNA binding domain containing 1	bilaterian		CG18766		fly:CG18766	1	1	uncharacterized protein | molecular function: protein binding	GO:0005515:protein binding [Function|1sp]
57495	NWD2	NACHT and WD repeat domain containing 2	bilaterian		CG10185	T05C3.2	mouse:Nwd2	1	1	NACHT and WD repeat domain containing 2	GO:0045202:synapse [Component|1sp]
83886	PRSS27	serine protease 27	bilaterian			try-1	mouse:Prss27	1	1	serine protease 27	GO:0005886:plasma membrane [Component|1sp]
203069	R3HCC1	R3H domain and coiled-coil containing 1	bilaterian		CG2162	F09C8.2	worm:F09C8.2	1	1	C3H1-type domain-containing protein | molecular function: protein binding	GO:0005515:protein binding [Function|1sp]
401934	RNF223	ring finger protein 223	bilaterian			T01G5.7,C06A5.8	worm:C06A5.8	1	1	RING-type domain-containing protein | molecular function: protein binding	GO:0005515:protein binding [Function|1sp]
284023	RNF227	ring finger protein 227	bilaterian			rnf-1,grif-1	worm:rnf-1	1	1	RING-type domain-containing protein | molecular function: protein binding	GO:0005515:protein binding [Function|1sp]
340562	SATL1	spermidine/spermine N1-acetyl transferase like 1	bilaterian		Sat	D2023.4	worm:D2023.4	1	1	Thialysine N-epsilon-acetyltransferase | molecular function: N-acetyltransferase activity	GO:0008080:N-acetyltransferase activity [Function|1sp]
28968	SLC6A16	solute carrier family 6 member 16	bilaterian		CG43066		mouse:Slc6a16	1	1	solute carrier family 6, member 16 | molecular function: AP-3 adaptor complex binding	GO:0035651:AP-3 adaptor complex binding [Function|1sp]
342527	SMTNL2	smoothelin like 2	bilaterian		CG34417	T15B12.1	worm:T15B12.1	1	1	Calponin-homology (CH) domain-containing protein	GO:0005739:mitochondrion [Component|1sp]
54879	ST7L	suppression of tumorigenicity 7 like	bilaterian		CG3634	F11A10.5	mouse:St7l	1	1	suppression of tumorigenicity 7-like | process: negative regulation of cell growth	GO:0030308:negative regulation of cell growth [Process|1sp]
51337	THEM6	thioesterase superfamily member 6	eukaryote	YBR096W	CG4666,CG4660		yeast:YBR096W	1	1	uncharacterized protein	GO:0005783:endoplasmic reticulum [Component|1sp]
23731	TMEM245	transmembrane protein 245	bilaterian		CG2698	M01F1.4	worm:M01F1.4	1	1	Transmembrane protein 245 | molecular function: protein binding	GO:0005515:protein binding [Function|1sp]
