gene_id	symbol	name	conservation_depth	n_ortholog_species	annotation_status	human_go_exp	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
57467	HHATL	hedgehog acyltransferase like	eukaryote	556	sparse	2	yeast:GUP1	2	17	O-acyltransferase | molecular function: acyltransferase activity, acyltransferase activity, transferring groups other than amino-acyl groups, protein-cysteine S-palmitoyltransferase activity | process: GPI anchor biosynthetic process, patched ligand maturation, segment polarity determination, glycerol transmembrane transport	GO:0005783:endoplasmic reticulum [Component|2sp]; GO:0005789:endoplasmic reticulum membrane [Component|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0006506:GPI anchor biosynthetic process [Process|1sp]; GO:0007225:patched ligand maturation [Process|1sp]; GO:0007367:segment polarity determination [Process|1sp]; GO:0015793:glycerol transmembrane transport [Process|1sp]; GO:0016746:acyltransferase activity [Function|1sp]; GO:0016747:acyltransferase activity, transferring groups other than amino-acyl groups [Function|1sp]; GO:0018009:N-terminal peptidyl-L-cysteine N-palmitoylation [Process|1sp]; GO:0019563:glycerol catabolic process [Process|1sp]; GO:0019706:protein-cysteine S-palmitoyltransferase activity [Function|1sp]
150280	HORMAD2	HORMA domain containing 2	eukaryote	517	sparse	2	yeast:HOP1	2	17	Hop1p | molecular function: four-way junction DNA binding, DNA binding, chromatin binding | process: synaptonemal complex assembly, homologous chromosome pairing at meiosis, activation of reciprocal meiotic recombination, regulation of centriole-centriole cohesion	GO:0000794:condensed nuclear chromosome [Component|2sp]; GO:0000800:lateral element [Component|2sp]; GO:0005634:nucleus [Component|2sp]; GO:0005694:chromosome [Component|2sp]; GO:0007130:synaptonemal complex assembly [Process|2sp]; GO:0000400:four-way junction DNA binding [Function|1sp]; GO:0000795:synaptonemal complex [Component|1sp]; GO:0003677:DNA binding [Function|1sp]; GO:0003682:chromatin binding [Function|1sp]; GO:0005524:ATP binding [Function|1sp]; GO:0007129:homologous chromosome pairing at meiosis [Process|1sp]; GO:0010846:activation of reciprocal meiotic recombination [Process|1sp]
3483	IGFALS	insulin like growth factor binding protein acid labile subunit	bilaterian	842	sparse	2	rat:Igfals	2	17	insulin-like growth factor binding protein, acid labile subunit | molecular function: protein binding, insulin-like growth factor binding | process: sensory organ development, open tracheal system development, motor neuron axon guidance, dorsal/ventral pattern formation	GO:0005515:protein binding [Function|2sp]; GO:0005520:insulin-like growth factor binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0007423:sensory organ development [Process|1sp]; GO:0007424:open tracheal system development [Process|1sp]; GO:0008045:motor neuron axon guidance [Process|1sp]; GO:0009953:dorsal/ventral pattern formation [Process|1sp]; GO:0031012:extracellular matrix [Component|1sp]; GO:0031667:response to nutrient levels [Process|1sp]; GO:0035151:regulation of tube size, open tracheal system [Process|1sp]; GO:0035159:regulation of tube length, open tracheal system [Process|1sp]; GO:0040011:locomotion [Process|1sp]
8685	MARCO	macrophage receptor with collagenous structure	bilaterian	770	sparse	1	rat:Marco	2	17	macrophage receptor with collagenous structure | molecular function: amyloid-beta binding, cargo receptor activity | process: endocytosis, receptor-mediated endocytosis, phagocytosis, phagocytosis, engulfment	GO:0005886:plasma membrane [Component|2sp]; GO:0001540:amyloid-beta binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006897:endocytosis [Process|1sp]; GO:0006898:receptor-mediated endocytosis [Process|1sp]; GO:0006909:phagocytosis [Process|1sp]; GO:0006911:phagocytosis, engulfment [Process|1sp]; GO:0007193:adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [Process|1sp]; GO:0010468:regulation of gene expression [Process|1sp]; GO:0038024:cargo receptor activity [Function|1sp]; GO:0040011:locomotion [Process|1sp]; GO:0040032:post-embryonic body morphogenesis [Process|1sp]
161357	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	vertebrate	784	sparse	0	mouse:Mdga2	2	17	MAM domain containing glycosylphosphatidylinositol anchor 2 | molecular function: protein binding | process: neuron migration, pattern specification process, gene expression, spinal cord motor neuron differentiation	GO:0098978:glutamatergic synapse [Component|2sp]; GO:0001764:neuron migration [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0007389:pattern specification process [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0021522:spinal cord motor neuron differentiation [Process|1sp]; GO:0021611:facial nerve formation [Process|1sp]; GO:0021731:trigeminal motor nucleus development [Process|1sp]; GO:0043524:negative regulation of neuron apoptotic process [Process|1sp]; GO:0050905:neuromuscular process [Process|1sp]; GO:0061744:motor behavior [Process|1sp]; GO:0090128:regulation of synapse maturation [Process|1sp]
4222	MEOX1	mesenchyme homeobox 1	bilaterian	846	sparse	2	mouse:Meox1	2	17	mesenchyme homeobox 1 | molecular function: chromatin binding, DNA-binding transcription factor activity, sequence-specific DNA binding | process: somite development, skeletal system development, somite specification, hemopoiesis	GO:0003682:chromatin binding [Function|2sp]; GO:0003700:DNA-binding transcription factor activity [Function|2sp]; GO:0005634:nucleus [Component|2sp]; GO:0043565:sequence-specific DNA binding [Function|2sp]; GO:0061053:somite development [Process|2sp]; GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific [Function|1sp]; GO:0001501:skeletal system development [Process|1sp]; GO:0001757:somite specification [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0030097:hemopoiesis [Process|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]
27030	MLH3	mutL homolog 3	eukaryote	828	sparse	2	mouse:Mlh3	2	17	mutL homolog 3 | molecular function: chromatin binding, centromeric DNA binding | process: mismatch repair, meiotic mismatch repair, DNA damage response, synaptonemal complex assembly	GO:0006298:mismatch repair [Process|2sp]; GO:0000710:meiotic mismatch repair [Process|1sp]; GO:0000793:condensed chromosome [Component|1sp]; GO:0000794:condensed nuclear chromosome [Component|1sp]; GO:0000795:synaptonemal complex [Component|1sp]; GO:0001673:male germ cell nucleus [Component|1sp]; GO:0003682:chromatin binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0005712:chiasma [Component|1sp]; GO:0006974:DNA damage response [Process|1sp]; GO:0007130:synaptonemal complex assembly [Process|1sp]; GO:0007131:reciprocal meiotic recombination [Process|1sp]
4664	NAB1	NGFI-A binding protein 1	bilaterian	665	sparse	0	worm:mab-10	2	17	NAB transcription cofactor mab-10 | molecular function: transcription coregulator activity, protein binding, DNA-binding transcription factor binding | process: endochondral ossification, regulation of DNA-templated transcription, locomotory behavior, exit from mitosis	GO:0003712:transcription coregulator activity [Function|2sp]; GO:0001958:endochondral ossification [Process|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005634:nucleus [Component|1sp]; GO:0006355:regulation of DNA-templated transcription [Process|1sp]; GO:0007626:locomotory behavior [Process|1sp]; GO:0010458:exit from mitosis [Process|1sp]; GO:0014019:neuroblast development [Process|1sp]; GO:0014037:Schwann cell differentiation [Process|1sp]; GO:0022404:molting cycle process [Process|1sp]; GO:0035222:wing disc pattern formation [Process|1sp]; GO:0040028:regulation of vulval development [Process|1sp]
5075	PAX1	paired box 1	bilaterian	525	sparse	1	mouse:Pax1	2	17	paired box 1 | molecular function: RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription activator activity, RNA polymerase II-specific | process: skeletal system development, somitogenesis, pattern specification process, larval somatic muscle development	GO:0005634:nucleus [Component|2sp]; GO:0000978:RNA polymerase II cis-regulatory region sequence-specific DNA binding [Function|1sp]; GO:0001228:DNA-binding transcription activator activity, RNA polymerase II-specific [Function|1sp]; GO:0001501:skeletal system development [Process|1sp]; GO:0001756:somitogenesis [Process|1sp]; GO:0007389:pattern specification process [Process|1sp]; GO:0007526:larval somatic muscle development [Process|1sp]; GO:0008283:cell population proliferation [Process|1sp]; GO:0043367:CD4-positive, alpha-beta T cell differentiation [Process|1sp]; GO:0043374:CD8-positive, alpha-beta T cell differentiation [Process|1sp]; GO:0045944:positive regulation of transcription by RNA polymerase II [Process|1sp]; GO:0048538:thymus development [Process|1sp]
387522	PEDS1-UBE2V1	PEDS1-UBE2V1 readthrough	eukaryote	8	uncharacterized	0	yeast:MMS2	2	17	E2 ubiquitin-conjugating protein MMS2 | molecular function: ubiquitin-protein transferase activity, protein binding, ubiquitin conjugating enzyme binding | process: protein polyubiquitination, DNA damage tolerance, free ubiquitin chain polymerization, protein targeting to vacuolar membrane	GO:0005634:nucleus [Component|2sp]; GO:0000209:protein polyubiquitination [Process|1sp]; GO:0000329:fungal-type vacuole membrane [Component|1sp]; GO:0004842:ubiquitin-protein transferase activity [Function|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0006301:DNA damage tolerance [Process|1sp]; GO:0010994:free ubiquitin chain polymerization [Process|1sp]; GO:0031371:ubiquitin conjugating enzyme complex [Component|1sp]; GO:0031372:UBC13-MMS2 complex [Component|1sp]; GO:0031624:ubiquitin conjugating enzyme binding [Function|1sp]
643834	PGA3	pepsinogen A3	eukaryote	11	sparse	1	yeast:PEP4	2	17	proteinase A | molecular function: aspartic-type endopeptidase activity, peptidase activity, oligosaccharide binding | process: pexophagy, establishment of imaginal disc-derived wing hair orientation, autophagy, macroautophagy	GO:0004190:aspartic-type endopeptidase activity [Function|2sp]; GO:0000324:fungal-type vacuole [Component|1sp]; GO:0000425:pexophagy [Process|1sp]; GO:0001737:establishment of imaginal disc-derived wing hair orientation [Process|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0006914:autophagy [Process|1sp]; GO:0008233:peptidase activity [Function|1sp]; GO:0016236:macroautophagy [Process|1sp]; GO:0016237:microautophagy [Process|1sp]; GO:0030163:protein catabolic process [Process|1sp]; GO:0030424:axon [Component|1sp]
643847	PGA4	pepsinogen A4	eukaryote	6	sparse	2	yeast:PEP4	2	17	proteinase A | molecular function: aspartic-type endopeptidase activity, peptidase activity, oligosaccharide binding | process: pexophagy, establishment of imaginal disc-derived wing hair orientation, autophagy, macroautophagy	GO:0004190:aspartic-type endopeptidase activity [Function|2sp]; GO:0000324:fungal-type vacuole [Component|1sp]; GO:0000425:pexophagy [Process|1sp]; GO:0001737:establishment of imaginal disc-derived wing hair orientation [Process|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0006914:autophagy [Process|1sp]; GO:0008233:peptidase activity [Function|1sp]; GO:0016236:macroautophagy [Process|1sp]; GO:0016237:microautophagy [Process|1sp]; GO:0030163:protein catabolic process [Process|1sp]; GO:0030424:axon [Component|1sp]
5222	PGA5	pepsinogen A5	eukaryote	21	sparse	1	yeast:PEP4	2	17	proteinase A | molecular function: aspartic-type endopeptidase activity, peptidase activity, oligosaccharide binding | process: pexophagy, establishment of imaginal disc-derived wing hair orientation, autophagy, macroautophagy	GO:0004190:aspartic-type endopeptidase activity [Function|2sp]; GO:0000324:fungal-type vacuole [Component|1sp]; GO:0000425:pexophagy [Process|1sp]; GO:0001737:establishment of imaginal disc-derived wing hair orientation [Process|1sp]; GO:0005739:mitochondrion [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0006914:autophagy [Process|1sp]; GO:0008233:peptidase activity [Function|1sp]; GO:0016236:macroautophagy [Process|1sp]; GO:0016237:microautophagy [Process|1sp]; GO:0030163:protein catabolic process [Process|1sp]; GO:0030424:axon [Component|1sp]
6440	SFTPC	surfactant protein C	tetrapod	461	sparse	2	rat:Sftpc	2	17	surfactant protein C | process: circadian rhythm, response to hormone, response to glucose, response to lipopolysaccharide	GO:0005576:extracellular region [Component|2sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0005771:multivesicular body [Component|1sp]; GO:0007623:circadian rhythm [Process|1sp]; GO:0009725:response to hormone [Process|1sp]; GO:0009749:response to glucose [Process|1sp]; GO:0032496:response to lipopolysaccharide [Process|1sp]; GO:0032526:response to retinoic acid [Process|1sp]; GO:0033189:response to vitamin A [Process|1sp]; GO:0051384:response to glucocorticoid [Process|1sp]; GO:0051591:response to cAMP [Process|1sp]; GO:0055093:response to hyperoxia [Process|1sp]
8926	SNURF	SNRPN upstream open reading frame	eukaryote	237	sparse	1	yeast:SMB1	2	17	mRNA splicing protein SMB1 | molecular function: protein binding, ATPase binding | process: mRNA splicing, via spliceosome, germ cell development, gonad development, 7-methylguanosine cap hypermethylation	GO:0005634:nucleus [Component|2sp]; GO:0000398:mRNA splicing, via spliceosome [Process|1sp]; GO:0000974:Prp19 complex [Component|1sp]; GO:0005515:protein binding [Function|1sp]; GO:0005682:U5 snRNP [Component|1sp]; GO:0005685:U1 snRNP [Component|1sp]; GO:0005687:U4 snRNP [Component|1sp]; GO:0007281:germ cell development [Process|1sp]; GO:0008406:gonad development [Process|1sp]; GO:0015030:Cajal body [Component|1sp]; GO:0036261:7-methylguanosine cap hypermethylation [Process|1sp]; GO:0045495:pole plasm [Component|1sp]
