og_a,og_b,n_orgs_adjacent,source
OG00386,OG01660,22,operon-adjacent (synteny)
OG00021,OG00256,22,operon-adjacent (synteny)
OG01403,OG01878,22,operon-adjacent (synteny)
OG01406,OG01508,22,operon-adjacent (synteny)
OG01426,OG03389,22,operon-adjacent (synteny)
OG00532,OG03822,22,operon-adjacent (synteny)
OG01279,OG02576,22,operon-adjacent (synteny)
OG00231,OG01095,22,operon-adjacent (synteny)
OG00305,OG00394,22,operon-adjacent (synteny)
OG00642,OG01540,22,operon-adjacent (synteny)
OG00544,OG00962,22,operon-adjacent (synteny)
OG00531,OG00580,22,operon-adjacent (synteny)
OG01847,OG01920,22,operon-adjacent (synteny)
OG00512,OG01249,22,operon-adjacent (synteny)
OG00173,OG02282,22,operon-adjacent (synteny)
OG00039,OG01485,22,operon-adjacent (synteny)
OG00093,OG00305,22,operon-adjacent (synteny)
OG01357,OG01448,22,operon-adjacent (synteny)
OG00368,OG01838,22,operon-adjacent (synteny)
OG00064,OG00369,22,operon-adjacent (synteny)
OG00697,OG01433,22,operon-adjacent (synteny)
OG01988,OG02190,22,operon-adjacent (synteny)
OG00093,OG05180,22,operon-adjacent (synteny)
OG02884,OG04274,22,operon-adjacent (synteny)
OG00020,OG01496,22,operon-adjacent (synteny)
OG00553,OG02771,22,operon-adjacent (synteny)
OG01359,OG05003,22,operon-adjacent (synteny)
OG00460,OG01752,21,operon-adjacent (synteny)
OG00136,OG01932,21,operon-adjacent (synteny)
OG01520,OG01801,21,operon-adjacent (synteny)
OG00734,OG02774,21,operon-adjacent (synteny)
OG01087,OG02656,21,operon-adjacent (synteny)
OG00060,OG01672,21,operon-adjacent (synteny)
OG01752,OG02287,21,operon-adjacent (synteny)
OG00302,OG00308,21,operon-adjacent (synteny)
OG03078,OG03217,21,operon-adjacent (synteny)
OG00132,OG00394,21,operon-adjacent (synteny)
OG00115,OG01819,21,operon-adjacent (synteny)
OG01496,OG06525,21,operon-adjacent (synteny)
OG01166,OG02400,21,operon-adjacent (synteny)
OG00567,OG01677,21,operon-adjacent (synteny)
OG00817,OG02734,21,operon-adjacent (synteny)
OG00004,OG02673,21,operon-adjacent (synteny)
OG00455,OG01317,21,operon-adjacent (synteny)
OG00732,OG02400,21,operon-adjacent (synteny)
OG00314,OG01450,21,operon-adjacent (synteny)
OG01091,OG01899,21,operon-adjacent (synteny)
OG02402,OG02699,21,operon-adjacent (synteny)
OG00082,OG02624,21,operon-adjacent (synteny)
OG00859,OG01145,21,operon-adjacent (synteny)
OG00881,OG02193,21,operon-adjacent (synteny)
OG01973,OG02485,21,operon-adjacent (synteny)
OG00608,OG02727,21,operon-adjacent (synteny)
OG00146,OG02234,21,operon-adjacent (synteny)
OG01320,OG02357,21,operon-adjacent (synteny)
OG00276,OG02153,21,operon-adjacent (synteny)
OG01657,OG02010,21,operon-adjacent (synteny)
OG00961,OG01563,21,operon-adjacent (synteny)
OG01681,OG01800,21,operon-adjacent (synteny)
OG02033,OG02190,21,operon-adjacent (synteny)
OG01216,OG01702,21,operon-adjacent (synteny)
OG00098,OG00265,21,operon-adjacent (synteny)
OG00135,OG00657,21,operon-adjacent (synteny)
OG01598,OG02322,21,operon-adjacent (synteny)
OG01745,OG01862,21,operon-adjacent (synteny)
OG00861,OG01785,21,operon-adjacent (synteny)
OG08490,OG08613,21,operon-adjacent (synteny)
OG00579,OG01573,21,operon-adjacent (synteny)
OG01166,OG02382,21,operon-adjacent (synteny)
OG00019,OG00053,21,operon-adjacent (synteny)
OG00201,OG00614,21,operon-adjacent (synteny)
OG01467,OG01735,21,operon-adjacent (synteny)
OG01212,OG02414,21,operon-adjacent (synteny)
OG00976,OG01799,21,operon-adjacent (synteny)
OG00003,OG00413,21,operon-adjacent (synteny)
OG00071,OG01218,21,operon-adjacent (synteny)
OG00069,OG00111,21,operon-adjacent (synteny)
OG00469,OG01491,21,operon-adjacent (synteny)
OG01060,OG01321,20,operon-adjacent (synteny)
OG00319,OG02723,20,operon-adjacent (synteny)
OG00683,OG01600,20,operon-adjacent (synteny)
OG00045,OG01948,20,operon-adjacent (synteny)
OG02132,OG02370,20,operon-adjacent (synteny)
OG00355,OG01354,20,operon-adjacent (synteny)
OG00810,OG03426,20,operon-adjacent (synteny)
OG00222,OG02540,20,operon-adjacent (synteny)
OG00868,OG02715,20,operon-adjacent (synteny)
OG01901,OG02112,20,operon-adjacent (synteny)
OG00127,OG01409,20,operon-adjacent (synteny)
OG00019,OG00194,20,operon-adjacent (synteny)
OG03041,OG03592,20,operon-adjacent (synteny)
OG01629,OG02212,20,operon-adjacent (synteny)
OG00462,OG00855,20,operon-adjacent (synteny)
OG00147,OG01612,20,operon-adjacent (synteny)
OG00618,OG01570,20,operon-adjacent (synteny)
OG00079,OG02142,20,operon-adjacent (synteny)
OG00611,OG01856,20,operon-adjacent (synteny)
OG00111,OG02400,20,operon-adjacent (synteny)
OG00793,OG02284,20,operon-adjacent (synteny)
OG01629,OG02371,20,operon-adjacent (synteny)
OG00041,OG01031,20,operon-adjacent (synteny)
OG03884,OG04647,20,operon-adjacent (synteny)
OG01400,OG02617,20,operon-adjacent (synteny)
OG00024,OG01607,20,operon-adjacent (synteny)
OG00992,OG01058,20,operon-adjacent (synteny)
OG00243,OG01041,20,operon-adjacent (synteny)
OG00014,OG03041,20,operon-adjacent (synteny)
OG00079,OG00898,20,operon-adjacent (synteny)
OG00344,OG01614,20,operon-adjacent (synteny)
OG01696,OG02094,20,operon-adjacent (synteny)
OG02687,OG03426,20,operon-adjacent (synteny)
OG00977,OG01334,20,operon-adjacent (synteny)
OG00697,OG02371,20,operon-adjacent (synteny)
OG01294,OG02245,20,operon-adjacent (synteny)
OG01324,OG02673,20,operon-adjacent (synteny)
OG02277,OG02476,20,operon-adjacent (synteny)
OG00180,OG01420,20,operon-adjacent (synteny)
OG00849,OG01978,20,operon-adjacent (synteny)
OG00966,OG01505,20,operon-adjacent (synteny)
OG03098,OG03428,20,operon-adjacent (synteny)
OG01560,OG01872,20,operon-adjacent (synteny)
OG01281,OG01490,20,operon-adjacent (synteny)
OG00075,OG00128,20,operon-adjacent (synteny)
OG02076,OG02593,20,operon-adjacent (synteny)
OG00374,OG01669,20,operon-adjacent (synteny)
OG00788,OG02083,20,operon-adjacent (synteny)
OG00703,OG03028,20,operon-adjacent (synteny)
OG00490,OG01101,20,operon-adjacent (synteny)
OG01239,OG01599,20,operon-adjacent (synteny)
OG00379,OG00779,20,operon-adjacent (synteny)
OG00671,OG05045,20,operon-adjacent (synteny)
OG00874,OG01852,20,operon-adjacent (synteny)
OG00082,OG02784,20,operon-adjacent (synteny)
OG00568,OG03634,20,operon-adjacent (synteny)
OG00214,OG00403,20,operon-adjacent (synteny)
OG00579,OG02006,20,operon-adjacent (synteny)
OG00151,OG03075,20,operon-adjacent (synteny)
OG01384,OG02070,20,operon-adjacent (synteny)
OG00045,OG00249,20,operon-adjacent (synteny)
OG01825,OG02382,20,operon-adjacent (synteny)
OG00381,OG02356,20,operon-adjacent (synteny)
OG01006,OG02633,20,operon-adjacent (synteny)
OG01537,OG01698,20,operon-adjacent (synteny)
OG02150,OG02678,20,operon-adjacent (synteny)
OG00898,OG01264,20,operon-adjacent (synteny)
OG04229,OG04454,20,operon-adjacent (synteny)
OG01338,OG02287,20,operon-adjacent (synteny)
OG00880,OG01995,19,operon-adjacent (synteny)
OG01637,OG05134,19,operon-adjacent (synteny)
OG00163,OG02597,19,operon-adjacent (synteny)
OG02299,OG02440,19,operon-adjacent (synteny)
OG00345,OG03039,19,operon-adjacent (synteny)
OG01980,OG02684,19,operon-adjacent (synteny)
OG00996,OG02633,19,operon-adjacent (synteny)
OG00156,OG00189,19,operon-adjacent (synteny)
OG00156,OG00711,19,operon-adjacent (synteny)
OG01375,OG02233,19,operon-adjacent (synteny)
OG00743,OG01901,19,operon-adjacent (synteny)
OG00819,OG01019,19,operon-adjacent (synteny)
OG00236,OG00236,19,operon-adjacent (synteny)
OG00231,OG01362,19,operon-adjacent (synteny)
OG00368,OG00868,19,operon-adjacent (synteny)
OG00102,OG00102,19,operon-adjacent (synteny)
OG00114,OG01656,19,operon-adjacent (synteny)
OG00361,OG08613,19,operon-adjacent (synteny)
OG01163,OG01926,19,operon-adjacent (synteny)
OG00725,OG00762,19,operon-adjacent (synteny)
OG00487,OG01577,19,operon-adjacent (synteny)
OG01442,OG02132,19,operon-adjacent (synteny)
OG00965,OG03330,19,operon-adjacent (synteny)
OG00250,OG01022,19,operon-adjacent (synteny)
OG01911,OG02062,19,operon-adjacent (synteny)
OG01889,OG02357,19,operon-adjacent (synteny)
OG02750,OG03089,19,operon-adjacent (synteny)
OG01436,OG04140,19,operon-adjacent (synteny)
OG00398,OG04803,19,operon-adjacent (synteny)
OG00841,OG01937,19,operon-adjacent (synteny)
OG00363,OG00966,19,operon-adjacent (synteny)
OG00089,OG02593,19,operon-adjacent (synteny)
OG00589,OG00664,19,operon-adjacent (synteny)
OG00798,OG00966,19,operon-adjacent (synteny)
OG00121,OG02112,19,operon-adjacent (synteny)
OG01124,OG01596,19,operon-adjacent (synteny)
OG00366,OG00447,19,operon-adjacent (synteny)
OG00683,OG01192,19,operon-adjacent (synteny)
OG00894,OG01866,19,operon-adjacent (synteny)
OG03958,OG07011,19,operon-adjacent (synteny)
OG00895,OG02061,19,operon-adjacent (synteny)
OG00955,OG02293,19,operon-adjacent (synteny)
OG00865,OG01847,19,operon-adjacent (synteny)
OG00442,OG01715,19,operon-adjacent (synteny)
OG02268,OG02402,19,operon-adjacent (synteny)
OG00067,OG00431,19,operon-adjacent (synteny)
OG01318,OG01799,19,operon-adjacent (synteny)
OG00019,OG04996,19,operon-adjacent (synteny)
OG01347,OG03861,19,operon-adjacent (synteny)
OG00020,OG00935,19,operon-adjacent (synteny)
OG00761,OG04274,19,operon-adjacent (synteny)
OG02106,OG02370,19,operon-adjacent (synteny)
OG02106,OG02632,19,operon-adjacent (synteny)
OG00347,OG06678,19,operon-adjacent (synteny)
OG00143,OG00143,19,operon-adjacent (synteny)
OG00246,OG01745,19,operon-adjacent (synteny)
OG00137,OG00598,19,operon-adjacent (synteny)
OG01005,OG01094,19,operon-adjacent (synteny)
OG00475,OG01696,18,operon-adjacent (synteny)
OG01010,OG02256,18,operon-adjacent (synteny)
OG00487,OG02187,18,operon-adjacent (synteny)
OG00484,OG03142,18,operon-adjacent (synteny)
OG00483,OG00900,18,operon-adjacent (synteny)
OG02946,OG04044,18,operon-adjacent (synteny)
OG01161,OG01537,18,operon-adjacent (synteny)
OG00385,OG01033,18,operon-adjacent (synteny)
OG00060,OG02038,18,operon-adjacent (synteny)
OG00748,OG01841,18,operon-adjacent (synteny)
OG00361,OG01585,18,operon-adjacent (synteny)
OG00055,OG00299,18,operon-adjacent (synteny)
OG00019,OG02527,18,operon-adjacent (synteny)
OG01234,OG01843,18,operon-adjacent (synteny)
OG00032,OG00355,18,operon-adjacent (synteny)
OG02946,OG03054,18,operon-adjacent (synteny)
OG01928,OG02228,18,operon-adjacent (synteny)
OG01114,OG03142,18,operon-adjacent (synteny)
OG00085,OG01461,18,operon-adjacent (synteny)
OG00861,OG02319,18,operon-adjacent (synteny)
OG00089,OG01841,18,operon-adjacent (synteny)
OG00639,OG01715,18,operon-adjacent (synteny)
OG00399,OG01869,18,operon-adjacent (synteny)
OG02437,OG02521,18,operon-adjacent (synteny)
OG00035,OG01585,18,operon-adjacent (synteny)
OG01925,OG02212,18,operon-adjacent (synteny)
OG00835,OG03140,18,operon-adjacent (synteny)
OG01455,OG01590,18,operon-adjacent (synteny)
OG01433,OG02486,18,operon-adjacent (synteny)
OG01442,OG02262,18,operon-adjacent (synteny)
OG00276,OG00831,18,operon-adjacent (synteny)
OG00368,OG03442,18,operon-adjacent (synteny)
OG00231,OG00838,18,operon-adjacent (synteny)
OG00075,OG00186,18,operon-adjacent (synteny)
OG01521,OG01671,18,operon-adjacent (synteny)
OG00034,OG00192,18,operon-adjacent (synteny)
OG02228,OG02726,18,operon-adjacent (synteny)
OG02165,OG03238,18,operon-adjacent (synteny)
OG02145,OG02598,18,operon-adjacent (synteny)
OG01183,OG02003,18,operon-adjacent (synteny)
OG03075,OG03958,18,operon-adjacent (synteny)
OG00160,OG00441,18,operon-adjacent (synteny)
OG00158,OG00400,18,operon-adjacent (synteny)
OG00128,OG00245,18,operon-adjacent (synteny)
OG00045,OG00143,18,operon-adjacent (synteny)
OG00574,OG07051,18,operon-adjacent (synteny)
OG02690,OG04780,18,operon-adjacent (synteny)
OG00014,OG00045,18,operon-adjacent (synteny)
OG00047,OG00051,18,operon-adjacent (synteny)
OG00189,OG01172,18,operon-adjacent (synteny)
OG01032,OG02553,18,operon-adjacent (synteny)
OG01161,OG02580,18,operon-adjacent (synteny)
OG00320,OG04977,18,operon-adjacent (synteny)
OG00819,OG01833,18,operon-adjacent (synteny)
OG01303,OG01515,18,operon-adjacent (synteny)
OG02187,OG02475,18,operon-adjacent (synteny)
OG00501,OG01804,18,operon-adjacent (synteny)
OG00500,OG01009,18,operon-adjacent (synteny)
OG00345,OG01550,18,operon-adjacent (synteny)
OG06767,OG06800,18,operon-adjacent (synteny)
OG03746,OG06854,18,operon-adjacent (synteny)
OG00607,OG00991,18,operon-adjacent (synteny)
OG01873,OG02033,18,operon-adjacent (synteny)
OG02069,OG02490,18,operon-adjacent (synteny)
OG00882,OG02075,18,operon-adjacent (synteny)
OG02987,OG04070,18,operon-adjacent (synteny)
OG00039,OG01449,17,operon-adjacent (synteny)
OG01338,OG02168,17,operon-adjacent (synteny)
OG01009,OG01714,17,operon-adjacent (synteny)
OG00298,OG00495,17,operon-adjacent (synteny)
OG00301,OG01196,17,operon-adjacent (synteny)
OG02473,OG02727,17,operon-adjacent (synteny)
OG00070,OG02550,17,operon-adjacent (synteny)
OG00484,OG01839,17,operon-adjacent (synteny)
OG00075,OG00098,17,operon-adjacent (synteny)
OG00929,OG01678,17,operon-adjacent (synteny)
OG02167,OG02437,17,operon-adjacent (synteny)
OG00221,OG02229,17,operon-adjacent (synteny)
OG00352,OG02599,17,operon-adjacent (synteny)
OG00143,OG00194,17,operon-adjacent (synteny)
OG00556,OG00998,17,operon-adjacent (synteny)
OG00459,OG00534,17,operon-adjacent (synteny)
OG04759,OG04805,17,operon-adjacent (synteny)
OG01262,OG04861,17,operon-adjacent (synteny)
OG00650,OG01333,17,operon-adjacent (synteny)
OG00974,OG01209,17,operon-adjacent (synteny)
OG01373,OG01704,17,operon-adjacent (synteny)
OG00019,OG00991,17,operon-adjacent (synteny)
OG01252,OG03289,17,operon-adjacent (synteny)
OG00158,OG00193,17,operon-adjacent (synteny)
OG01049,OG03751,17,operon-adjacent (synteny)
OG00160,OG00385,17,operon-adjacent (synteny)
OG00035,OG00779,17,operon-adjacent (synteny)
OG00358,OG03751,17,operon-adjacent (synteny)
OG00717,OG01002,17,operon-adjacent (synteny)
OG00516,OG01189,17,operon-adjacent (synteny)
OG00019,OG02266,17,operon-adjacent (synteny)
OG00019,OG01075,17,operon-adjacent (synteny)
OG01824,OG02476,17,operon-adjacent (synteny)
OG01149,OG01900,17,operon-adjacent (synteny)
OG00519,OG01071,17,operon-adjacent (synteny)
OG00305,OG00671,17,operon-adjacent (synteny)
OG00416,OG01273,17,operon-adjacent (synteny)
OG00045,OG00474,17,operon-adjacent (synteny)
OG00388,OG01089,17,operon-adjacent (synteny)
OG00387,OG02610,17,operon-adjacent (synteny)
OG05042,OG05075,17,operon-adjacent (synteny)
OG01802,OG01864,17,operon-adjacent (synteny)
OG00101,OG02668,17,operon-adjacent (synteny)
OG04861,OG05073,17,operon-adjacent (synteny)
OG00019,OG00075,17,operon-adjacent (synteny)
OG01571,OG03822,17,operon-adjacent (synteny)
OG00843,OG01768,17,operon-adjacent (synteny)
OG00107,OG01484,17,operon-adjacent (synteny)
OG00607,OG01560,17,operon-adjacent (synteny)
OG00600,OG02121,17,operon-adjacent (synteny)
OG00027,OG01952,17,operon-adjacent (synteny)
OG00368,OG00566,17,operon-adjacent (synteny)
OG00278,OG01082,17,operon-adjacent (synteny)
OG01381,OG07051,17,operon-adjacent (synteny)
OG03722,OG03921,17,operon-adjacent (synteny)
OG00031,OG01883,17,operon-adjacent (synteny)
OG00268,OG00578,17,operon-adjacent (synteny)
OG01187,OG02579,17,operon-adjacent (synteny)
OG00129,OG04201,17,operon-adjacent (synteny)
OG00129,OG00566,17,operon-adjacent (synteny)
OG01812,OG02694,17,operon-adjacent (synteny)
OG00687,OG01843,17,operon-adjacent (synteny)
OG06006,OG06052,17,operon-adjacent (synteny)
OG02109,OG06831,16,operon-adjacent (synteny)
OG00703,OG04044,16,operon-adjacent (synteny)
OG00045,OG01803,16,operon-adjacent (synteny)
OG00019,OG00071,16,operon-adjacent (synteny)
OG00019,OG00019,16,operon-adjacent (synteny)
OG01043,OG02461,16,operon-adjacent (synteny)
OG00003,OG02136,16,operon-adjacent (synteny)
OG01800,OG02734,16,operon-adjacent (synteny)
OG02103,OG02769,16,operon-adjacent (synteny)
OG01092,OG01262,16,operon-adjacent (synteny)
OG01980,OG02706,16,operon-adjacent (synteny)
OG01092,OG05114,16,operon-adjacent (synteny)
OG00093,OG00132,16,operon-adjacent (synteny)
OG00361,OG02992,16,operon-adjacent (synteny)
OG02351,OG02520,16,operon-adjacent (synteny)
OG02447,OG03815,16,operon-adjacent (synteny)
OG02923,OG03360,16,operon-adjacent (synteny)
OG00391,OG04647,16,operon-adjacent (synteny)
OG01484,OG01798,16,operon-adjacent (synteny)
OG00391,OG01043,16,operon-adjacent (synteny)
OG01578,OG04453,16,operon-adjacent (synteny)
OG00605,OG00990,16,operon-adjacent (synteny)
OG02433,OG02769,16,operon-adjacent (synteny)
OG00143,OG01642,16,operon-adjacent (synteny)
OG00212,OG00342,16,operon-adjacent (synteny)
OG00245,OG00605,16,operon-adjacent (synteny)
OG00195,OG00195,16,operon-adjacent (synteny)
OG01798,OG03616,16,operon-adjacent (synteny)
OG01791,OG03595,16,operon-adjacent (synteny)
OG00107,OG00250,16,operon-adjacent (synteny)
OG00019,OG01172,16,operon-adjacent (synteny)
OG05938,OG06084,16,operon-adjacent (synteny)
OG00020,OG01749,16,operon-adjacent (synteny)
OG00019,OG00235,16,operon-adjacent (synteny)
OG01133,OG04114,16,operon-adjacent (synteny)
OG01348,OG01621,16,operon-adjacent (synteny)
OG01367,OG02568,16,operon-adjacent (synteny)
OG02051,OG02223,16,operon-adjacent (synteny)
OG00189,OG10727,16,operon-adjacent (synteny)
OG02789,OG06889,16,operon-adjacent (synteny)
OG00426,OG00992,16,operon-adjacent (synteny)
OG01187,OG02449,16,operon-adjacent (synteny)
OG00151,OG00605,16,operon-adjacent (synteny)
OG01890,OG02042,16,operon-adjacent (synteny)
OG00774,OG02551,16,operon-adjacent (synteny)
OG01916,OG02193,16,operon-adjacent (synteny)
OG01463,OG06125,16,operon-adjacent (synteny)
OG00245,OG00584,16,operon-adjacent (synteny)
OG01671,OG03343,16,operon-adjacent (synteny)
OG00248,OG05369,16,operon-adjacent (synteny)
OG00863,OG02062,16,operon-adjacent (synteny)
OG00151,OG05938,16,operon-adjacent (synteny)
OG01179,OG01890,16,operon-adjacent (synteny)
OG01708,OG01913,16,operon-adjacent (synteny)
OG00768,OG01931,16,operon-adjacent (synteny)
OG01679,OG02617,16,operon-adjacent (synteny)
OG00022,OG01226,16,operon-adjacent (synteny)
OG00045,OG01963,16,operon-adjacent (synteny)
OG02709,OG03815,16,operon-adjacent (synteny)
OG01053,OG01109,16,operon-adjacent (synteny)
OG00238,OG00544,16,operon-adjacent (synteny)
OG00663,OG11489,16,operon-adjacent (synteny)
OG02290,OG02294,16,operon-adjacent (synteny)
OG00171,OG02233,16,operon-adjacent (synteny)
OG00559,OG01908,16,operon-adjacent (synteny)
OG00019,OG01997,16,operon-adjacent (synteny)
OG00299,OG00366,16,operon-adjacent (synteny)
OG00556,OG00935,16,operon-adjacent (synteny)
OG00566,OG01066,16,operon-adjacent (synteny)
OG00474,OG03775,16,operon-adjacent (synteny)
OG00032,OG01167,16,operon-adjacent (synteny)
OG00924,OG01337,16,operon-adjacent (synteny)
OG02145,OG02337,16,operon-adjacent (synteny)
OG00071,OG00089,15,operon-adjacent (synteny)
OG00355,OG01821,15,operon-adjacent (synteny)
OG00355,OG01839,15,operon-adjacent (synteny)
OG00047,OG00556,15,operon-adjacent (synteny)
OG00032,OG01365,15,operon-adjacent (synteny)
OG03098,OG04225,15,operon-adjacent (synteny)
OG00143,OG00192,15,operon-adjacent (synteny)
OG00019,OG00391,15,operon-adjacent (synteny)
OG00019,OG00975,15,operon-adjacent (synteny)
OG04092,OG04115,15,operon-adjacent (synteny)
OG01301,OG03461,15,operon-adjacent (synteny)
OG00260,OG01379,15,operon-adjacent (synteny)
OG00567,OG00712,15,operon-adjacent (synteny)
OG00566,OG01635,15,operon-adjacent (synteny)
OG00330,OG01383,15,operon-adjacent (synteny)
OG00102,OG00363,15,operon-adjacent (synteny)
OG02591,OG06889,15,operon-adjacent (synteny)
OG01033,OG03374,15,operon-adjacent (synteny)
OG02194,OG02433,15,operon-adjacent (synteny)
OG00218,OG00218,15,operon-adjacent (synteny)
OG00012,OG03492,15,operon-adjacent (synteny)
OG00762,OG03461,15,operon-adjacent (synteny)
OG00664,OG01485,15,operon-adjacent (synteny)
OG00828,OG01762,15,operon-adjacent (synteny)
OG00194,OG01889,15,operon-adjacent (synteny)
OG00268,OG03863,15,operon-adjacent (synteny)
OG00156,OG00582,15,operon-adjacent (synteny)
OG01250,OG02272,15,operon-adjacent (synteny)
OG00024,OG00787,15,operon-adjacent (synteny)
OG06770,OG07003,15,operon-adjacent (synteny)
OG06290,OG06390,15,operon-adjacent (synteny)
OG01905,OG02507,15,operon-adjacent (synteny)
OG01889,OG02641,15,operon-adjacent (synteny)
OG00098,OG01071,15,operon-adjacent (synteny)
OG00245,OG02270,15,operon-adjacent (synteny)
