deg_dataset,deg_gene_id,gene_name,cog,func_class,description,organism,refseq,condition,uniprot,gi
DEG1001,DEG10010173,accC,COG0439I,fatty acid biosynthesis,acetyl-CoA carboxylase (biotin carboxylase subunit),Bacillus subtilis 168,NC_000964,Rich medium,P49787,255767543
DEG1001,DEG10010174,accB,COG0511I,fatty acid biosynthesis,acetyl-CoA carboxylase (biotin carboxyl carrier subunit),Bacillus subtilis 168,NC_000964,Rich medium,P49786,16079491
DEG1001,DEG10010175,rpmGA/rpmG,COG0267J,ribosomal protein,possible ribosomal protein L33,Bacillus subtilis 168,NC_000964,Rich medium,P56849,255767561
DEG1001,DEG10010176,yqfY/ispG,COG0821I,isoprenoid biosynthesis,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,Bacillus subtilis 168,NC_000964,Rich medium,P54482,16079562
DEG1001,DEG10010177,yqfP/ispH,COG0761IM,isoprenoid biosynthesis,isopentenyl diphosphate biosynthesis,Bacillus subtilis 168,NC_000964,Rich medium,P54473,255767572
DEG1001,DEG10010178,sigA,COG0568K,transcription,RNA polymerase major sigma factor,Bacillus subtilis 168,NC_000964,Rich medium,P06224,255767573
DEG1001,DEG10010179,dnaG,COG0358L,DNA replication,DNA primase,Bacillus subtilis 168,NC_000964,Rich medium,P05096,255767574
DEG1001,DEG10010180,glyS,COG0751J,tRNA synthetase,glycyl-tRNA synthetase (beta subunit),Bacillus subtilis 168,NC_000964,Rich medium,P54381,255767576
DEG1001,DEG10010181,glyQ,COG0752J,tRNA synthetase,glycyl-tRNA synthetase (alpha subunit),Bacillus subtilis 168,NC_000964,Rich medium,P54380,16079581
DEG1001,DEG10010182,era,COG1159R,GTP-binding,GTP-binding protein,Bacillus subtilis 168,NC_000964,Rich medium,P42182,16079583
DEG1001,DEG10010183,rpsU,COG0828J,ribosomal protein,ribosomal protein S21,Bacillus subtilis 168,NC_000964,Rich medium,P21478,16079595
DEG1001,DEG10010184,rpsT,COG0268J,ribosomal protein,ribosomal protein S20 (BS20),Bacillus subtilis 168,NC_000964,Rich medium,P21477,255767588
DEG1001,DEG10010185,yqeN/holA,COG1466L,DNA replication,DNA polymerase III (delta subunit),Bacillus subtilis 168,NC_000964,Rich medium,P54459,16079610
DEG1001,DEG10010186,yqeJ/nadD,COG1057H,NAD biosynthesis,nicotinate-nucleotide adenylyltransferase,Bacillus subtilis 168,NC_000964,Rich medium,P54455,16079618
DEG1001,DEG10010187,yqeI,COG1534J,unknown,conserved protein,Bacillus subtilis 168,NC_000964,Rich medium,P54454,16079619
DEG1001,DEG10010188,yqeH,COG1161R,GTP-binding,GTP-binding protein,Bacillus subtilis 168,NC_000964,Rich medium,P54453,16079621
DEG1001,DEG10010189,alaS,COG0013J,tRNA synthetase,alanyl-tRNA synthetase,Bacillus subtilis 168,NC_000964,Rich medium,O34526,16079794
DEG1001,DEG10010190,trmU,COG0482J,RNA modification,probable tRNA (5-methylaminomethyl-2-thiouridylate) methyltransferase,Bacillus subtilis 168,NC_000964,Rich medium,O35020,255767628
DEG1001,DEG10010191,yrvO,COG1104E,unknown,NifS protein homolog,Bacillus subtilis 168,NC_000964,Rich medium,O34599,50812274
DEG1001,DEG10010192,aspS,COG0173J,tRNA synthetase,aspartyl-tRNA synthetase,Bacillus subtilis 168,NC_000964,Rich medium,O32038,16079809
DEG1001,DEG10010193,hisS,COG0124J,tRNA synthetase,histidyl-tRNA synthetase,Bacillus subtilis 168,NC_000964,Rich medium,O32039,16079810
DEG1001,DEG10010194,obg/obgE,COG0536R,GTP-binding,GTP-binding protein,Bacillus subtilis 168,NC_000964,Rich medium,P20964,16079844
DEG1001,DEG10010195,rpmA,COG0211J,ribosomal protein,ribosomal protein L27 (BL24),Bacillus subtilis 168,NC_000964,Rich medium,P05657,16079846
DEG1001,DEG10010196,rplU,COG0261J,ribosomal protein,ribosomal protein L21 (BL20),Bacillus subtilis 168,NC_000964,Rich medium,P26908,16079848
DEG1001,DEG10010197,mreC,COG1792M,cell shape,cell-shape determining protein,Bacillus subtilis 168,NC_000964,Rich medium,Q01466,255767641
DEG1001,DEG10010198,mreB,COG1077D,cell shape,cell-shape determining protein,Bacillus subtilis 168,NC_000964,Rich medium,Q01465,255767642
DEG1001,DEG10010199,valS,COG0525J,tRNA synthetase,valyl-tRNA synthetase,Bacillus subtilis 168,NC_000964,Rich medium,Q05873,255767644
DEG1001,DEG10010200,ysxC,COG0218R,GTP-binding,GTP-binding protein,Bacillus subtilis 168,NC_000964,Rich medium,P38424,16079871
DEG1001,DEG10010201,racE,COG0796M,peptidoglycan biosynthesis,glutamate racemase,Bacillus subtilis 168,NC_000964,Rich medium,P94556,255767654
DEG1001,DEG10010202,trxA,COG3118O,thioredoxin,thioredoxin,Bacillus subtilis 168,NC_000964,Rich medium,P14949,16079902
DEG1001,DEG10010203,pheT,COG0072J,tRNA synthetase,phenylalanyl-tRNA synthetase (beta subunit),Bacillus subtilis 168,NC_000964,Rich medium,P17922,16079915
DEG1001,DEG10010204,pheS,COG0016J,tRNA synthetase,phenylalanyl-tRNA synthetase (alpha subunit),Bacillus subtilis 168,NC_000964,Rich medium,P17921,16079916
DEG1001,DEG10010205,rplT,COG0292J,ribosomal protein,ribosomal protein L20,Bacillus subtilis 168,NC_000964,Rich medium,P55873,16079937
DEG1001,DEG10010206,rpmI,COG0291J,ribosomal protein,ribosomal protein L35,Bacillus subtilis 168,NC_000964,Rich medium,P55874,16079938
DEG1001,DEG10010207,infC,COG0290J,translation,initiation factor IF-3,Bacillus subtilis 168,NC_000964,Rich medium,P55872,16079939
DEG1001,DEG10010208,dnaI,COG1484L,DNA replication,primosome component (helicase loader),Bacillus subtilis 168,NC_000964,Rich medium,P06567,16079950
DEG1001,DEG10010209,dnaB,COG3611L,DNA replication,initiation of chromosome replication/membrane attachment protein,Bacillus subtilis 168,NC_000964,Rich medium,P07908,16079951
DEG1001,DEG10010210,ytaG,COG0237H,CoA biosynthesis,desphospho-coenzyme A kinase,Bacillus subtilis 168,NC_000964,Rich medium,O34932,16079958
DEG1001,DEG10010211,pfkA,COG0205G,glycolysis,6-phosphofructokinase,Bacillus subtilis 168,NC_000964,Rich medium,O34529,16079971
DEG1001,DEG10010212,accA,COG0825I,fatty acid biosynthesis,acetyl-CoA carboxylase (alpha subunit),Bacillus subtilis 168,NC_000964,Rich medium,O34847,16079972
DEG1001,DEG10010213,accD,COG0777I,fatty acid biosynthesis,acetyl-CoA carboxylase (beta subunit),Bacillus subtilis 168,NC_000964,Rich medium,C0SP93,255767673
DEG1001,DEG10010214,dnaE,COG0587L,DNA replication,DNA polymerase III (alpha subunit),Bacillus subtilis 168,NC_000964,Rich medium,O34623,16079975
DEG1001,DEG10010215,rpsD,COG0522J,ribosomal protein,ribosomal protein S4 (BS4),Bacillus subtilis 168,NC_000964,Rich medium,P21466,16080018
DEG1001,DEG10010216,tyrS,COG0162J,tRNA synthetase,tyrosyl-tRNA synthetase (major),Bacillus subtilis 168,NC_000964,Rich medium,P22326,16080019
DEG1001,DEG10010217,murC,COG0773M,peptidoglycan biosynthesis,UDP-N-acetylmuramate-alanine ligase,Bacillus subtilis 168,NC_000964,Rich medium,P40778,16080031
DEG1001,DEG10010218,leuS,COG0495J,tRNA synthetase,leucyl-tRNA synthetase,Bacillus subtilis 168,NC_000964,Rich medium,P36430,16080084
DEG1001,DEG10010219,metK,COG0192H,SAM,S-adenosylmethionine synthetase,Bacillus subtilis 168,NC_000964,Rich medium,P54419,16080107
DEG1001,DEG10010220,menC,COG4948MR,menaquinone biosynthesis,O-succinylbenzoate-CoA synthase,Bacillus subtilis 168,NC_000964,Rich medium,O34514,16080130
DEG1001,DEG10010221,menE,COG0318IQ,menaquinone biosynthesis,O-succinylbenzoic acid-CoA ligase,Bacillus subtilis 168,NC_000964,Rich medium,P23971,16080131
DEG1001,DEG10010222,menB,COG0447H,menaquinone biosynthesis,dihydroxynapthoic acid synthetase,Bacillus subtilis 168,NC_000964,Rich medium,P23966,16080132
DEG1001,DEG10010223,menD,COG1165H,menaquinone biosynthesis,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase/2-oxoglutarate decarboxylase",Bacillus subtilis 168,NC_000964,Rich medium,P23970,16080134
DEG1001,DEG10010224,mrpA,COG1009CP,Na/H transporter,multiple resistance and pH homeostasis (Na+/H+ antiporter),Bacillus subtilis 168,NC_000964,Rich medium,Q9K2S2,161511068
DEG1001,DEG10010225,mrpB,COG2111P,Na/H transporter,multiple resistance and pH homeostasis,Bacillus subtilis 168,NC_000964,Rich medium,O05259,16080213
DEG1001,DEG10010226,mrpC,COG1006P,Na/H transporter,multiple resistance and pH homeostasis,Bacillus subtilis 168,NC_000964,Rich medium,O05260,255767719
DEG1001,DEG10010227,mrpD,COG0651CP,Na/H transporter,multiple resistance and pH homeostasis,Bacillus subtilis 168,NC_000964,Rich medium,O05229,255767720
DEG1001,DEG10010228,mrpF,COG2212P,Na/H transporter,multiple resistance and pH homeostasis,Bacillus subtilis 168,NC_000964,Rich medium,O05228,255767722
DEG1001,DEG10010229,yueK,COG1488H,NAD biosynthesis,nicotinate phosphoribosyltransferase,Bacillus subtilis 168,NC_000964,Rich medium,O32090,16080226
DEG1001,DEG10010230,yumC,COG0492O,unknown,similar to thioredoxin reductase,Bacillus subtilis 168,NC_000964,Rich medium,O05268,255767736
DEG1001,DEG10010231,dapF,COG0253E,diaminopimelate biosynthesis,diaminopimelate epimerase,Bacillus subtilis 168,NC_000964,Rich medium,O32114,16080270
DEG1001,DEG10010232,yurU,COG0719O,Fe-sulfate cluster,Synthesis of iron sulfur clusters-NifZ homolog,Bacillus subtilis 168,NC_000964,Rich medium,O32162,16080319
DEG1001,DEG10010233,yurV,COG0822C,Fe-sulfate cluster,Synthesis of iron sulfur clusters-NifU homolog,Bacillus subtilis 168,NC_000964,Rich medium,O32163,16080320
DEG1001,DEG10010234,csd,COG0520E,Fe-sulfate cluster,cysteine desulfurase-NifS homolog,Bacillus subtilis 168,NC_000964,Rich medium,O32164,16080321
DEG1001,DEG10010235,yurX,COG0719O,Fe-sulfate cluster,Synthesis of iron sulfur clusters-NifZ homolog,Bacillus subtilis 168,NC_000964,Rich medium,O32165,16080322
DEG1001,DEG10010236,yurY,COG0396O,Fe-sulfate cluster,Synthesis of iron sulfur clusters-ABC transporter (ATP-binding protein),Bacillus subtilis 168,NC_000964,Rich medium,P80866,16080323
DEG1001,DEG10010237,eno,COG0148G,glycolysis,enolase,Bacillus subtilis 168,NC_000964,Rich medium,P37869,16080443
DEG1001,DEG10010238,pgm,COG0696G,glycolysis,phosphoglycerate mutase,Bacillus subtilis 168,NC_000964,Rich medium,P39773,16080444
DEG1001,DEG10010239,tpiA,COG0149G,glycolysis,triose phosphate isomerase,Bacillus subtilis 168,NC_000964,Rich medium,P27876,16080445
DEG1001,DEG10010240,pgk,COG0126G,glycolysis,phosphoglycerate kinase,Bacillus subtilis 168,NC_000964,Rich medium,P40924,16080446
DEG1001,DEG10010241,trxB,COG0492O,thioredoxin,thioredoxin reductase,Bacillus subtilis 168,NC_000964,Rich medium,P80880,16080532
DEG1001,DEG10010242,prfB,COG1186J,translation,peptide chain release factor 2,Bacillus subtilis 168,NC_000964,Rich medium,P28367,16080582
DEG1001,DEG10010243,secA,COG0653U,secretion,preprotein translocase subunit (ATPase),Bacillus subtilis 168,NC_000964,Rich medium,P28366,16080583
DEG1001,DEG10010244,tagO,COG0472M,teichoic acid biosynthesis,teichoic acid linkage unit synthesis,Bacillus subtilis 168,NC_000964,Rich medium,O34753,16080606
DEG1001,DEG10010245,yvyH,COG0381M,aminosugar metabolism,UDP-N-acetylglucosamine 2-epimerase,Bacillus subtilis 168,NC_000964,Rich medium,P39131,16080619
DEG1001,DEG10010246,tagH,COG1134GM,teichoic acid biosynthesis,teichoic acid translocation (ATP-binding protein),Bacillus subtilis 168,NC_000964,Rich medium,P42954,16080623
DEG1001,DEG10010247,tagG,COG1682GM,teichoic acid biosynthesis,teichoic acid translocation (permease),Bacillus subtilis 168,NC_000964,Rich medium,P42953,16080624
DEG1001,DEG10010248,tagF,COG1887M,teichoic acid biosynthesis,CDP-glycerol:polyglycerol phosphate glycero-phosphotransferase,Bacillus subtilis 168,NC_000964,Rich medium,P13485,16080625
DEG1001,DEG10010249,tagD,COG0615MI,teichoic acid biosynthesis,glycerol-3-phosphate cytidylyltransferase,Bacillus subtilis 168,NC_000964,Rich medium,P27623,16080627
DEG1001,DEG10010250,tagA,COG1922M,teichoic acid biosynthesis,involved in polyglycerol phosphate teichoic acid biosynthesis,Bacillus subtilis 168,NC_000964,Rich medium,P27620,16080628
DEG1001,DEG10010251,tagB,COG1887M,teichoic acid biosynthesis,involved in polyglycerol phosphate teichoic acid biosynthesis,Bacillus subtilis 168,NC_000964,Rich medium,P27621,16080629
DEG1001,DEG10010252,murAA,COG0766M,peptidoglycan biosynthesis,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Bacillus subtilis 168,NC_000964,Rich medium,P70965,16080729
DEG1001,DEG10010253,glyA,COG0112E,folate,serine hydroxymethyltransferase,Bacillus subtilis 168,NC_000964,Rich medium,P39148,16080743
DEG1001,DEG10010254,ywlC,COG0009J,unknown,conserved protein with a putative RNA binding motif,Bacillus subtilis 168,NC_000964,Rich medium,P39153,16080748
DEG1001,DEG10010255,prfA,COG0216J,translation,peptide chain release factor 1,Bacillus subtilis 168,NC_000964,Rich medium,P45872,16080754
DEG1001,DEG10010256,rpmE,COG0254J,ribosomal protein,ribosomal protein L31,Bacillus subtilis 168,NC_000964,Rich medium,Q03223,16080760
DEG1001,DEG10010257,fbaA,COG0191G,glycolysis,"fructose-1,6-bisphosphate aldolase",Bacillus subtilis 168,NC_000964,Rich medium,P13243,16080765
DEG1001,DEG10010258,pyrG,COG0504F,pyrimidine biosynthesis,CTP synthetase,Bacillus subtilis 168,NC_000964,Rich medium,P13242,16080768
DEG1001,DEG10010259,argS,COG0018J,tRNA synthetase,arginyl-tRNA synthetase,Bacillus subtilis 168,NC_000964,Rich medium,P46906,16080786
DEG1001,DEG10010260,rodA,COG0772D,cell division,control of cell shape and elongation,Bacillus subtilis 168,NC_000964,Rich medium,P39604,16080863
DEG1001,DEG10010261,menA,COG1575H,menaquinone biosynthesis,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",Bacillus subtilis 168,NC_000964,Rich medium,P39582,16080900
DEG1001,DEG10010262,yycG,COG5002T,transcription,two-component sensor histidine kinase,Bacillus subtilis 168,NC_000964,Rich medium,Q45614,16081092
DEG1001,DEG10010263,yycF,COG0745TK,transcription,two-component response regulator,Bacillus subtilis 168,NC_000964,Rich medium,P37478,16081093
DEG1001,DEG10010264,dnaC,COG0305L,DNA replication,replicative DNA helicase,Bacillus subtilis 168,NC_000964,Rich medium,P37469,255767872
DEG1001,DEG10010265,rplI,COG0359J,ribosomal protein,ribosomal protein L9,Bacillus subtilis 168,NC_000964,Rich medium,P37437,16081102
DEG1001,DEG10010266,ppaC,COG1227C,unknown,inorganic pyrophosphatase,Bacillus subtilis 168,NC_000964,Rich medium,P37487,16081107
DEG1001,DEG10010267,rpsR,COG0238J,ribosomal protein,ribosomal protein S18,Bacillus subtilis 168,NC_000964,Rich medium,P21475,50812313
DEG1001,DEG10010268,ssb,COG0629L,DNA replication,single-strand DNA-binding protein,Bacillus subtilis 168,NC_000964,Rich medium,P37455,16081142
DEG1001,DEG10010269,rpsF,COG0360J,ribosomal protein,ribosomal protein S6 (BS9),Bacillus subtilis 168,NC_000964,Rich medium,P21468,16081143
DEG1001,DEG10010270,rnpA,COG0594J,RNA modification,protein component of ribonuclease P (RNase P),Bacillus subtilis 168,NC_000964,Rich medium,P25814,16081157
DEG1001,DEG10010271,rpmH,-,ribosomal protein,ribosomal protein L34,Bacillus subtilis 168,NC_000964,Rich medium,P05647,16081158
DEG1002,DEG10020001,dnaA,COG0593L,DNA replication,chromosomal replication initiator protein,Staphylococcus aureus N315,NC_002745,Rich medium,P68866,15925706
DEG1002,DEG10020002,recF,COG1195L,"DNA replication, recombination, and repair (L)",Recombinational DNA repair ATPase (RecF pathway),Staphylococcus aureus N315,NC_002745,Rich medium,P68862,15925709
DEG1002,DEG10020003,gyrB,COG0187L,DNA packaging and segregation,DNA gyrase subunit B,Staphylococcus aureus N315,NC_002745,Rich medium,P66937,15925710
DEG1002,DEG10020004,gyrA,COG0188L,DNA packaging and segregation,DNA gyrase subunit A,Staphylococcus aureus N315,NC_002745,Rich medium,Q99XG5,15925711
DEG1002,DEG10020005,serS,COG0172J,tRNA synthetase,seryl-tRNA synthetase,Staphylococcus aureus N315,NC_002745,Rich medium,P99178,15925714
DEG1002,DEG10020006,rplI,COG0359J,Protein synthesis,50S ribosomal protein L9,Staphylococcus aureus N315,NC_002745,Rich medium,P66318,15925720
DEG1002,DEG10020007,dnaC,COG0305L,DNA replication,replicative DNA helicase,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A8E2,15925721
DEG1002,DEG10020008,SA0021,COG1235R,Function unknown (S),Conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A8D7,15925727
DEG1002,DEG10020009,SA0085,COG0042J,Function unknown (S),Conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,P67717,15925793
DEG1002,DEG10020010,drm,COG1015G,Carbohydrate transport and metabolism (G),Phosphopentomutase,Staphylococcus aureus N315,NC_002745,Rich medium,P99100,15925843
DEG1002,DEG10020011,SA0179,COG4992E,Amino acid transport and metabolism (E),Ornithine aminotransferase,Staphylococcus aureus N315,NC_002745,Rich medium,P60296,15925889
DEG1002,DEG10020012,SA0181,COG1335Q,Function unknown (S),Hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A809,15925891
DEG1002,DEG10020013,oppF,COG1123R,Transport/binding proteins and lipoproteins,oligopeptide transport ATP-binding protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7Z1,15925909
DEG1002,DEG10020014,msmX,COG3839G,Cell motility and secretion (N),Multiple sugar-binding transport ATP-binding protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7Y6,15925917
DEG1002,DEG10020015,SA0230,COG3189S,Function unknown (S),Conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7W5,15925941
DEG1002,DEG10020016,SA0272,COG1511S,Transport/binding proteins and lipoproteins,similar to transmembrane protein Tmp7,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7S3,15925985
DEG1002,DEG10020017,SA0348,COG1475K,Function unknown (S),Hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7K7,15926061
DEG1002,DEG10020018,SA0351,COG0012J,Similar to unknown proteins,"hypothetical protein, similar to GTP-binding protein",Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7K4,15926064
DEG1002,DEG10020019,rpsF,COG0360J,30S ribosomal protein,30S ribosomal protein S6,Staphylococcus aureus N315,NC_002745,Rich medium,P99142,15926066
DEG1002,DEG10020020,ssb,COG0629L,"DNA replication, recombination, and repair (L)",Single-strand DNA-binding protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7K2,15926067
DEG1002,DEG10020021,rpsR,COG0238J,Protein synthesis,30S ribosomal protein S18,Staphylococcus aureus N315,NC_002745,Rich medium,P66468,15926068
DEG1002,DEG10020022,pubX/pbuX,COG2233F,Nucleotide transport and metabolism,Xanthine permease,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7I4,15926090
DEG1002,DEG10020023,guaB,COG0516F,Nucleotide transport and metabolism,Inositol-monophosphate dehydrogenase,Staphylococcus aureus N315,NC_002745,Rich medium,P99106,15926091
DEG1002,DEG10020024,guaA,COG0519F,Nucleotide transport and metabolism,GMP synthase,Staphylococcus aureus N315,NC_002745,Rich medium,P99105,15926092
DEG1002,DEG10020025,SA0422,COG1464P,Function unknown (S),Hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7E1,15926141
DEG1002,DEG10020026,dnaX,COG2812L,DNA replication,DNA polymerase III gamma and tau subunits,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7C7,15926155
DEG1002,DEG10020027,SA0437,COG0718S,Similar to unknown proteins,conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,P99126,15926156
DEG1002,DEG10020028,tmk,COG0125F,Nucleotide transport and metabolism,Thymidylate kinase homolog,Staphylococcus aureus N315,NC_002745,Rich medium,P65249,15926159
DEG1002,DEG10020029,SA0446,COG2827L,Function unknown (S),Conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,P67352,15926165
DEG1002,DEG10020030,SA0447,COG0313R,Similar to unknown proteins,conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7C1,15926166
DEG1002,DEG10020031,metS,COG0143J,Protein synthesis,methionyl-tRNA synthetase,Staphylococcus aureus N315,NC_002745,Rich medium,P67579,15926167
DEG1002,DEG10020032,SA0449,COG0084L,Similar to unknown proteins,conserved hypothetical protein,Staphylococcus aureus N315,NC_002745,Rich medium,Q7A7C0,15926168
